,establecimiento_id,establecimiento_nombre,origen_financiamiento,departamento_id,provincia_id,tipologia_nombre
0,50380842150137,PUESTO EL TORO (17),Provincial,84,38,Sin atención médica en forma periódica (menor a 3 veces por semana)
1,50380632150075,PUESTO BARRO NEGRO (9) (EX LOTE ROSARIO DE RIO GRANDE),Provincial,63,38,Con atención médica general por lo menos 3 días de la semana
2,50260212329179,KIN SPORT,Privado,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
3,51260352329290,LABORATORIO ANALISIS CLINICOS GEROSA,Privado,35,26,Laboratorio de Análisis Clínicos
4,51260352329289,LABORATORIO ANALISIS CLINICOS,Privado,35,26,Laboratorio de Análisis Clínicos
5,51260352329293,LABORATORIO DRA. SALVAGNO,Privado,35,26,Laboratorio de Anatomía patológica
6,51260212329299,LABORATORIO DE HISTOPATOLOGIA Y CITOLOGIA,Privado,21,26,Laboratorio de Anatomía patológica
7,51260212329297,LABORATORIO DE ANALISIS CLINICOS (STROBL),Privado,21,26,Laboratorio de Análisis Clínicos
8,51260212329298,INSAT  - LABORATORIO DE ANATOMIA PATOLOGICA,Privado,21,26,Laboratorio de Anatomía patológica
9,52260212329318,LITIASIS CENTRO CHUBUT,Privado,21,26,Otros
10,50260212329186,ODONTOLOGIA DEL PLATA,Privado,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
11,50260212329187,ODONTOLOGIA INTEGRAL,Privado,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
12,50541122265191,C.A.P.S. PUERTO ARGENTINO 1,Municipal,112,54,Sin atención médica en forma periódica (menor a 3 veces por semana)
13,50260212329190,OSECAC (COMODORO RIVADAVIA),Privado,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
14,50260212329192,PATAGONIA SALUD -P.S.M.T.-  (MEDICINA DEL TRABAJO),Privado,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
15,50261052129207,PUESTO SANITARIO CHACAY OESTE,Provincial,105,26,Con guardia permanente
16,50260142129210,PUESTO SANITARIO CURRUMAHUIDA,Provincial,14,26,Con atención médica diaria y con especialidades y/o otras profesiones
17,50260142129229,PUESTO SANITARIO LAS GOLONDRINAS,Provincial,14,26,Con guardia permanente
18,50260142129220,PUESTO SANITARIO FOFO CAHUEL,Provincial,14,26,Sin atención médica en forma periódica (menor a 3 veces por semana)
19,50260142129223,PUESTO SANITARIO LA CATARATA,Provincial,14,26,Sin atención médica en forma periódica (menor a 3 veces por semana)
20,50020012315826,CENTRO MEDICO MADEROMED,Privado,1,2,Con atención médica diaria y con especialidades y/o otras profesiones
21,50020012315856,CENTRO ODONTOLOGICO URQUIZA,Privado,3,2,Con atención médica diaria y con especialidades y/o otras profesiones
22,50861822192547,PUESTO SANITARIO COLONIA SIEGEL (HOSP SUNCHO CORRAL),Provincial,182,86,Sin atención médica en forma periódica (menor a 3 veces por semana)
23,51421052353340,LABORATORIO DE ANALISIS CLINICOS SILVANA ACTIS GIORGETTO,Privado,105,42,Laboratorio de Análisis Clínicos
24,53060702303264,CEM CENTRO DE EMERGENCIAS MEDICAS BASE BARADERO,Privado,70,6,Sistema de Atención extra hospitalaria
25,53900842396826,SOREMER S.A.,Privado,84,90,Sistema de Atención extra hospitalaria
26,50900212396556,SERVICIO PRIVADO DE HEMOTERAPIA (HEMOSS),Privado,21,90,Con atención médica diaria y con especialidades y/o otras profesiones
27,50221402126128,CENTRO DE SALUD BARRIO CIUDAD DE LOS MILAGROS BARRANQUERAS,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
28,50221402126478,CENTRO DE SALUD VILLA GHIO DR. ALVAREZ LOTERO,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
29,50221402126172,CENTRO DE SALUD CACIQUE PELAYO,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
30,50221402126140,CENTRO DE SALUD BARRIO ESPAÑA,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
31,50221402126141,CENTRO DE SALUD DOCTORA GRIERSON,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
32,50220362126139,CENTRO DE SALUD BARRIO EL CEIBO,Provincial,36,22,Con atención médica diaria y con especialidades y/o otras profesiones
33,52580352367218,CENTRO AXIS MEDICINA Y REHABILITACION,Privado,35,58,Centro Rehabilitación motora
34,50660282373502,SERVICIO MEDICO SALTA SRL,Privado,28,66,Sistema de Atención extra hospitalaria
35,50660282373505,SINDICATO DE EMPLEADOS DE COMERCIO,Privado,28,66,Con atención médica diaria y con especialidades y/o otras profesiones
36,52660282373535,SOCIEDAD DE LA ESTRELLA,Privado,28,66,Otros
37,50220362126134,CENTRO DE SALUD BARRIO  PINEDO VIEJO,Provincial,36,22,Con atención médica diaria y con especialidades y/o otras profesiones
38,50220362126133,CENTRO DE SALUD BARRIO  ATALAYA,Provincial,36,22,Con atención médica diaria y con especialidades y/o otras profesiones
39,10660352173046,HOSPITAL DR. NICOLAS LOZANO,Provincial,35,66,Bajo riesgo con internación simple
40,50221262126367,CENTRO DE SALUD MARGARITA BELEN,Provincial,126,22,Con guardia permanente
41,50220142126273,CENTRO DE SALUD ISLA DEL CERRITO,Provincial,14,22,Con atención médica diaria y con especialidades y/o otras profesiones
42,50220392126275,CENTRO DE SALUD ITIN,Provincial,39,22,Sin atención médica en forma periódica (menor a 3 veces por semana)
43,53821192385955,EMERGENCIAS SAT - SERVICIO DE ATENCION MEDICA Y TRASLADOS,Privado,119,82,Unidades de Atención Móviles
44,50820842885049,CENTRO INTEGRAL CITEM - CENTRO INTEGRAL DE TECNOLOGIAS ESPECIALES,Mutual,84,82,Con atención médica general por lo menos 3 días de la semana
45,50221052126320,CENTRO DE SALUD LAS PIEDRITAS,Provincial,105,22,Con atención médica diaria y con especialidades y/o otras profesiones
46,50221402126477,CENTRO DE SALUD VILLA GENERAL BELGRANO,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
47,50221402126494,CENTRO DERMATOLOGICO DR. MANUEL M. GIMENEZ,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
48,50220282126321,CENTRO DE SALUD LAS TOLDERIAS,Provincial,28,22,Sin atención médica en forma periódica (menor a 3 veces por semana)
49,50220362126234,CENTRO DE SALUD EL PALMAR CENTRAL,Provincial,36,22,Sin atención médica en forma periódica (menor a 3 veces por semana)
50,10500772157032,HOSPITAL REGIONAL MALARGUE.-,Provincial,77,50,Alto riesgo con terapia intensiva
51,10740422180025,HOSPITAL UNION,Provincial,42,74,Bajo riesgo con internación simple
52,10580352367005,CLINICA SAN AGUSTIN,Privado,35,58,Alto riesgo con terapia intensiva
53,10580352367004,CLINICA PASTEUR SA,Privado,35,58,Alto riesgo con terapia intensiva
54,12580352367039,CLINICA SAN LUCAS,Privado,35,58,Alto riesgo con terapia intensiva
55,50580352367159,CONSULTORIOS MEDICOS CEGIN - CEFER,Privado,35,58,Con atención médica diaria y con especialidades y/o otras profesiones
56,51580352367190,MEDRO  MEDICINA LABORAL,Privado,35,58,Con atención médica diaria y con especialidades y/o otras profesiones
57,50580352367157,CENTRO DE MEDICINA FAMILIAR A.M.E.N.,Privado,35,58,Con atención médica diaria y con especialidades y/o otras profesiones
58,53660562373544,MARIA AUXILIADORA SERVICIO DE TRASLADOS PROGRAMADOS BAJO RIESGO,Privado,56,66,Unidades de Atención Móviles
59,50220632126157,CENTRO DE SALUD BARRIO SAN ANTONIO,Provincial,63,22,Con atención médica diaria y con especialidades y/o otras profesiones
60,50220632126129,CENTRO DE SALUD BARRIO SARMIENTO,Provincial,63,22,Con atención médica diaria y con especialidades y/o otras profesiones
61,10661192173060,HOSPITAL PRESBITERO OLMOS,Provincial,119,66,Bajo riesgo con internación simple
62,50460982155055,CAPS ALTO JAGUE,Provincial,98,46,Sin atención médica en forma periódica (menor a 3 veces por semana)
63,50140912231512,DISPENSARIO IGNACIO MINOLDO,Municipal,91,14,Con atención médica diaria y con especialidades y/o otras profesiones
64,50141402231550,DISPENSARIO MUNICIPALIDAD DE ALTOS DE CHIPION,Municipal,140,14,Con atención médica diaria y con especialidades y/o otras profesiones
65,10460142355040,SANATORIO RIOJA S.A.,Privado,14,46,Mediano riesgo con internación con cuidados especiales
66,50260772129085,CENTRO DE SALUD AREA 12,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
67,50260772129086,CENTRO DE SALUD AREA 16 - MALVINAS ARGENTINAS,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
68,50260072129087,CENTRO DE SALUD ARISTARAIN,Provincial,7,26,Con atención médica diaria y con especialidades y/o otras profesiones
69,50260772129111,CENTRO DE SALUD JORGE MORADO,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
70,50260352129089,CENTRO DE SALUD BELLA VISTA,Provincial,35,26,Con atención médica diaria y con especialidades y/o otras profesiones
71,15060582305233,RESIDENCIA GERIATRICA MODELO,Privado,658,6,Bajo riesgo con internación simple
72,50067602303510,CENTRO DERMATOLOGICO SCHJTMAN,Privado,760,6,Con atención médica diaria y con especialidades y/o otras profesiones
73,53067492303512,MAS VIDA EMERGENCIAS,Privado,749,6,Sistema de Atención extra hospitalaria
74,51421192353442,LABORATORIO ANALISIS CLINICOS MARIA VICENTE,Privado,119,42,Laboratorio de Análisis Clínicos
75,50020012315911,CENTRO MEDICO GEMA,Privado,2,2,Con atención médica diaria y con especialidades y/o otras profesiones
76,50420212353466,CENTRO DE DIAGNOSTICO MEDICO DIAGNOSIS,Privado,21,42,Diagnostico por Imágenes
77,50221402126253,CENTRO DE SALUD ENRIQUE FINOCHIETTO,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
78,50221402126278,CENTRO DE SALUD JUAN DE GARAY EL TALA,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
79,50221402126163,CENTRO DE SALUD BARRIO TOBA,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
80,50221402126470,CENTRO DE SALUD VILLA BARBERAN,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
81,10660632173056,HOSPITAL GUACHIPAS,Provincial,63,66,Bajo riesgo con internación simple
82,50740142180165,CAPS VILLA DE LA QUEBRADA,Provincial,14,74,Con atención médica general por lo menos 3 días de la semana
83,50820842385056,CENTRO MEDICO GRANDOLI - CEMEG -,Privado,84,82,Con atención médica general por lo menos 3 días de la semana
84,10660702173047,HOSPITAL DR. RAMON CARRILLO,Provincial,70,66,Bajo riesgo con internación simple
85,50221402126123,CENTRO DE REFERENCIA DR. PEDRO BIOLCHI,Provincial,140,22,Con guardia permanente
86,53821192385958,EMERGENCIAS URGENCIAS DEL LITORAL S.A,Privado,119,82,Unidades de Atención Móviles
87,53821192385937,EMERGENCIAS AMBULANCIA ACUARIO SERVICIO DE TRASLADOS URBANOS,Privado,119,82,Unidades de Atención Móviles
88,50220392126185,CENTRO DE SALUD COLONIA JACARANDA,Provincial,39,22,Sin atención médica en forma periódica (menor a 3 veces por semana)
89,10260352129015,HOSPITAL RURAL CORCOVADO,Provincial,35,26,Bajo riesgo con internación simple
90,50260352129227,PUESTO SANITARIO LAGO ROSARIO,Provincial,35,26,Con guardia permanente
91,50260352129233,PUESTO SANITARIO LOS CIPRESES,Provincial,35,26,Con atención médica diaria y con especialidades y/o otras profesiones
92,50900842396555,SERVICIO INTEGRAL MED. Y LAB. SIMLE.R,Privado,84,90,Con atención médica diaria y con especialidades y/o otras profesiones
93,50740352380042,ADVANCE SERVICIOS INTEGRADOS SRL CLINICA DE LA VISION,Privado,35,74,Con atención médica diaria y con especialidades y/o otras profesiones
94,10580982167009,HTAL PICUN LEUFU - DRA NANCY FERRARI DIBY,Provincial,98,58,Bajo riesgo con internación simple
95,10581132167023,HTAL MARIANO MORENO - DR CARLOS BURDES,Provincial,113,58,Bajo riesgo con internación simple
96,10581122167032,HTAL ZAPALA - DR JUAN J POSE,Provincial,112,58,Mediano riesgo con internación con cuidados especiales
97,10581052167020,HTAL LAS LAJAS - DR JOSE VENIER,Provincial,105,58,Bajo riesgo con internación simple
98,12580912367040,CLINICA Y MATERNIDAD RINCON,Privado,91,58,Mediano riesgo con internación con cuidados especiales
99,52580562367225,CENTRO DE DIALISIS FRESENIUS,Privado,56,58,Centro de Diálisis
100,50260212229094,CENTRO DE SALUD DON BOSCO,Municipal,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
101,50260212229097,CENTRO DE SALUD DR RENE FAVALORO,Municipal,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
102,50260212129096,CENTRO DE SALUD DR.  ROBERTO MIAS,Provincial,21,26,Con atención médica diaria y con especialidades y/o otras profesiones
103,50260772129098,CENTRO DE SALUD ETCHEPARE TRELEW,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
104,50260072129100,CENTRO DE SALUD GOBERNADOR FONTANA,Provincial,7,26,Con atención médica diaria y con especialidades y/o otras profesiones
105,50260772129102,CENTRO DE SALUD PABLO FERMIN,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
106,50260072129103,CENTRO DE SALUD GUEMES,Provincial,7,26,Con atención médica diaria y con especialidades y/o otras profesiones
107,50260772129104,CENTRO DE SALUD GUENDA WILLIAMS,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
108,50260772129106,CENTRO DE SALUD INGENIERO FRANZETTI,Provincial,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
109,50860772192549,PUESTO SANITARIO COLONIA LAMADRID,Provincial,77,86,Sin atención médica en forma periódica (menor a 3 veces por semana)
110,53066652303266,CEM CENTRO DE EMERGENCIAS MEDICAS BASE RAMALLO,Privado,665,6,Sistema de Atención extra hospitalaria
111,50063712303396,SEMEDIC SRL CONSULTORIOS MEDICOS,Privado,371,6,Con atención médica diaria y con especialidades y/o otras profesiones
112,50068612303603,CENTRO DE ATENCION EN SALUD MENTAL,Privado,861,6,Con atención médica diaria y con especialidades y/o otras profesiones
113,10067492200216,HOSPITAL DR. RAMON CARRILLO,Municipal,749,6,Bajo riesgo con internación simple
114,10661192173022,HOSPITAL DR. A. FERNANDEZ,Provincial,119,66,Bajo riesgo con internación simple
115,50380772150257,PUESTO TIMON CRUZ (21),Provincial,77,38,Sin atención médica en forma periódica (menor a 3 veces por semana)
116,50381122150074,PUESTO BARRIOS (21),Provincial,112,38,Sin atención médica en forma periódica (menor a 3 veces por semana)
117,50220982126126,CENTRO DE SALUD ABEL OTAÑO,Provincial,98,22,Con atención médica diaria y con especialidades y/o otras profesiones
118,50220282126148,CENTRO DE SALUD BARRIO LIBERTAD,Provincial,28,22,Con atención médica diaria y con especialidades y/o otras profesiones
119,50381122150175,PUESTO LLULLUCHAYOC (21),Provincial,112,38,Sin atención médica en forma periódica (menor a 3 veces por semana)
120,10740492180012,HOSPITAL DE SANTA ROSA,Provincial,49,74,Bajo riesgo con internación simple
121,10740072180021,HOSPITAL SAN FRANCISCO,Provincial,7,74,Bajo riesgo con internación simple
122,50540282365669,EUROSALUD,Privado,28,54,Con atención médica diaria y con especialidades y/o otras profesiones
123,50740422180049,CAPS BAGUAL,Provincial,42,74,Sin atención médica en forma periódica (menor a 3 veces por semana)
124,50740422180120,CAPS LOS OVEROS,Provincial,42,74,Sin atención médica en forma periódica (menor a 3 veces por semana)
125,50740422180124,CAPS MARTIN DE LOYOLA,Provincial,42,74,Sin atención médica en forma periódica (menor a 3 veces por semana)
126,50740352180147,CAPS RENE FAVALORO (EX PIMPOLLO),Provincial,35,74,Con atención médica general por lo menos 3 días de la semana
127,50740352180232,HOSPITAL DR. BRAULIO MOYANO,Provincial,35,74,Con guardia permanente
128,50180422139397,SAPS BELLA ROSA,Provincial,42,18,Con atención médica general por lo menos 3 días de la semana
129,50220282126124,CENTRO DE SALUD PAMPA CABRERA,Provincial,28,22,Sin atención médica en forma periódica (menor a 3 veces por semana)
130,50221402126208,CENTRO DE SALUD DR. LAUREANO R. MARADONA (LOTE 202),Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
131,50221402126142,CENTRO DE SALUD BARRIO GUIRALDES,Provincial,140,22,Con atención médica diaria y con especialidades y/o otras profesiones
132,50180212139119,CAPS Nº 9 17 DE AGOSTO,Provincial,21,18,Con atención médica diaria y con especialidades y/o otras profesiones
133,50660492173321,PUESTO SANITARIO BETANIA,Provincial,49,66,Con atención médica general por lo menos 3 días de la semana
134,50340142147091,CENTRO DE SALUD  ANTENOR GAUNA,Provincial,14,34,Con atención médica diaria y con especialidades y/o otras profesiones
135,50340142147093,CENTRO DE SALUD  BERNARDINO RIVADAVIA,Provincial,14,34,Con atención médica diaria y con especialidades y/o otras profesiones
136,50300492142199,CAPS   CARLOS MARIO CASAGRANDE,Provincial,49,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
137,50300492142419,CAPS   RUPERTO GONZALEZ,Provincial,49,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
138,15060582305235,RESIDENCIA GERIATRICA MAMINA,Privado,658,6,Bajo riesgo con internación simple
139,15062602305237,HOGAR GERIATRICO SANTA CECILIA,Privado,260,6,Bajo riesgo con internación simple
140,50260352129090,CENTRO DE SALUD BUENOS AIRES,Provincial,35,26,Con atención médica diaria y con especialidades y/o otras profesiones
141,50580562367144,CENTRO MEDICO ROCA - GRUPO ROCA,Privado,56,58,Con atención médica diaria y con especialidades y/o otras profesiones
142,13580352367042,CIPEC - CLINICA DE INTERNACIONES PSICOPATOLOGICAS Y DE ENFERMERDADES CRONICAS,Privado,35,58,Mediano riesgo con internación con cuidados especiales
143,50064412201306,CENTRO DE SALUD N° 28 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
144,50064412201301,CENTRO DE SALUD N° 26 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
145,50064412201299,CENTRO DE SALUD N° 24 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
146,50064412201296,CENTRO DE SALUD N° 23 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
147,10661262173026,HOSPITAL DR. ELIAS ANNA,Provincial,126,66,Bajo riesgo con internación simple
148,10661332173038,HOSPITAL DE LA UNION,Provincial,133,66,Bajo riesgo con internación simple
149,50064412201291,CENTRO DE SALUD N° 21 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
150,50064412201289,CENTRO DE SALUD N° 20 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
151,50064412201285,CENTRO DE SALUD N° 18 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
152,50064412201284,CENTRO DE SALUD N° 17 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
153,50064412201283,CENTRO DE SALUD N° 16 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
154,50064412201282,CENTRO DE SALUD N° 15 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
155,50064412201280,CENTRO DE SALUD N° 13 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
156,50064412201279,CENTRO DE SALUD N° 12 DE LA PLATA,Municipal,441,6,Con atención médica diaria y con especialidades y/o otras profesiones
157,52260772329307,AXON,Privado,77,26,Otros
158,52260772329309,CARDIAL TRELEW,Privado,77,26,Centro de Diálisis
159,50260772329069,CEHTA CARDIOVASCULAR,Privado,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
160,50260772329073,CENTRO CARDIOLOGICO TRELEW,Privado,77,26,Con atención médica diaria y con especialidades y/o otras profesiones
161,15060582305239,HOGAR GERIATRICO SAN SEBASTIAN,Privado,58,6,Bajo riesgo con internación simple
162,13060352305241,CLINICA COMUNIDAD,Privado,35,6,Bajo riesgo con internación simple
163,50861052192252,PUESTO SANITARIO CRUCECITAS (HOSP LORETO),Provincial,105,86,Sin atención médica en forma periódica (menor a 3 veces por semana)
164,50260352129195,PUESTO SANITARIO ALBORADA - TREVELIN,Provincial,35,26,Con atención médica general por lo menos 3 días de la semana
165,10260352129037,HOSPITAL RURAL TREVELIN,Provincial,35,26,Bajo riesgo con internación simple
166,10260422129029,HOSPITAL RURAL DOLAVON -  MARY JONES DE WILLIAMS,Provincial,42,26,Bajo riesgo con internación simple
167,10260422129022,HOSPITAL RURAL GAIMAN,Provincial,42,26,Bajo riesgo con internación simple
168,50700072177127,CAPS EL RINCON,Provincial,7,70,Con atención médica general por lo menos 3 días de la semana
169,50380212150148,CAPS HIGUERILLAS (3),Provincial,21,38,Con atención médica diaria y con especialidades y/o otras profesiones
170,50060582303548,CER INSTITUTO MEDICO,Privado,658,6,Con atención médica diaria y con especialidades y/o otras profesiones
171,50701262177114,CAPS DOMINGO RAMON CEJAS,Provincial,126,70,Con atención médica general por lo menos 3 días de la semana
172,50068612303550,POLICLINICA GRUPO MEDICO DE REHABILITACION,Privado,861,6,Con atención médica diaria y con especialidades y/o otras profesiones
173,50020012315913,CETRO - CENTRO DE TRAUMATOLOGIA Y REHABILITACION,Privado,13,2,Con atención médica diaria y con especialidades y/o otras profesiones
174,50060912303552,CENTRO MEDICO INTERNO DE INVISTA ARGENTINA SRL,Privado,91,6,Con atención médica diaria y con especialidades y/o otras profesiones
175,53420212353492,CENTRO ESPECIALIDADES EN TRASTORNOS DE LA CONDUCTA ALIMENTARIA EL COLIBRI,Privado,21,42,Otros
176,52060582303593,CENTRO DE DIA TA.P.QUI.,Privado,658,6,Centro de día
177,50700632177115,CAPS DR. CARLOS BOUTHERY,Provincial,63,70,Con atención médica diaria y con especialidades y/o otras profesiones
178,50063712303595,CENTRO INTERDISCIPLINARIO DE SALUD MENTAL,Privado,371,6,Con atención médica diaria y con especialidades y/o otras profesiones
179,50700142177124,CAPS EL BOSQUE,Provincial,14,70,Con atención médica general por lo menos 3 días de la semana
180,50420212353496,CENTRO INFANTIL MEDICO DENTAL C.I.M.E.D.,Privado,21,42,Con atención médica diaria y con especialidades y/o otras profesiones
181,50061262303599,INSTITUTO DE LA MUJER CENTRO MEDICO SH,Privado,126,6,Con atención médica diaria y con especialidades y/o otras profesiones
182,52060352303601,COMPLEJO MEDICINA FISICA REHABILITACION SRL,Privado,35,6,Centro Rehabilitación motora
183,50700562177185,POSTA SAN ROQUE DE JACHAL,Provincial,56,70,Sin atención médica en forma periódica (menor a 3 veces por semana)
184,50701262177194,CAPS TUPELI,Provincial,126,70,Con atención médica general por lo menos 3 días de la semana
185,50420212353498,CENTRO INTEGRAL DE ATENCION LENFANT,Privado,21,42,Con atención médica diaria y con especialidades y/o otras profesiones
186,50701052177105,CAPS COCHAGUAL CENTRO,Provincial,105,70,Con atención médica general por lo menos 3 días de la semana
187,50701052177106,CAPS COCHAGUAL NORTE,Provincial,105,70,Con atención médica general por lo menos 3 días de la semana
188,50701052177133,CAPS GUANACACHE,Provincial,105,70,Con atención médica general por lo menos 3 días de la semana
189,50701052177142,CAPS LA CILVICA,Provincial,105,70,Con atención médica general por lo menos 3 días de la semana
190,50700352177156,CAPS MARAYES,Provincial,35,70,Con guardia permanente
191,50700772177161,CAPS MAURIN NAVARRO,Provincial,77,70,Con atención médica general por lo menos 3 días de la semana
192,50860352192611,PUESTO SANITARIO (BANDA RURAL SUR) SEÑORA PUJIO,Provincial,35,86,Sin atención médica en forma periódica (menor a 3 veces por semana)
193,50420212353502,CENTRO INTEGRAL DE ODONTOLOGIA,Privado,21,42,Con atención médica diaria y con especialidades y/o otras profesiones
194,50420212353504,CENTRO INTEGRAL DE ODONTOLOGIA (OLIVER),Privado,21,42,Con atención médica diaria y con especialidades y/o otras profesiones
195,53062522303609,SISTEMA PRIVADO DE EMERGENCIAS MOVILES,Privado,252,6,Sistema de Atención extra hospitalaria
196,50141402231525,DISPENSARIO MUNICIPAL DE COLONIA VIGNAUD,Municipal,140,14,Con atención médica general por lo menos 3 días de la semana
197,50140422231522,DISPENSARIO MUNICIPAL CHAZON,Municipal,42,14,Con atención médica diaria y con especialidades y/o otras profesiones
198,50140912231514,DISPENSARIO JUAN CARLOS GERONICO,Municipal,91,14,Con atención médica general por lo menos 3 días de la semana
199,50140422231524,DISPENSARIO MUNICIPAL DE AUSONIA DR. HILCIO WEIHMULLER,Municipal,42,14,Con atención médica general por lo menos 3 días de la semana
200,50141472231555,DISPENSARIO Nº 9 BARRIO LINIERS,Municipal,147,14,Con atención médica diaria y con especialidades y/o otras profesiones
201,50141472231552,DISPENSARIO Nº 11 BARRIO CAMARA,Municipal,147,14,Con atención médica diaria y con especialidades y/o otras profesiones
202,10661542173034,HOSPITAL SAN CARLOS,Provincial,154,66,Bajo riesgo con internación simple
203,50060582303655,SALUD LABORAL QUILMES SRL,Privado,658,6,Con atención médica diaria y con especialidades y/o otras profesiones
204,51062702303859,DIAGNOSTICO MEDICO EZEIZA (DIME),Privado,270,6,Diagnostico por Imágenes
205,50062742303861,CENTRO MEDICO SAN ORIONE,Privado,274,6,Con atención médica diaria y con especialidades y/o otras profesiones
206,50060582303863,INSTITUTO DE INVESTIGACIONES CLINICAS QUILMES,Privado,658,6,Con atención médica diaria y con especialidades y/o otras profesiones
207,50060582303867,CONSULTORIOS EXTERNOS (PELLEGRINI 431),Privado,658,6,Con atención médica diaria y con especialidades y/o otras profesiones
208,10660282373033,HOSPITAL PRIVADO SANTA CLARA DE ASIS,Privado,28,66,Alto riesgo con terapia intensiva
209,50700912177092,CAPS BARRIO INDEPENDENCIA,Provincial,91,70,Con atención médica diaria y con especialidades y/o otras profesiones
210,50700772177099,CAPS CENTRO DE ADIESTRAMIENTO DR. RENE FAVALORO,Provincial,77,70,Con guardia permanente
211,50700142177096,CAPS CAMPO DE BATALLA,Provincial,14,70,Con atención médica general por lo menos 3 días de la semana
212,50020012315560,CEDITRIN - CENTRO DE DIAGNOSTICO Y TRATAMIENTO INTEGRAL,Privado,3,2,Centro tratamientos oncológicos
213,52020012315753,CENTRO INTEGRAL DE REHABILIATCION DEL AFASICO (CIRA),Privado,5,2,Centro de salud mental
214,50300492142201,CAPS   CARLOS ROCCA,Provincial,49,30,Con atención médica general por lo menos 3 días de la semana
215,50300772142172,CAPS  ARTURO ILLIA,Provincial,77,30,Con atención médica general por lo menos 3 días de la semana
216,50300772142268,C.A.P.S.  GOBERNADOR LAURENCENA,Provincial,77,30,Con atención médica diaria y con especialidades y/o otras profesiones
217,50300772142285,CAPS  FARM. JUAN H. GHIANO,Provincial,77,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
218,50300772142375,CAPS  SERAFIN GUILLANI,Provincial,77,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
219,50300772142300,CAPS  LUISA WEBER,Provincial,77,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
220,50300772142248,CAPS   DR. PEDRO CAMET,Provincial,77,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
221,50300772142301,CAPS   MADRE TERESA,Provincial,77,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
222,50301052142159,CAPS   ALEJANDRO FLEMING,Provincial,105,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
223,50301052142166,CAPS HELENA DE ZABINSKY,Provincial,105,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
224,50301052242217,CAPS   DON CARLOS VIVANCO,Provincial,105,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
225,50301052142498,CAPS   SIDNEY REES,Provincial,105,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
226,50301132142227,CAPS   DR. CARLOS M. TOFALO,Provincial,113,30,Sin atención médica en forma periódica (menor a 3 veces por semana)
