,cobertura,edad,mujer,total,provincia_id,año
6551,Con cobertura,65,35,115,42,2010
6552,Con cobertura,66,16,65,42,2010
6553,Con cobertura,67,26,47,42,2010
6554,Con cobertura,68,50,72,42,2010
6555,Con cobertura,69,36,59,42,2010
6556,Con cobertura,70,19,37,42,2010
6557,Con cobertura,71,10,28,42,2010
6558,Con cobertura,72,22,51,42,2010
6559,Con cobertura,73,16,23,42,2010
6560,Con cobertura,74,34,51,42,2010
6561,Con cobertura,75,10,29,42,2010
6562,Con cobertura,76,26,65,42,2010
6563,Con cobertura,77,6,15,42,2010
6564,Con cobertura,78,7,8,42,2010
6565,Con cobertura,79,3,10,42,2010
6566,Con cobertura,80,3,6,42,2010
6567,Con cobertura,81,12,19,42,2010
6568,Con cobertura,82,2,3,42,2010
6569,Con cobertura,83,0,3,42,2010
6570,Con cobertura,84,1,9,42,2010
6571,Con cobertura,85,2,3,42,2010
6572,Con cobertura,86,1,2,42,2010
6573,Con cobertura,88,2,3,42,2010
6574,Con cobertura,90,1,1,42,2010
6575,Con cobertura,92,1,1,42,2010
6578,Con cobertura,0,166,343,42,2010
6579,Con cobertura,1,194,345,42,2010
6580,Con cobertura,2,179,375,42,2010
6581,Con cobertura,3,92,239,42,2010
6582,Con cobertura,4,170,321,42,2010
6583,Con cobertura,5,160,319,42,2010
6584,Con cobertura,6,127,249,42,2010
6585,Con cobertura,7,147,285,42,2010
6586,Con cobertura,8,101,216,42,2010
6587,Con cobertura,9,135,237,42,2010
6588,Con cobertura,10,138,274,42,2010
6589,Con cobertura,11,95,187,42,2010
6590,Con cobertura,12,99,243,42,2010
6591,Con cobertura,13,129,259,42,2010
6592,Con cobertura,14,100,220,42,2010
6593,Con cobertura,15,113,249,42,2010
6594,Con cobertura,16,158,308,42,2010
6595,Con cobertura,17,150,306,42,2010
6596,Con cobertura,18,156,262,42,2010
6597,Con cobertura,19,93,177,42,2010
6598,Con cobertura,20,134,251,42,2010
6599,Con cobertura,21,139,261,42,2010
6600,Con cobertura,22,109,287,42,2010
6601,Con cobertura,23,94,201,42,2010
6602,Con cobertura,24,96,241,42,2010
6603,Con cobertura,25,150,247,42,2010
6604,Con cobertura,26,55,166,42,2010
6605,Con cobertura,27,105,167,42,2010
6606,Con cobertura,28,47,157,42,2010
6607,Con cobertura,29,33,120,42,2010
6608,Con cobertura,30,178,240,42,2010
6609,Con cobertura,31,133,245,42,2010
6610,Con cobertura,32,67,168,42,2010
6611,Con cobertura,33,98,175,42,2010
6612,Con cobertura,34,82,163,42,2010
6613,Con cobertura,35,117,207,42,2010
6614,Con cobertura,36,111,198,42,2010
6615,Con cobertura,37,87,159,42,2010
6616,Con cobertura,38,106,187,42,2010
6617,Con cobertura,39,99,161,42,2010
6618,Con cobertura,40,49,158,42,2010
6619,Con cobertura,41,75,174,42,2010
6620,Con cobertura,42,38,125,42,2010
6621,Con cobertura,43,63,123,42,2010
6622,Con cobertura,44,66,117,42,2010
6623,Con cobertura,45,67,123,42,2010
6624,Con cobertura,46,84,116,42,2010
6625,Con cobertura,47,32,108,42,2010
6626,Con cobertura,48,48,109,42,2010
6627,Con cobertura,49,61,112,42,2010
6628,Con cobertura,50,70,151,42,2010
6629,Con cobertura,51,50,129,42,2010
6630,Con cobertura,52,68,103,42,2010
6631,Con cobertura,53,93,158,42,2010
6632,Con cobertura,54,56,82,42,2010
6633,Con cobertura,55,106,192,42,2010
6634,Con cobertura,56,28,89,42,2010
6635,Con cobertura,57,73,109,42,2010
6636,Con cobertura,58,53,90,42,2010
6637,Con cobertura,59,48,97,42,2010
6638,Con cobertura,60,51,114,42,2010
6639,Con cobertura,61,32,88,42,2010
6640,Con cobertura,62,55,117,42,2010
6641,Con cobertura,63,36,69,42,2010
6642,Con cobertura,64,10,80,42,2010
6643,Con cobertura,65,29,92,42,2010
6644,Con cobertura,66,30,56,42,2010
6645,Con cobertura,67,17,43,42,2010
6646,Con cobertura,68,23,38,42,2010
6647,Con cobertura,69,38,70,42,2010
6648,Con cobertura,70,7,19,42,2010
6649,Con cobertura,71,1,12,42,2010
6650,Con cobertura,72,15,33,42,2010
6651,Con cobertura,73,19,35,42,2010
6652,Con cobertura,74,4,19,42,2010
6653,Con cobertura,75,33,38,42,2010
6654,Con cobertura,76,22,25,42,2010
6655,Con cobertura,77,3,22,42,2010
6656,Con cobertura,78,9,14,42,2010
6657,Con cobertura,79,5,8,42,2010
6658,Con cobertura,80,6,6,42,2010
6659,Con cobertura,81,24,48,42,2010
6660,Con cobertura,82,3,7,42,2010
6661,Con cobertura,83,12,14,42,2010
6662,Con cobertura,84,1,3,42,2010
6663,Con cobertura,85,3,4,42,2010
6664,Con cobertura,86,2,2,42,2010
6665,Con cobertura,87,1,1,42,2010
6666,Con cobertura,88,2,3,42,2010
6667,Con cobertura,89,1,4,42,2010
6668,Con cobertura,90,1,1,42,2010
6669,Con cobertura,92,0,2,42,2010
6670,Con cobertura,97,2,2,42,2010
6671,Con cobertura,99,1,1,42,2010
6674,Sin cobertura,0,1099,2174,42,2010
6675,Sin cobertura,1,984,2058,42,2010
6676,Sin cobertura,2,1022,1987,42,2010
6677,Sin cobertura,3,974,1982,42,2010
6678,Sin cobertura,4,1101,2183,42,2010
6679,Sin cobertura,5,902,1864,42,2010
6680,Sin cobertura,6,990,2023,42,2010
6681,Sin cobertura,7,1152,2269,42,2010
6682,Sin cobertura,8,939,1847,42,2010
6683,Sin cobertura,9,989,1974,42,2010
6684,Sin cobertura,10,996,2119,42,2010
6685,Sin cobertura,11,1090,2234,42,2010
6686,Sin cobertura,12,992,2066,42,2010
6687,Sin cobertura,13,1007,2157,42,2010
6688,Sin cobertura,14,956,2103,42,2010
6689,Sin cobertura,15,1020,2109,42,2010
6690,Sin cobertura,16,1100,2094,42,2010
6691,Sin cobertura,17,930,2028,42,2010
6692,Sin cobertura,18,1141,2285,42,2010
6693,Sin cobertura,19,1168,2275,42,2010
6694,Sin cobertura,20,999,2008,42,2010
6695,Sin cobertura,21,1219,2440,42,2010
6696,Sin cobertura,22,1182,2352,42,2010
6697,Sin cobertura,23,1142,2264,42,2010
6698,Sin cobertura,24,985,2156,42,2010
6699,Sin cobertura,25,1072,2244,42,2010
6700,Sin cobertura,26,965,1966,42,2010
6701,Sin cobertura,27,954,1945,42,2010
6702,Sin cobertura,28,891,1942,42,2010
6703,Sin cobertura,29,963,1910,42,2010
6704,Sin cobertura,30,753,1798,42,2010
6705,Sin cobertura,31,771,1742,42,2010
6706,Sin cobertura,32,905,1619,42,2010
6707,Sin cobertura,33,802,1600,42,2010
6708,Sin cobertura,34,626,1365,42,2010
6709,Sin cobertura,35,647,1452,42,2010
6710,Sin cobertura,36,592,1296,42,2010
6711,Sin cobertura,37,641,1398,42,2010
6712,Sin cobertura,38,613,1180,42,2010
6713,Sin cobertura,39,616,1365,42,2010
6714,Sin cobertura,40,559,1149,42,2010
6715,Sin cobertura,41,515,1197,42,2010
6716,Sin cobertura,42,580,1120,42,2010
6717,Sin cobertura,43,518,1143,42,2010
6718,Sin cobertura,44,679,1254,42,2010
6719,Sin cobertura,45,555,1199,42,2010
6720,Sin cobertura,46,491,1142,42,2010
6721,Sin cobertura,47,493,1151,42,2010
6722,Sin cobertura,48,484,1121,42,2010
6723,Sin cobertura,49,462,1067,42,2010
6724,Sin cobertura,50,480,1011,42,2010
6725,Sin cobertura,51,370,930,42,2010
6726,Sin cobertura,52,423,1041,42,2010
6727,Sin cobertura,53,363,900,42,2010
6728,Sin cobertura,54,418,887,42,2010
6729,Sin cobertura,55,451,1084,42,2010
6730,Sin cobertura,56,421,1092,42,2010
6731,Sin cobertura,57,349,757,42,2010
6732,Sin cobertura,58,377,929,42,2010
6733,Sin cobertura,59,358,819,42,2010
6734,Sin cobertura,60,276,750,42,2010
6735,Sin cobertura,61,106,547,42,2010
6736,Sin cobertura,62,100,512,42,2010
6737,Sin cobertura,63,83,517,42,2010
6738,Sin cobertura,64,43,360,42,2010
6739,Sin cobertura,65,39,269,42,2010
6740,Sin cobertura,66,31,93,42,2010
6741,Sin cobertura,67,17,108,42,2010
6742,Sin cobertura,68,50,112,42,2010
6743,Sin cobertura,69,29,63,42,2010
6744,Sin cobertura,70,22,58,42,2010
6745,Sin cobertura,71,33,63,42,2010
6746,Sin cobertura,72,30,51,42,2010
6747,Sin cobertura,73,19,42,42,2010
6748,Sin cobertura,74,20,45,42,2010
6749,Sin cobertura,75,5,31,42,2010
6750,Sin cobertura,76,10,34,42,2010
6751,Sin cobertura,77,17,30,42,2010
6752,Sin cobertura,78,11,24,42,2010
6753,Sin cobertura,79,9,19,42,2010
6754,Sin cobertura,80,11,23,42,2010
6755,Sin cobertura,81,31,36,42,2010
6756,Sin cobertura,82,10,19,42,2010
6757,Sin cobertura,83,8,16,42,2010
6758,Sin cobertura,84,9,12,42,2010
6759,Sin cobertura,85,10,13,42,2010
6760,Sin cobertura,86,7,27,42,2010
6761,Sin cobertura,87,2,5,42,2010
6762,Sin cobertura,88,14,17,42,2010
6763,Sin cobertura,89,3,9,42,2010
6764,Sin cobertura,90,4,6,42,2010
6765,Sin cobertura,91,0,1,42,2010
6766,Sin cobertura,92,3,4,42,2010
6767,Sin cobertura,93,2,2,42,2010
6768,Sin cobertura,94,2,4,42,2010
6769,Sin cobertura,95,1,2,42,2010
6770,Sin cobertura,96,1,1,42,2010
6771,Sin cobertura,98,1,1,42,2010
6772,Sin cobertura,99,1,1,42,2010
6773,Sin cobertura,100,1,1,42,2010
6774,Sin cobertura,106,0,1,42,2010
6888,Con cobertura,0,949,2025,46,2010
6889,Con cobertura,1,1117,2246,46,2010
6890,Con cobertura,2,1225,2454,46,2010
6891,Con cobertura,3,1049,2202,46,2010
6892,Con cobertura,4,1262,2491,46,2010
6893,Con cobertura,5,1327,2503,46,2010
6894,Con cobertura,6,1371,2726,46,2010
6895,Con cobertura,7,1251,2522,46,2010
6896,Con cobertura,8,1250,2526,46,2010
6897,Con cobertura,9,1305,2635,46,2010
6898,Con cobertura,10,1504,3076,46,2010
6899,Con cobertura,11,1415,2853,46,2010
6900,Con cobertura,12,1220,2686,46,2010
6901,Con cobertura,13,1733,3250,46,2010
6902,Con cobertura,14,1697,3650,46,2010
6903,Con cobertura,15,1793,3465,46,2010
6904,Con cobertura,16,1726,3451,46,2010
6905,Con cobertura,17,1752,3496,46,2010
6906,Con cobertura,18,1638,3449,46,2010
6907,Con cobertura,19,1710,3273,46,2010
6908,Con cobertura,20,1418,2749,46,2010
6909,Con cobertura,21,1047,2053,46,2010
6910,Con cobertura,22,1099,1814,46,2010
6911,Con cobertura,23,1007,1774,46,2010
6912,Con cobertura,24,794,1585,46,2010
6913,Con cobertura,25,958,1718,46,2010
6914,Con cobertura,26,773,1494,46,2010
6915,Con cobertura,27,974,1935,46,2010
6916,Con cobertura,28,1024,1895,46,2010
6917,Con cobertura,29,959,2019,46,2010
6918,Con cobertura,30,1144,2175,46,2010
6919,Con cobertura,31,1173,2314,46,2010
6920,Con cobertura,32,1054,2082,46,2010
6921,Con cobertura,33,1361,2306,46,2010
6922,Con cobertura,34,1203,2205,46,2010
6923,Con cobertura,35,1011,1983,46,2010
6924,Con cobertura,36,1092,2067,46,2010
6925,Con cobertura,37,1013,1991,46,2010
6926,Con cobertura,38,1112,1930,46,2010
6927,Con cobertura,39,1044,2067,46,2010
6928,Con cobertura,40,1046,2065,46,2010
6929,Con cobertura,41,983,2015,46,2010
6930,Con cobertura,42,991,1997,46,2010
6931,Con cobertura,43,1078,1974,46,2010
6932,Con cobertura,44,989,1939,46,2010
6933,Con cobertura,45,902,1929,46,2010
6934,Con cobertura,46,1075,2027,46,2010
6935,Con cobertura,47,1061,1832,46,2010
6936,Con cobertura,48,1012,1966,46,2010
6937,Con cobertura,49,1097,2045,46,2010
6938,Con cobertura,50,1036,2011,46,2010
6939,Con cobertura,51,1140,2061,46,2010
6940,Con cobertura,52,797,1733,46,2010
6941,Con cobertura,53,980,1797,46,2010
6942,Con cobertura,54,906,1631,46,2010
6943,Con cobertura,55,852,1630,46,2010
6944,Con cobertura,56,854,1683,46,2010
6945,Con cobertura,57,943,1690,46,2010
6946,Con cobertura,58,816,1672,46,2010
6947,Con cobertura,59,769,1479,46,2010
6948,Con cobertura,60,705,1418,46,2010
6949,Con cobertura,61,783,1418,46,2010
6950,Con cobertura,62,684,1344,46,2010
6951,Con cobertura,63,796,1341,46,2010
6952,Con cobertura,64,809,1296,46,2010
6953,Con cobertura,65,789,1367,46,2010
6954,Con cobertura,66,841,1544,46,2010
6955,Con cobertura,67,565,1159,46,2010
6956,Con cobertura,68,522,1032,46,2010
6957,Con cobertura,69,611,1193,46,2010
6958,Con cobertura,70,685,1209,46,2010
6959,Con cobertura,71,448,868,46,2010
6960,Con cobertura,72,646,1089,46,2010
6961,Con cobertura,73,557,973,46,2010
6962,Con cobertura,74,558,974,46,2010
6963,Con cobertura,75,469,860,46,2010
6964,Con cobertura,76,491,898,46,2010
6965,Con cobertura,77,426,720,46,2010
6966,Con cobertura,78,394,661,46,2010
6967,Con cobertura,79,359,647,46,2010
6968,Con cobertura,80,428,704,46,2010
6969,Con cobertura,81,355,548,46,2010
6970,Con cobertura,82,364,571,46,2010
6971,Con cobertura,83,207,387,46,2010
6972,Con cobertura,84,240,375,46,2010
6973,Con cobertura,85,264,354,46,2010
6974,Con cobertura,86,197,308,46,2010
6975,Con cobertura,87,175,280,46,2010
6976,Con cobertura,88,229,332,46,2010
6977,Con cobertura,89,112,175,46,2010
6978,Con cobertura,90,109,149,46,2010
6979,Con cobertura,91,96,117,46,2010
6980,Con cobertura,92,64,92,46,2010
6981,Con cobertura,93,46,61,46,2010
6982,Con cobertura,94,31,41,46,2010
6983,Con cobertura,95,33,37,46,2010
6984,Con cobertura,96,13,16,46,2010
6985,Con cobertura,97,18,25,46,2010
6986,Con cobertura,98,13,26,46,2010
6987,Con cobertura,99,22,25,46,2010
6988,Con cobertura,100,22,33,46,2010
6989,Con cobertura,101,8,18,46,2010
6990,Con cobertura,102,4,4,46,2010
6991,Con cobertura,103,13,14,46,2010
6992,Con cobertura,108,0,1,46,2010
6993,Con cobertura,109,1,1,46,2010
6994,Con cobertura,110,1,1,46,2010
6997,Con cobertura,0,227,469,46,2010
6998,Con cobertura,1,243,521,46,2010
6999,Con cobertura,2,272,496,46,2010
7000,Con cobertura,3,244,533,46,2010
7001,Con cobertura,4,308,628,46,2010
7002,Con cobertura,5,252,586,46,2010
7003,Con cobertura,6,195,514,46,2010
7004,Con cobertura,7,335,691,46,2010
7005,Con cobertura,8,327,664,46,2010
7006,Con cobertura,9,290,636,46,2010
7007,Con cobertura,10,267,634,46,2010
7008,Con cobertura,11,259,595,46,2010
7009,Con cobertura,12,240,565,46,2010
7010,Con cobertura,13,279,537,46,2010
7011,Con cobertura,14,277,566,46,2010
7012,Con cobertura,15,312,753,46,2010
7013,Con cobertura,16,362,720,46,2010
7014,Con cobertura,17,326,638,46,2010
7015,Con cobertura,18,357,658,46,2010
7016,Con cobertura,19,318,615,46,2010
7017,Con cobertura,20,278,584,46,2010
7018,Con cobertura,21,226,483,46,2010
7019,Con cobertura,22,211,454,46,2010
7020,Con cobertura,23,236,439,46,2010
7021,Con cobertura,24,258,548,46,2010
7022,Con cobertura,25,300,508,46,2010
7023,Con cobertura,26,199,467,46,2010
7024,Con cobertura,27,271,518,46,2010
7025,Con cobertura,28,351,640,46,2010
7026,Con cobertura,29,281,594,46,2010
7027,Con cobertura,30,377,733,46,2010
7028,Con cobertura,31,311,557,46,2010
7029,Con cobertura,32,296,625,46,2010
7030,Con cobertura,33,222,469,46,2010
7031,Con cobertura,34,199,500,46,2010
7032,Con cobertura,35,265,604,46,2010
7033,Con cobertura,36,237,530,46,2010
7034,Con cobertura,37,221,460,46,2010
7035,Con cobertura,38,215,369,46,2010
7036,Con cobertura,39,199,449,46,2010
7037,Con cobertura,40,199,372,46,2010
7038,Con cobertura,41,195,363,46,2010
7039,Con cobertura,42,196,348,46,2010
7040,Con cobertura,43,201,376,46,2010
7041,Con cobertura,44,250,469,46,2010
7042,Con cobertura,45,218,442,46,2010
7043,Con cobertura,46,173,415,46,2010
7044,Con cobertura,47,219,370,46,2010
7045,Con cobertura,48,173,356,46,2010
7046,Con cobertura,49,130,349,46,2010
7047,Con cobertura,50,178,300,46,2010
7048,Con cobertura,51,169,358,46,2010
7049,Con cobertura,52,171,286,46,2010
7050,Con cobertura,53,200,387,46,2010
7051,Con cobertura,54,177,273,46,2010
7052,Con cobertura,55,101,257,46,2010
7053,Con cobertura,56,133,277,46,2010
7054,Con cobertura,57,144,286,46,2010
7055,Con cobertura,58,98,238,46,2010
7056,Con cobertura,59,106,270,46,2010
7057,Con cobertura,60,136,229,46,2010
7058,Con cobertura,61,92,239,46,2010
7059,Con cobertura,62,73,137,46,2010
7060,Con cobertura,63,87,166,46,2010
7061,Con cobertura,64,67,127,46,2010
7062,Con cobertura,65,39,174,46,2010
7063,Con cobertura,66,60,137,46,2010
7064,Con cobertura,67,38,71,46,2010
7065,Con cobertura,68,28,80,46,2010
7066,Con cobertura,69,57,78,46,2010
7067,Con cobertura,70,47,87,46,2010
7068,Con cobertura,71,49,61,46,2010
7069,Con cobertura,72,51,59,46,2010
7070,Con cobertura,73,59,103,46,2010
7071,Con cobertura,74,51,76,46,2010
7072,Con cobertura,75,18,46,46,2010
7073,Con cobertura,76,11,30,46,2010
7074,Con cobertura,77,11,37,46,2010
7075,Con cobertura,78,29,43,46,2010
7076,Con cobertura,79,40,57,46,2010
7077,Con cobertura,80,40,49,46,2010
7078,Con cobertura,81,74,89,46,2010
7079,Con cobertura,82,20,34,46,2010
7080,Con cobertura,83,10,18,46,2010
7081,Con cobertura,84,33,38,46,2010
7082,Con cobertura,85,24,27,46,2010
7083,Con cobertura,86,3,6,46,2010
7084,Con cobertura,87,4,6,46,2010
7085,Con cobertura,88,2,4,46,2010
7086,Con cobertura,89,12,14,46,2010
7087,Con cobertura,90,2,30,46,2010
7088,Con cobertura,91,0,2,46,2010
7089,Con cobertura,92,1,1,46,2010
7090,Con cobertura,93,0,2,46,2010
7091,Con cobertura,95,0,2,46,2010
7094,Con cobertura,0,57,153,46,2010
7095,Con cobertura,1,90,115,46,2010
7096,Con cobertura,2,108,264,46,2010
7097,Con cobertura,3,37,98,46,2010
7098,Con cobertura,4,46,167,46,2010
7099,Con cobertura,5,63,126,46,2010
7100,Con cobertura,6,82,164,46,2010
7101,Con cobertura,7,71,153,46,2010
7102,Con cobertura,8,28,82,46,2010
7103,Con cobertura,9,54,116,46,2010
7104,Con cobertura,10,84,161,46,2010
7105,Con cobertura,11,73,137,46,2010
7106,Con cobertura,12,40,108,46,2010
7107,Con cobertura,13,102,213,46,2010
7108,Con cobertura,14,50,129,46,2010
7109,Con cobertura,15,70,108,46,2010
7110,Con cobertura,16,40,97,46,2010
7111,Con cobertura,17,92,129,46,2010
7112,Con cobertura,18,33,63,46,2010
7113,Con cobertura,19,34,106,46,2010
7114,Con cobertura,20,52,100,46,2010
7115,Con cobertura,21,76,117,46,2010
7116,Con cobertura,22,50,129,46,2010
7117,Con cobertura,23,125,165,46,2010
7118,Con cobertura,24,55,145,46,2010
7119,Con cobertura,25,65,102,46,2010
7120,Con cobertura,26,57,116,46,2010
7121,Con cobertura,27,86,165,46,2010
7122,Con cobertura,28,107,223,46,2010
7123,Con cobertura,29,81,148,46,2010
7124,Con cobertura,30,152,244,46,2010
7125,Con cobertura,31,108,218,46,2010
7126,Con cobertura,32,64,135,46,2010
7127,Con cobertura,33,81,187,46,2010
7128,Con cobertura,34,73,158,46,2010
7129,Con cobertura,35,76,131,46,2010
7130,Con cobertura,36,48,125,46,2010
7131,Con cobertura,37,102,152,46,2010
7132,Con cobertura,38,65,117,46,2010
7133,Con cobertura,39,40,131,46,2010
7134,Con cobertura,40,33,126,46,2010
7135,Con cobertura,41,40,70,46,2010
7136,Con cobertura,42,22,78,46,2010
7137,Con cobertura,43,47,102,46,2010
7138,Con cobertura,44,47,84,46,2010
7139,Con cobertura,45,33,64,46,2010
7140,Con cobertura,46,36,54,46,2010
7141,Con cobertura,47,46,120,46,2010
7142,Con cobertura,48,41,80,46,2010
7143,Con cobertura,49,61,88,46,2010
7144,Con cobertura,50,49,126,46,2010
7145,Con cobertura,51,30,91,46,2010
7146,Con cobertura,52,29,64,46,2010
7147,Con cobertura,53,35,70,46,2010
7148,Con cobertura,54,45,107,46,2010
7149,Con cobertura,55,44,75,46,2010
7150,Con cobertura,56,56,90,46,2010
7151,Con cobertura,57,17,72,46,2010
7152,Con cobertura,58,4,28,46,2010
7153,Con cobertura,59,4,10,46,2010
7154,Con cobertura,60,37,51,46,2010
7155,Con cobertura,61,26,35,46,2010
7156,Con cobertura,62,27,63,46,2010
7157,Con cobertura,63,17,44,46,2010
7158,Con cobertura,64,6,17,46,2010
7159,Con cobertura,65,13,39,46,2010
7160,Con cobertura,66,10,17,46,2010
7161,Con cobertura,67,12,16,46,2010
7162,Con cobertura,68,10,26,46,2010
7163,Con cobertura,69,27,29,46,2010
7164,Con cobertura,70,11,21,46,2010
7165,Con cobertura,71,2,5,46,2010
7166,Con cobertura,72,2,3,46,2010
7167,Con cobertura,73,1,11,46,2010
7168,Con cobertura,74,1,1,46,2010
7169,Con cobertura,75,0,18,46,2010
7170,Con cobertura,76,1,2,46,2010
7171,Con cobertura,78,0,2,46,2010
7172,Con cobertura,79,0,10,46,2010
7173,Con cobertura,80,2,4,46,2010
7174,Con cobertura,81,1,2,46,2010
7175,Con cobertura,82,2,2,46,2010
7176,Con cobertura,84,1,2,46,2010
7177,Con cobertura,89,1,1,46,2010
7178,Con cobertura,91,1,1,46,2010
7179,Con cobertura,92,0,1,46,2010
7182,Con cobertura,0,39,74,46,2010
7183,Con cobertura,1,50,157,46,2010
7184,Con cobertura,2,31,95,46,2010
7185,Con cobertura,3,56,122,46,2010
7186,Con cobertura,4,42,94,46,2010
7187,Con cobertura,5,50,89,46,2010
7188,Con cobertura,6,32,67,46,2010
7189,Con cobertura,7,42,100,46,2010
7190,Con cobertura,8,50,82,46,2010
7191,Con cobertura,9,31,58,46,2010
7192,Con cobertura,10,51,85,46,2010
7193,Con cobertura,11,25,64,46,2010
7194,Con cobertura,12,43,93,46,2010
7195,Con cobertura,13,84,157,46,2010
7196,Con cobertura,14,72,137,46,2010
7197,Con cobertura,15,48,117,46,2010
7198,Con cobertura,16,27,104,46,2010
7199,Con cobertura,17,77,171,46,2010
7200,Con cobertura,18,80,115,46,2010
7201,Con cobertura,19,101,171,46,2010
7202,Con cobertura,20,65,124,46,2010
7203,Con cobertura,21,48,142,46,2010
7204,Con cobertura,22,15,48,46,2010
7205,Con cobertura,23,32,49,46,2010
7206,Con cobertura,24,34,63,46,2010
7207,Con cobertura,25,23,40,46,2010
7208,Con cobertura,26,35,44,46,2010
7209,Con cobertura,27,32,62,46,2010
7210,Con cobertura,28,64,117,46,2010
7211,Con cobertura,29,38,72,46,2010
7212,Con cobertura,30,57,96,46,2010
7213,Con cobertura,31,50,82,46,2010
7214,Con cobertura,32,45,69,46,2010
7215,Con cobertura,33,42,69,46,2010
7216,Con cobertura,34,37,58,46,2010
7217,Con cobertura,35,79,93,46,2010
7218,Con cobertura,36,41,67,46,2010
7219,Con cobertura,37,53,69,46,2010
7220,Con cobertura,38,46,56,46,2010
7221,Con cobertura,39,67,122,46,2010
7222,Con cobertura,40,32,68,46,2010
7223,Con cobertura,41,32,66,46,2010
7224,Con cobertura,42,27,70,46,2010
7225,Con cobertura,43,51,74,46,2010
7226,Con cobertura,44,34,75,46,2010
7227,Con cobertura,45,41,82,46,2010
7228,Con cobertura,46,74,113,46,2010
7229,Con cobertura,47,83,119,46,2010
7230,Con cobertura,48,82,122,46,2010
7231,Con cobertura,49,76,109,46,2010
7232,Con cobertura,50,31,68,46,2010
7233,Con cobertura,51,68,86,46,2010
7234,Con cobertura,52,73,114,46,2010
7235,Con cobertura,53,31,106,46,2010
7236,Con cobertura,54,51,78,46,2010
7237,Con cobertura,55,110,140,46,2010
7238,Con cobertura,56,52,82,46,2010
7239,Con cobertura,57,58,117,46,2010
7240,Con cobertura,58,32,56,46,2010
7241,Con cobertura,59,58,110,46,2010
7242,Con cobertura,60,61,142,46,2010
7243,Con cobertura,61,26,69,46,2010
7244,Con cobertura,62,56,71,46,2010
7245,Con cobertura,63,18,53,46,2010
7246,Con cobertura,64,12,60,46,2010
7247,Con cobertura,65,19,54,46,2010
7248,Con cobertura,66,23,29,46,2010
7249,Con cobertura,67,22,33,46,2010
7250,Con cobertura,68,41,54,46,2010
7251,Con cobertura,69,7,30,46,2010
7252,Con cobertura,70,21,37,46,2010
7253,Con cobertura,71,26,41,46,2010
7254,Con cobertura,72,21,28,46,2010
7255,Con cobertura,73,4,29,46,2010
7256,Con cobertura,74,5,10,46,2010
7257,Con cobertura,75,36,48,46,2010
7258,Con cobertura,76,33,39,46,2010
7259,Con cobertura,77,13,43,46,2010
7260,Con cobertura,78,15,20,46,2010
7261,Con cobertura,79,12,30,46,2010
7262,Con cobertura,80,24,52,46,2010
7263,Con cobertura,81,11,21,46,2010
7264,Con cobertura,82,4,18,46,2010
7265,Con cobertura,83,1,11,46,2010
7266,Con cobertura,84,8,9,46,2010
7267,Con cobertura,85,7,10,46,2010
7268,Con cobertura,86,1,2,46,2010
7269,Con cobertura,87,3,3,46,2010
7270,Con cobertura,90,1,1,46,2010
7271,Con cobertura,91,4,5,46,2010
7272,Con cobertura,92,0,1,46,2010
7275,Sin cobertura,0,1496,2974,46,2010
7276,Sin cobertura,1,1412,2883,46,2010
7277,Sin cobertura,2,1262,2748,46,2010
7278,Sin cobertura,3,1372,2749,46,2010
7279,Sin cobertura,4,1326,2625,46,2010
7280,Sin cobertura,5,1387,2904,46,2010
7281,Sin cobertura,6,1437,2919,46,2010
7282,Sin cobertura,7,1402,2789,46,2010
7283,Sin cobertura,8,1322,2524,46,2010
7284,Sin cobertura,9,1492,2677,46,2010
7285,Sin cobertura,10,1545,2886,46,2010
7286,Sin cobertura,11,1311,2669,46,2010
7287,Sin cobertura,12,1235,2448,46,2010
7288,Sin cobertura,13,1304,2519,46,2010
7289,Sin cobertura,14,1299,2964,46,2010
7290,Sin cobertura,15,1413,2930,46,2010
7291,Sin cobertura,16,1383,2736,46,2010
7292,Sin cobertura,17,1241,2658,46,2010
7293,Sin cobertura,18,1557,2826,46,2010
7294,Sin cobertura,19,1293,2720,46,2010
7295,Sin cobertura,20,1326,2793,46,2010
7296,Sin cobertura,21,1426,2966,46,2010
7297,Sin cobertura,22,1744,3587,46,2010
7298,Sin cobertura,23,1659,3194,46,2010
7299,Sin cobertura,24,1540,3214,46,2010
7300,Sin cobertura,25,1618,3144,46,2010
7301,Sin cobertura,26,1434,2807,46,2010
7302,Sin cobertura,27,1293,2604,46,2010
7303,Sin cobertura,28,1315,2753,46,2010
7304,Sin cobertura,29,1298,2688,46,2010
7305,Sin cobertura,30,1351,2763,46,2010
7306,Sin cobertura,31,1317,2667,46,2010
7307,Sin cobertura,32,1155,2290,46,2010
7308,Sin cobertura,33,1124,2416,46,2010
7309,Sin cobertura,34,1097,2123,46,2010
7310,Sin cobertura,35,893,2045,46,2010
7311,Sin cobertura,36,831,1692,46,2010
7312,Sin cobertura,37,755,1606,46,2010
7313,Sin cobertura,38,715,1410,46,2010
7314,Sin cobertura,39,634,1420,46,2010
7315,Sin cobertura,40,569,1357,46,2010
7316,Sin cobertura,41,567,1266,46,2010
7317,Sin cobertura,42,510,1137,46,2010
7318,Sin cobertura,43,541,1079,46,2010
7319,Sin cobertura,44,617,1118,46,2010
7320,Sin cobertura,45,435,1045,46,2010
7321,Sin cobertura,46,410,941,46,2010
