,cobertura,edad,varon,mujer,total,provincia
2424,Programas o planes estatales de salud,81,30,12,42,Chaco
2425,Programas o planes estatales de salud,82,20,19,39,Chaco
2426,Programas o planes estatales de salud,83,26,12,38,Chaco
2427,Programas o planes estatales de salud,84,21,12,33,Chaco
2428,Programas o planes estatales de salud,85,10,7,17,Chaco
2429,Programas o planes estatales de salud,86,13,13,26,Chaco
2430,Programas o planes estatales de salud,87,11,6,17,Chaco
2431,Programas o planes estatales de salud,88,10,2,12,Chaco
2432,Programas o planes estatales de salud,89,12,3,15,Chaco
2433,Programas o planes estatales de salud,90,-,5,5,Chaco
2434,Programas o planes estatales de salud,91,6,3,9,Chaco
2435,Programas o planes estatales de salud,92,4,2,6,Chaco
2436,Programas o planes estatales de salud,93,5,1,6,Chaco
2437,Programas o planes estatales de salud,95,4,6,10,Chaco
2438,Programas o planes estatales de salud,96,1,2,3,Chaco
2439,Programas o planes estatales de salud,97,1,1,2,Chaco
2440,Programas o planes estatales de salud,98,1,2,3,Chaco
2441,Programas o planes estatales de salud,99,1,1,2,Chaco
2442,Programas o planes estatales de salud,102,1,-,1,Chaco
2443,Programas o planes estatales de salud,107,1,-,1,Chaco
2444,Programas o planes estatales de salud,110,1,-,1,Chaco
2446,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Chaco
2447,"No tiene obra social, prepaga ni plan estatal",0,4792,5220,10012,Chaco
2448,"No tiene obra social, prepaga ni plan estatal",1,4528,4853,9381,Chaco
2449,"No tiene obra social, prepaga ni plan estatal",2,5359,5590,10949,Chaco
2450,"No tiene obra social, prepaga ni plan estatal",3,5999,6098,12097,Chaco
2451,"No tiene obra social, prepaga ni plan estatal",4,5857,6121,11978,Chaco
2452,"No tiene obra social, prepaga ni plan estatal",5,5740,5669,11409,Chaco
2453,"No tiene obra social, prepaga ni plan estatal",6,6010,5782,11792,Chaco
2454,"No tiene obra social, prepaga ni plan estatal",7,6322,6475,12797,Chaco
2455,"No tiene obra social, prepaga ni plan estatal",8,5771,6068,11839,Chaco
2456,"No tiene obra social, prepaga ni plan estatal",9,5860,5966,11826,Chaco
2457,"No tiene obra social, prepaga ni plan estatal",10,5604,5738,11342,Chaco
2458,"No tiene obra social, prepaga ni plan estatal",11,5892,6060,11952,Chaco
2459,"No tiene obra social, prepaga ni plan estatal",12,5627,5685,11312,Chaco
2460,"No tiene obra social, prepaga ni plan estatal",13,5454,5562,11016,Chaco
2461,"No tiene obra social, prepaga ni plan estatal",14,5173,5244,10417,Chaco
2462,"No tiene obra social, prepaga ni plan estatal",15,5271,5144,10415,Chaco
2463,"No tiene obra social, prepaga ni plan estatal",16,5521,5627,11148,Chaco
2464,"No tiene obra social, prepaga ni plan estatal",17,5943,6079,12022,Chaco
2465,"No tiene obra social, prepaga ni plan estatal",18,6366,6452,12818,Chaco
2466,"No tiene obra social, prepaga ni plan estatal",19,6287,6574,12861,Chaco
2467,"No tiene obra social, prepaga ni plan estatal",20,6466,6702,13168,Chaco
2468,"No tiene obra social, prepaga ni plan estatal",21,6468,6369,12837,Chaco
2469,"No tiene obra social, prepaga ni plan estatal",22,7289,7319,14608,Chaco
2470,"No tiene obra social, prepaga ni plan estatal",23,7228,7161,14389,Chaco
2471,"No tiene obra social, prepaga ni plan estatal",24,7438,6822,14260,Chaco
2472,"No tiene obra social, prepaga ni plan estatal",25,7318,6917,14235,Chaco
2473,"No tiene obra social, prepaga ni plan estatal",26,7139,6729,13868,Chaco
2474,"No tiene obra social, prepaga ni plan estatal",27,7255,6737,13992,Chaco
2475,"No tiene obra social, prepaga ni plan estatal",28,6476,5972,12448,Chaco
2476,"No tiene obra social, prepaga ni plan estatal",29,6338,5969,12307,Chaco
2477,"No tiene obra social, prepaga ni plan estatal",30,6370,5933,12303,Chaco
2478,"No tiene obra social, prepaga ni plan estatal",31,5664,5363,11027,Chaco
2479,"No tiene obra social, prepaga ni plan estatal",32,5010,4889,9899,Chaco
2480,"No tiene obra social, prepaga ni plan estatal",33,4705,4488,9193,Chaco
2481,"No tiene obra social, prepaga ni plan estatal",34,4496,4305,8801,Chaco
2482,"No tiene obra social, prepaga ni plan estatal",35,4680,4392,9072,Chaco
2483,"No tiene obra social, prepaga ni plan estatal",36,4411,4149,8560,Chaco
2484,"No tiene obra social, prepaga ni plan estatal",37,4048,3931,7979,Chaco
2485,"No tiene obra social, prepaga ni plan estatal",38,4085,3750,7835,Chaco
2486,"No tiene obra social, prepaga ni plan estatal",39,4188,4106,8294,Chaco
2487,"No tiene obra social, prepaga ni plan estatal",40,4109,3997,8106,Chaco
2488,"No tiene obra social, prepaga ni plan estatal",41,3800,3662,7462,Chaco
2489,"No tiene obra social, prepaga ni plan estatal",42,4004,3953,7957,Chaco
2490,"No tiene obra social, prepaga ni plan estatal",43,3609,3626,7235,Chaco
2491,"No tiene obra social, prepaga ni plan estatal",44,3308,3342,6650,Chaco
2492,"No tiene obra social, prepaga ni plan estatal",45,3200,3288,6488,Chaco
2493,"No tiene obra social, prepaga ni plan estatal",46,2955,3161,6116,Chaco
2494,"No tiene obra social, prepaga ni plan estatal",47,2850,3098,5948,Chaco
2495,"No tiene obra social, prepaga ni plan estatal",48,2658,2804,5462,Chaco
2496,"No tiene obra social, prepaga ni plan estatal",49,2555,2621,5176,Chaco
2497,"No tiene obra social, prepaga ni plan estatal",50,2481,2650,5131,Chaco
2498,"No tiene obra social, prepaga ni plan estatal",51,2255,2406,4661,Chaco
2499,"No tiene obra social, prepaga ni plan estatal",52,2061,2445,4506,Chaco
2500,"No tiene obra social, prepaga ni plan estatal",53,2003,2142,4145,Chaco
2501,"No tiene obra social, prepaga ni plan estatal",54,2045,2258,4303,Chaco
2502,"No tiene obra social, prepaga ni plan estatal",55,2025,2115,4140,Chaco
2503,"No tiene obra social, prepaga ni plan estatal",56,1940,2108,4048,Chaco
2504,"No tiene obra social, prepaga ni plan estatal",57,1851,2100,3951,Chaco
2505,"No tiene obra social, prepaga ni plan estatal",58,1821,1919,3740,Chaco
2506,"No tiene obra social, prepaga ni plan estatal",59,1732,1670,3402,Chaco
2507,"No tiene obra social, prepaga ni plan estatal",60,1445,1609,3054,Chaco
2508,"No tiene obra social, prepaga ni plan estatal",61,1109,1643,2752,Chaco
2509,"No tiene obra social, prepaga ni plan estatal",62,919,1679,2598,Chaco
2510,"No tiene obra social, prepaga ni plan estatal",63,673,1545,2218,Chaco
2511,"No tiene obra social, prepaga ni plan estatal",64,586,1539,2125,Chaco
2512,"No tiene obra social, prepaga ni plan estatal",65,422,1254,1676,Chaco
2513,"No tiene obra social, prepaga ni plan estatal",66,270,606,876,Chaco
2514,"No tiene obra social, prepaga ni plan estatal",67,246,445,691,Chaco
2515,"No tiene obra social, prepaga ni plan estatal",68,237,352,589,Chaco
2516,"No tiene obra social, prepaga ni plan estatal",69,203,299,502,Chaco
2517,"No tiene obra social, prepaga ni plan estatal",70,182,217,399,Chaco
2518,"No tiene obra social, prepaga ni plan estatal",71,152,151,303,Chaco
2519,"No tiene obra social, prepaga ni plan estatal",72,112,131,243,Chaco
2520,"No tiene obra social, prepaga ni plan estatal",73,103,112,215,Chaco
2521,"No tiene obra social, prepaga ni plan estatal",74,97,97,194,Chaco
2522,"No tiene obra social, prepaga ni plan estatal",75,73,60,133,Chaco
2523,"No tiene obra social, prepaga ni plan estatal",76,78,72,150,Chaco
2524,"No tiene obra social, prepaga ni plan estatal",77,77,58,135,Chaco
2525,"No tiene obra social, prepaga ni plan estatal",78,79,53,132,Chaco
2526,"No tiene obra social, prepaga ni plan estatal",79,72,61,133,Chaco
2527,"No tiene obra social, prepaga ni plan estatal",80,51,60,111,Chaco
2528,"No tiene obra social, prepaga ni plan estatal",81,45,48,93,Chaco
2529,"No tiene obra social, prepaga ni plan estatal",82,48,39,87,Chaco
2530,"No tiene obra social, prepaga ni plan estatal",83,34,29,63,Chaco
2531,"No tiene obra social, prepaga ni plan estatal",84,34,21,55,Chaco
2532,"No tiene obra social, prepaga ni plan estatal",85,31,34,65,Chaco
2533,"No tiene obra social, prepaga ni plan estatal",86,30,26,56,Chaco
2534,"No tiene obra social, prepaga ni plan estatal",87,28,12,40,Chaco
2535,"No tiene obra social, prepaga ni plan estatal",88,19,10,29,Chaco
2536,"No tiene obra social, prepaga ni plan estatal",89,20,19,39,Chaco
2537,"No tiene obra social, prepaga ni plan estatal",90,26,31,57,Chaco
2538,"No tiene obra social, prepaga ni plan estatal",91,20,21,41,Chaco
2539,"No tiene obra social, prepaga ni plan estatal",92,20,27,47,Chaco
2540,"No tiene obra social, prepaga ni plan estatal",93,24,19,43,Chaco
2541,"No tiene obra social, prepaga ni plan estatal",94,17,19,36,Chaco
2542,"No tiene obra social, prepaga ni plan estatal",95,25,17,42,Chaco
2543,"No tiene obra social, prepaga ni plan estatal",96,23,18,41,Chaco
2544,"No tiene obra social, prepaga ni plan estatal",97,14,22,36,Chaco
2545,"No tiene obra social, prepaga ni plan estatal",98,14,9,23,Chaco
2546,"No tiene obra social, prepaga ni plan estatal",99,6,4,10,Chaco
2547,"No tiene obra social, prepaga ni plan estatal",100,5,4,9,Chaco
2548,"No tiene obra social, prepaga ni plan estatal",101,3,-,3,Chaco
2549,"No tiene obra social, prepaga ni plan estatal",102,9,-,9,Chaco
2550,"No tiene obra social, prepaga ni plan estatal",103,2,2,4,Chaco
2551,"No tiene obra social, prepaga ni plan estatal",104,1,4,5,Chaco
2552,"No tiene obra social, prepaga ni plan estatal",105,2,-,2,Chaco
2553,"No tiene obra social, prepaga ni plan estatal",106,1,1,2,Chaco
2669,AREA # 26,Chubut,,,,Chubut
2670,AREA # 26,,,,,Chubut
2671,Cobertura de salud,Edad,Sexo registrado al nacer,,,Chubut
2672,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,Chubut
2673,Obra social o prepaga (incluye PAMI),0,1891,1999,3890,Chubut
2674,Obra social o prepaga (incluye PAMI),1,1984,2071,4055,Chubut
2675,Obra social o prepaga (incluye PAMI),2,2291,2344,4635,Chubut
2676,Obra social o prepaga (incluye PAMI),3,2590,2573,5163,Chubut
2677,Obra social o prepaga (incluye PAMI),4,2809,2763,5572,Chubut
2678,Obra social o prepaga (incluye PAMI),5,2871,3102,5973,Chubut
2679,Obra social o prepaga (incluye PAMI),6,3077,3231,6308,Chubut
2680,Obra social o prepaga (incluye PAMI),7,3326,3345,6671,Chubut
2681,Obra social o prepaga (incluye PAMI),8,3259,3482,6741,Chubut
2682,Obra social o prepaga (incluye PAMI),9,3332,3447,6779,Chubut
2683,Obra social o prepaga (incluye PAMI),10,3295,3298,6593,Chubut
2684,Obra social o prepaga (incluye PAMI),11,3390,3457,6847,Chubut
2685,Obra social o prepaga (incluye PAMI),12,3515,3489,7004,Chubut
2686,Obra social o prepaga (incluye PAMI),13,3451,3446,6897,Chubut
2687,Obra social o prepaga (incluye PAMI),14,3380,3378,6758,Chubut
2688,Obra social o prepaga (incluye PAMI),15,3357,3415,6772,Chubut
2689,Obra social o prepaga (incluye PAMI),16,3291,3331,6622,Chubut
2690,Obra social o prepaga (incluye PAMI),17,3263,3305,6568,Chubut
2691,Obra social o prepaga (incluye PAMI),18,2663,2769,5432,Chubut
2692,Obra social o prepaga (incluye PAMI),19,2481,2502,4983,Chubut
2693,Obra social o prepaga (incluye PAMI),20,2394,2471,4865,Chubut
2694,Obra social o prepaga (incluye PAMI),21,2029,2003,4032,Chubut
2695,Obra social o prepaga (incluye PAMI),22,1950,1887,3837,Chubut
2696,Obra social o prepaga (incluye PAMI),23,1872,1848,3720,Chubut
2697,Obra social o prepaga (incluye PAMI),24,2035,1942,3977,Chubut
2698,Obra social o prepaga (incluye PAMI),25,2212,2085,4297,Chubut
2699,Obra social o prepaga (incluye PAMI),26,2224,2081,4305,Chubut
2700,Obra social o prepaga (incluye PAMI),27,2504,2264,4768,Chubut
2701,Obra social o prepaga (incluye PAMI),28,2578,2426,5004,Chubut
2702,Obra social o prepaga (incluye PAMI),29,2688,2544,5232,Chubut
2703,Obra social o prepaga (incluye PAMI),30,3081,2794,5875,Chubut
2704,Obra social o prepaga (incluye PAMI),31,3064,2871,5935,Chubut
2705,Obra social o prepaga (incluye PAMI),32,3160,2775,5935,Chubut
2706,Obra social o prepaga (incluye PAMI),33,3116,2836,5952,Chubut
2707,Obra social o prepaga (incluye PAMI),34,3174,3019,6193,Chubut
2708,Obra social o prepaga (incluye PAMI),35,3478,3194,6672,Chubut
2709,Obra social o prepaga (incluye PAMI),36,3353,3108,6461,Chubut
2710,Obra social o prepaga (incluye PAMI),37,3325,3064,6389,Chubut
2711,Obra social o prepaga (incluye PAMI),38,3301,3152,6453,Chubut
2712,Obra social o prepaga (incluye PAMI),39,3517,3288,6805,Chubut
2713,Obra social o prepaga (incluye PAMI),40,3606,3297,6903,Chubut
2714,Obra social o prepaga (incluye PAMI),41,3446,3197,6643,Chubut
2715,Obra social o prepaga (incluye PAMI),42,3647,3431,7078,Chubut
2716,Obra social o prepaga (incluye PAMI),43,3573,3222,6795,Chubut
2717,Obra social o prepaga (incluye PAMI),44,3463,3159,6622,Chubut
2718,Obra social o prepaga (incluye PAMI),45,3294,3148,6442,Chubut
2719,Obra social o prepaga (incluye PAMI),46,3220,2830,6050,Chubut
2720,Obra social o prepaga (incluye PAMI),47,2947,2706,5653,Chubut
2721,Obra social o prepaga (incluye PAMI),48,2790,2557,5347,Chubut
2722,Obra social o prepaga (incluye PAMI),49,2723,2548,5271,Chubut
2723,Obra social o prepaga (incluye PAMI),50,2604,2478,5082,Chubut
2724,Obra social o prepaga (incluye PAMI),51,2463,2218,4681,Chubut
2725,Obra social o prepaga (incluye PAMI),52,2359,2223,4582,Chubut
2726,Obra social o prepaga (incluye PAMI),53,2240,2017,4257,Chubut
2727,Obra social o prepaga (incluye PAMI),54,2198,1911,4109,Chubut
2728,Obra social o prepaga (incluye PAMI),55,2259,1868,4127,Chubut
2729,Obra social o prepaga (incluye PAMI),56,2165,1908,4073,Chubut
2730,Obra social o prepaga (incluye PAMI),57,2193,2024,4217,Chubut
2731,Obra social o prepaga (incluye PAMI),58,2117,1942,4059,Chubut
2732,Obra social o prepaga (incluye PAMI),59,2178,2020,4198,Chubut
2733,Obra social o prepaga (incluye PAMI),60,2187,1929,4116,Chubut
2734,Obra social o prepaga (incluye PAMI),61,2144,1713,3857,Chubut
2735,Obra social o prepaga (incluye PAMI),62,2241,1734,3975,Chubut
2736,Obra social o prepaga (incluye PAMI),63,2196,1650,3846,Chubut
2737,Obra social o prepaga (incluye PAMI),64,2133,1634,3767,Chubut
2738,Obra social o prepaga (incluye PAMI),65,2248,1826,4074,Chubut
2739,Obra social o prepaga (incluye PAMI),66,2063,1774,3837,Chubut
2740,Obra social o prepaga (incluye PAMI),67,1956,1716,3672,Chubut
2741,Obra social o prepaga (incluye PAMI),68,2002,1660,3662,Chubut
2742,Obra social o prepaga (incluye PAMI),69,1886,1678,3564,Chubut
2743,Obra social o prepaga (incluye PAMI),70,1832,1613,3445,Chubut
2744,Obra social o prepaga (incluye PAMI),71,1692,1378,3070,Chubut
2745,Obra social o prepaga (incluye PAMI),72,1595,1434,3029,Chubut
2746,Obra social o prepaga (incluye PAMI),73,1489,1276,2765,Chubut
2747,Obra social o prepaga (incluye PAMI),74,1342,1174,2516,Chubut
2748,Obra social o prepaga (incluye PAMI),75,1295,1081,2376,Chubut
2749,Obra social o prepaga (incluye PAMI),76,1207,978,2185,Chubut
2750,Obra social o prepaga (incluye PAMI),77,1135,828,1963,Chubut
2751,Obra social o prepaga (incluye PAMI),78,1063,771,1834,Chubut
2752,Obra social o prepaga (incluye PAMI),79,1027,677,1704,Chubut
2753,Obra social o prepaga (incluye PAMI),80,890,635,1525,Chubut
2754,Obra social o prepaga (incluye PAMI),81,821,597,1418,Chubut
2755,Obra social o prepaga (incluye PAMI),82,785,513,1298,Chubut
2756,Obra social o prepaga (incluye PAMI),83,683,395,1078,Chubut
2757,Obra social o prepaga (incluye PAMI),84,627,395,1022,Chubut
2758,Obra social o prepaga (incluye PAMI),85,569,337,906,Chubut
2759,Obra social o prepaga (incluye PAMI),86,493,279,772,Chubut
2760,Obra social o prepaga (incluye PAMI),87,429,243,672,Chubut
2761,Obra social o prepaga (incluye PAMI),88,385,192,577,Chubut
2762,Obra social o prepaga (incluye PAMI),89,337,142,479,Chubut
2763,Obra social o prepaga (incluye PAMI),90,274,113,387,Chubut
2764,Obra social o prepaga (incluye PAMI),91,212,103,315,Chubut
2765,Obra social o prepaga (incluye PAMI),92,206,79,285,Chubut
2766,Obra social o prepaga (incluye PAMI),93,145,62,207,Chubut
2767,Obra social o prepaga (incluye PAMI),94,126,40,166,Chubut
2768,Obra social o prepaga (incluye PAMI),95,93,33,126,Chubut
2769,Obra social o prepaga (incluye PAMI),96,74,33,107,Chubut
2770,Obra social o prepaga (incluye PAMI),97,64,18,82,Chubut
2771,Obra social o prepaga (incluye PAMI),98,42,15,57,Chubut
2772,Obra social o prepaga (incluye PAMI),99,37,12,49,Chubut
2773,Obra social o prepaga (incluye PAMI),100,21,6,27,Chubut
2774,Obra social o prepaga (incluye PAMI),101,11,2,13,Chubut
2775,Obra social o prepaga (incluye PAMI),102,2,1,3,Chubut
2776,Obra social o prepaga (incluye PAMI),103,3,1,4,Chubut
2777,Obra social o prepaga (incluye PAMI),105,1,1,2,Chubut
2779,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,Chubut
2780,Programas o planes estatales de salud,0,107,105,212,Chubut
2781,Programas o planes estatales de salud,1,89,97,186,Chubut
2782,Programas o planes estatales de salud,2,105,116,221,Chubut
2783,Programas o planes estatales de salud,3,103,121,224,Chubut
2784,Programas o planes estatales de salud,4,136,117,253,Chubut
2785,Programas o planes estatales de salud,5,132,136,268,Chubut
2786,Programas o planes estatales de salud,6,127,110,237,Chubut
2787,Programas o planes estatales de salud,7,134,158,292,Chubut
2788,Programas o planes estatales de salud,8,187,155,342,Chubut
2789,Programas o planes estatales de salud,9,158,155,313,Chubut
2790,Programas o planes estatales de salud,10,139,127,266,Chubut
2791,Programas o planes estatales de salud,11,145,150,295,Chubut
2792,Programas o planes estatales de salud,12,158,163,321,Chubut
2793,Programas o planes estatales de salud,13,153,158,311,Chubut
2794,Programas o planes estatales de salud,14,139,147,286,Chubut
2795,Programas o planes estatales de salud,15,143,178,321,Chubut
2796,Programas o planes estatales de salud,16,125,148,273,Chubut
2797,Programas o planes estatales de salud,17,125,156,281,Chubut
2798,Programas o planes estatales de salud,18,109,102,211,Chubut
2799,Programas o planes estatales de salud,19,110,123,233,Chubut
2800,Programas o planes estatales de salud,20,103,127,230,Chubut
2801,Programas o planes estatales de salud,21,97,91,188,Chubut
2802,Programas o planes estatales de salud,22,128,98,226,Chubut
2803,Programas o planes estatales de salud,23,97,79,176,Chubut
2804,Programas o planes estatales de salud,24,121,93,214,Chubut
2805,Programas o planes estatales de salud,25,142,124,266,Chubut
2806,Programas o planes estatales de salud,26,119,111,230,Chubut
2807,Programas o planes estatales de salud,27,133,98,231,Chubut
2808,Programas o planes estatales de salud,28,131,105,236,Chubut
2809,Programas o planes estatales de salud,29,151,119,270,Chubut
2810,Programas o planes estatales de salud,30,158,142,300,Chubut
2811,Programas o planes estatales de salud,31,187,132,319,Chubut
2812,Programas o planes estatales de salud,32,151,149,300,Chubut
2813,Programas o planes estatales de salud,33,176,99,275,Chubut
2814,Programas o planes estatales de salud,34,165,130,295,Chubut
2815,Programas o planes estatales de salud,35,164,114,278,Chubut
2816,Programas o planes estatales de salud,36,119,122,241,Chubut
2817,Programas o planes estatales de salud,37,147,134,281,Chubut
2818,Programas o planes estatales de salud,38,153,136,289,Chubut
2819,Programas o planes estatales de salud,39,150,147,297,Chubut
2820,Programas o planes estatales de salud,40,161,166,327,Chubut
2821,Programas o planes estatales de salud,41,179,141,320,Chubut
2822,Programas o planes estatales de salud,42,153,144,297,Chubut
2823,Programas o planes estatales de salud,43,154,115,269,Chubut
2824,Programas o planes estatales de salud,44,154,151,305,Chubut
2825,Programas o planes estatales de salud,45,161,124,285,Chubut
2826,Programas o planes estatales de salud,46,145,118,263,Chubut
2827,Programas o planes estatales de salud,47,148,122,270,Chubut
2828,Programas o planes estatales de salud,48,168,111,279,Chubut
2829,Programas o planes estatales de salud,49,129,125,254,Chubut
2830,Programas o planes estatales de salud,50,146,114,260,Chubut
2831,Programas o planes estatales de salud,51,136,93,229,Chubut
2832,Programas o planes estatales de salud,52,141,93,234,Chubut
2833,Programas o planes estatales de salud,53,133,93,226,Chubut
2834,Programas o planes estatales de salud,54,142,86,228,Chubut
2835,Programas o planes estatales de salud,55,121,88,209,Chubut
2836,Programas o planes estatales de salud,56,117,92,209,Chubut
2837,Programas o planes estatales de salud,57,130,83,213,Chubut
2838,Programas o planes estatales de salud,58,123,78,201,Chubut
2839,Programas o planes estatales de salud,59,121,69,190,Chubut
2840,Programas o planes estatales de salud,60,102,93,195,Chubut
2841,Programas o planes estatales de salud,61,79,74,153,Chubut
2842,Programas o planes estatales de salud,62,75,73,148,Chubut
2843,Programas o planes estatales de salud,63,67,72,139,Chubut
2844,Programas o planes estatales de salud,64,60,62,122,Chubut
2845,Programas o planes estatales de salud,65,57,49,106,Chubut
2846,Programas o planes estatales de salud,66,61,49,110,Chubut
2847,Programas o planes estatales de salud,67,61,51,112,Chubut
2848,Programas o planes estatales de salud,68,39,21,60,Chubut
2849,Programas o planes estatales de salud,69,33,26,59,Chubut
2850,Programas o planes estatales de salud,70,36,33,69,Chubut
2851,Programas o planes estatales de salud,71,38,26,64,Chubut
2852,Programas o planes estatales de salud,72,30,18,48,Chubut
2853,Programas o planes estatales de salud,73,21,22,43,Chubut
2854,Programas o planes estatales de salud,74,23,14,37,Chubut
2855,Programas o planes estatales de salud,75,20,14,34,Chubut
2856,Programas o planes estatales de salud,76,19,21,40,Chubut
2857,Programas o planes estatales de salud,77,12,21,33,Chubut
2858,Programas o planes estatales de salud,78,18,16,34,Chubut
2859,Programas o planes estatales de salud,79,17,16,33,Chubut
2860,Programas o planes estatales de salud,80,27,13,40,Chubut
2861,Programas o planes estatales de salud,81,7,10,17,Chubut
2862,Programas o planes estatales de salud,82,11,8,19,Chubut
2863,Programas o planes estatales de salud,83,9,7,16,Chubut
2864,Programas o planes estatales de salud,84,9,5,14,Chubut
2865,Programas o planes estatales de salud,85,11,6,17,Chubut
2866,Programas o planes estatales de salud,86,7,4,11,Chubut
2867,Programas o planes estatales de salud,87,4,1,5,Chubut
2868,Programas o planes estatales de salud,88,3,3,6,Chubut
2869,Programas o planes estatales de salud,89,4,3,7,Chubut
2870,Programas o planes estatales de salud,90,4,3,7,Chubut
2871,Programas o planes estatales de salud,91,2,1,3,Chubut
2872,Programas o planes estatales de salud,92,2,1,3,Chubut
2873,Programas o planes estatales de salud,93,3,3,6,Chubut
2874,Programas o planes estatales de salud,94,-,1,1,Chubut
2875,Programas o planes estatales de salud,95,-,3,3,Chubut
2876,Programas o planes estatales de salud,96,3,1,4,Chubut
2877,Programas o planes estatales de salud,97,2,-,2,Chubut
2878,Programas o planes estatales de salud,98,1,-,1,Chubut
2879,Programas o planes estatales de salud,99,2,-,2,Chubut
2881,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Chubut
2882,"No tiene obra social, prepaga ni plan estatal",0,1100,1018,2118,Chubut
2883,"No tiene obra social, prepaga ni plan estatal",1,1030,1024,2054,Chubut
2884,"No tiene obra social, prepaga ni plan estatal",2,1185,1222,2407,Chubut
2885,"No tiene obra social, prepaga ni plan estatal",3,1199,1262,2461,Chubut
2886,"No tiene obra social, prepaga ni plan estatal",4,1289,1333,2622,Chubut
2887,"No tiene obra social, prepaga ni plan estatal",5,1308,1375,2683,Chubut
2888,"No tiene obra social, prepaga ni plan estatal",6,1412,1403,2815,Chubut
2889,"No tiene obra social, prepaga ni plan estatal",7,1376,1383,2759,Chubut
2890,"No tiene obra social, prepaga ni plan estatal",8,1319,1382,2701,Chubut
2891,"No tiene obra social, prepaga ni plan estatal",9,1398,1457,2855,Chubut
2892,"No tiene obra social, prepaga ni plan estatal",10,1245,1282,2527,Chubut
2893,"No tiene obra social, prepaga ni plan estatal",11,1316,1328,2644,Chubut
2894,"No tiene obra social, prepaga ni plan estatal",12,1287,1362,2649,Chubut
2895,"No tiene obra social, prepaga ni plan estatal",13,1326,1337,2663,Chubut
2896,"No tiene obra social, prepaga ni plan estatal",14,1240,1368,2608,Chubut
2897,"No tiene obra social, prepaga ni plan estatal",15,1237,1226,2463,Chubut
2898,"No tiene obra social, prepaga ni plan estatal",16,1220,1208,2428,Chubut
2899,"No tiene obra social, prepaga ni plan estatal",17,1196,1346,2542,Chubut
2900,"No tiene obra social, prepaga ni plan estatal",18,1322,1389,2711,Chubut
2901,"No tiene obra social, prepaga ni plan estatal",19,1378,1507,2885,Chubut
2902,"No tiene obra social, prepaga ni plan estatal",20,1459,1521,2980,Chubut
2903,"No tiene obra social, prepaga ni plan estatal",21,2070,2203,4273,Chubut
2904,"No tiene obra social, prepaga ni plan estatal",22,2214,2376,4590,Chubut
2905,"No tiene obra social, prepaga ni plan estatal",23,2213,2337,4550,Chubut
2906,"No tiene obra social, prepaga ni plan estatal",24,2129,2268,4397,Chubut
2907,"No tiene obra social, prepaga ni plan estatal",25,2268,2368,4636,Chubut
2908,"No tiene obra social, prepaga ni plan estatal",26,2175,2332,4507,Chubut
2909,"No tiene obra social, prepaga ni plan estatal",27,2196,2163,4359,Chubut
2910,"No tiene obra social, prepaga ni plan estatal",28,1962,2058,4020,Chubut
2911,"No tiene obra social, prepaga ni plan estatal",29,1880,1901,3781,Chubut
2912,"No tiene obra social, prepaga ni plan estatal",30,1882,1933,3815,Chubut
2913,"No tiene obra social, prepaga ni plan estatal",31,1655,1658,3313,Chubut
2914,"No tiene obra social, prepaga ni plan estatal",32,1477,1665,3142,Chubut
2915,"No tiene obra social, prepaga ni plan estatal",33,1442,1544,2986,Chubut
2916,"No tiene obra social, prepaga ni plan estatal",34,1364,1482,2846,Chubut
2917,"No tiene obra social, prepaga ni plan estatal",35,1430,1495,2925,Chubut
2918,"No tiene obra social, prepaga ni plan estatal",36,1268,1445,2713,Chubut
2919,"No tiene obra social, prepaga ni plan estatal",37,1134,1341,2475,Chubut
2920,"No tiene obra social, prepaga ni plan estatal",38,1193,1279,2472,Chubut
2921,"No tiene obra social, prepaga ni plan estatal",39,1152,1299,2451,Chubut
2922,"No tiene obra social, prepaga ni plan estatal",40,1152,1241,2393,Chubut
2923,"No tiene obra social, prepaga ni plan estatal",41,1090,1239,2329,Chubut
2924,"No tiene obra social, prepaga ni plan estatal",42,1156,1252,2408,Chubut
2925,"No tiene obra social, prepaga ni plan estatal",43,1074,1186,2260,Chubut
2926,"No tiene obra social, prepaga ni plan estatal",44,1011,1177,2188,Chubut
2927,"No tiene obra social, prepaga ni plan estatal",45,935,1087,2022,Chubut
2928,"No tiene obra social, prepaga ni plan estatal",46,884,1019,1903,Chubut
2929,"No tiene obra social, prepaga ni plan estatal",47,860,1011,1871,Chubut
2930,"No tiene obra social, prepaga ni plan estatal",48,843,871,1714,Chubut
2931,"No tiene obra social, prepaga ni plan estatal",49,801,946,1747,Chubut
2932,"No tiene obra social, prepaga ni plan estatal",50,754,880,1634,Chubut
2933,"No tiene obra social, prepaga ni plan estatal",51,754,812,1566,Chubut
2934,"No tiene obra social, prepaga ni plan estatal",52,742,801,1543,Chubut
2935,"No tiene obra social, prepaga ni plan estatal",53,662,758,1420,Chubut
2936,"No tiene obra social, prepaga ni plan estatal",54,663,699,1362,Chubut
2937,"No tiene obra social, prepaga ni plan estatal",55,610,715,1325,Chubut
