,cobertura,edad,varon,mujer,total,provincia
4,Obra social o prepaga (incluye PAMI),0,8381,8741,17122,Caba
5,Obra social o prepaga (incluye PAMI),1,8344,8506,16850,Caba
6,Obra social o prepaga (incluye PAMI),2,9390,9536,18926,Caba
7,Obra social o prepaga (incluye PAMI),3,10078,10590,20668,Caba
8,Obra social o prepaga (incluye PAMI),4,11054,11344,22398,Caba
9,Obra social o prepaga (incluye PAMI),5,11921,12379,24300,Caba
10,Obra social o prepaga (incluye PAMI),6,12225,12803,25028,Caba
11,Obra social o prepaga (incluye PAMI),7,12867,13338,26205,Caba
12,Obra social o prepaga (incluye PAMI),8,12884,13113,25997,Caba
13,Obra social o prepaga (incluye PAMI),9,12618,13386,26004,Caba
14,Obra social o prepaga (incluye PAMI),10,12664,12984,25648,Caba
15,Obra social o prepaga (incluye PAMI),11,13237,13775,27012,Caba
16,Obra social o prepaga (incluye PAMI),12,13249,13714,26963,Caba
17,Obra social o prepaga (incluye PAMI),13,13097,13385,26482,Caba
18,Obra social o prepaga (incluye PAMI),14,12491,13206,25697,Caba
19,Obra social o prepaga (incluye PAMI),15,12870,13322,26192,Caba
20,Obra social o prepaga (incluye PAMI),16,13378,13340,26718,Caba
21,Obra social o prepaga (incluye PAMI),17,13812,14019,27831,Caba
22,Obra social o prepaga (incluye PAMI),18,15055,14840,29895,Caba
23,Obra social o prepaga (incluye PAMI),19,15105,14416,29521,Caba
24,Obra social o prepaga (incluye PAMI),20,15377,14588,29965,Caba
25,Obra social o prepaga (incluye PAMI),21,15375,14010,29385,Caba
26,Obra social o prepaga (incluye PAMI),22,15637,14337,29974,Caba
27,Obra social o prepaga (incluye PAMI),23,15572,13921,29493,Caba
28,Obra social o prepaga (incluye PAMI),24,15830,14180,30010,Caba
29,Obra social o prepaga (incluye PAMI),25,16642,14811,31453,Caba
30,Obra social o prepaga (incluye PAMI),26,16875,15109,31984,Caba
31,Obra social o prepaga (incluye PAMI),27,17883,15792,33675,Caba
32,Obra social o prepaga (incluye PAMI),28,17788,15877,33665,Caba
33,Obra social o prepaga (incluye PAMI),29,19057,16616,35673,Caba
34,Obra social o prepaga (incluye PAMI),30,20366,18036,38402,Caba
35,Obra social o prepaga (incluye PAMI),31,20676,18343,39019,Caba
36,Obra social o prepaga (incluye PAMI),32,20537,18435,38972,Caba
37,Obra social o prepaga (incluye PAMI),33,21042,18742,39784,Caba
38,Obra social o prepaga (incluye PAMI),34,20377,18490,38867,Caba
39,Obra social o prepaga (incluye PAMI),35,21336,19268,40604,Caba
40,Obra social o prepaga (incluye PAMI),36,20843,18750,39593,Caba
41,Obra social o prepaga (incluye PAMI),37,20387,18513,38900,Caba
42,Obra social o prepaga (incluye PAMI),38,20057,18217,38274,Caba
43,Obra social o prepaga (incluye PAMI),39,19819,17872,37691,Caba
44,Obra social o prepaga (incluye PAMI),40,21122,18548,39670,Caba
45,Obra social o prepaga (incluye PAMI),41,19859,17596,37455,Caba
46,Obra social o prepaga (incluye PAMI),42,20774,18302,39076,Caba
47,Obra social o prepaga (incluye PAMI),43,20352,17607,37959,Caba
48,Obra social o prepaga (incluye PAMI),44,20144,17382,37526,Caba
49,Obra social o prepaga (incluye PAMI),45,20699,17683,38382,Caba
50,Obra social o prepaga (incluye PAMI),46,20183,17120,37303,Caba
51,Obra social o prepaga (incluye PAMI),47,19677,16649,36326,Caba
52,Obra social o prepaga (incluye PAMI),48,18472,15530,34002,Caba
53,Obra social o prepaga (incluye PAMI),49,18242,15287,33529,Caba
54,Obra social o prepaga (incluye PAMI),50,18641,15714,34355,Caba
55,Obra social o prepaga (incluye PAMI),51,17173,14324,31497,Caba
56,Obra social o prepaga (incluye PAMI),52,16671,13927,30598,Caba
57,Obra social o prepaga (incluye PAMI),53,16088,13454,29542,Caba
58,Obra social o prepaga (incluye PAMI),54,16088,12835,28923,Caba
59,Obra social o prepaga (incluye PAMI),55,15683,12875,28558,Caba
60,Obra social o prepaga (incluye PAMI),56,15689,12676,28365,Caba
61,Obra social o prepaga (incluye PAMI),57,15841,12564,28405,Caba
62,Obra social o prepaga (incluye PAMI),58,15394,12154,27548,Caba
63,Obra social o prepaga (incluye PAMI),59,16003,12779,28782,Caba
64,Obra social o prepaga (incluye PAMI),60,16516,12657,29173,Caba
65,Obra social o prepaga (incluye PAMI),61,15748,11936,27684,Caba
66,Obra social o prepaga (incluye PAMI),62,16364,12211,28575,Caba
67,Obra social o prepaga (incluye PAMI),63,16251,11822,28073,Caba
68,Obra social o prepaga (incluye PAMI),64,16019,11440,27459,Caba
69,Obra social o prepaga (incluye PAMI),65,16999,12081,29080,Caba
70,Obra social o prepaga (incluye PAMI),66,16164,11422,27586,Caba
71,Obra social o prepaga (incluye PAMI),67,15997,11261,27258,Caba
72,Obra social o prepaga (incluye PAMI),68,15535,10888,26423,Caba
73,Obra social o prepaga (incluye PAMI),69,16028,11168,27196,Caba
74,Obra social o prepaga (incluye PAMI),70,16024,11008,27032,Caba
75,Obra social o prepaga (incluye PAMI),71,15304,10582,25886,Caba
76,Obra social o prepaga (incluye PAMI),72,15393,10363,25756,Caba
77,Obra social o prepaga (incluye PAMI),73,14477,9902,24379,Caba
78,Obra social o prepaga (incluye PAMI),74,14289,9448,23737,Caba
79,Obra social o prepaga (incluye PAMI),75,14293,9027,23320,Caba
80,Obra social o prepaga (incluye PAMI),76,13955,8650,22605,Caba
81,Obra social o prepaga (incluye PAMI),77,13226,8157,21383,Caba
82,Obra social o prepaga (incluye PAMI),78,12424,7389,19813,Caba
83,Obra social o prepaga (incluye PAMI),79,11303,6746,18049,Caba
84,Obra social o prepaga (incluye PAMI),80,10762,6057,16819,Caba
85,Obra social o prepaga (incluye PAMI),81,9828,5598,15426,Caba
86,Obra social o prepaga (incluye PAMI),82,9446,5077,14523,Caba
87,Obra social o prepaga (incluye PAMI),83,8523,4447,12970,Caba
88,Obra social o prepaga (incluye PAMI),84,7706,4045,11751,Caba
89,Obra social o prepaga (incluye PAMI),85,7098,3541,10639,Caba
90,Obra social o prepaga (incluye PAMI),86,6594,3161,9755,Caba
91,Obra social o prepaga (incluye PAMI),87,6014,2846,8860,Caba
92,Obra social o prepaga (incluye PAMI),88,5276,2360,7636,Caba
93,Obra social o prepaga (incluye PAMI),89,5083,2058,7141,Caba
94,Obra social o prepaga (incluye PAMI),90,4518,1789,6307,Caba
95,Obra social o prepaga (incluye PAMI),91,3866,1531,5397,Caba
96,Obra social o prepaga (incluye PAMI),92,3242,1153,4395,Caba
97,Obra social o prepaga (incluye PAMI),93,2704,885,3589,Caba
98,Obra social o prepaga (incluye PAMI),94,2156,675,2831,Caba
99,Obra social o prepaga (incluye PAMI),95,1492,507,1999,Caba
100,Obra social o prepaga (incluye PAMI),96,1204,354,1558,Caba
101,Obra social o prepaga (incluye PAMI),97,928,262,1190,Caba
102,Obra social o prepaga (incluye PAMI),98,569,146,715,Caba
103,Obra social o prepaga (incluye PAMI),99,420,100,520,Caba
104,Obra social o prepaga (incluye PAMI),100,221,49,270,Caba
105,Obra social o prepaga (incluye PAMI),101,133,21,154,Caba
106,Obra social o prepaga (incluye PAMI),102,89,16,105,Caba
107,Obra social o prepaga (incluye PAMI),103,54,12,66,Caba
108,Obra social o prepaga (incluye PAMI),104,37,5,42,Caba
109,Obra social o prepaga (incluye PAMI),105,14,5,19,Caba
110,Obra social o prepaga (incluye PAMI),106,11,1,12,Caba
111,Obra social o prepaga (incluye PAMI),107,10,2,12,Caba
112,Obra social o prepaga (incluye PAMI),108,6,3,9,Caba
113,Obra social o prepaga (incluye PAMI),109,8,3,11,Caba
114,Obra social o prepaga (incluye PAMI),110,4,-,4,Caba
116,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,Caba
117,Programas o planes estatales de salud,0,267,296,563,Caba
118,Programas o planes estatales de salud,1,262,295,557,Caba
119,Programas o planes estatales de salud,2,319,329,648,Caba
120,Programas o planes estatales de salud,3,374,384,758,Caba
121,Programas o planes estatales de salud,4,452,395,847,Caba
122,Programas o planes estatales de salud,5,434,439,873,Caba
123,Programas o planes estatales de salud,6,439,457,896,Caba
124,Programas o planes estatales de salud,7,472,479,951,Caba
125,Programas o planes estatales de salud,8,479,486,965,Caba
126,Programas o planes estatales de salud,9,500,526,1026,Caba
127,Programas o planes estatales de salud,10,463,483,946,Caba
128,Programas o planes estatales de salud,11,406,564,970,Caba
129,Programas o planes estatales de salud,12,482,525,1007,Caba
130,Programas o planes estatales de salud,13,500,497,997,Caba
131,Programas o planes estatales de salud,14,510,477,987,Caba
132,Programas o planes estatales de salud,15,487,505,992,Caba
133,Programas o planes estatales de salud,16,469,434,903,Caba
134,Programas o planes estatales de salud,17,464,427,891,Caba
135,Programas o planes estatales de salud,18,496,434,930,Caba
136,Programas o planes estatales de salud,19,496,472,968,Caba
137,Programas o planes estatales de salud,20,525,430,955,Caba
138,Programas o planes estatales de salud,21,509,439,948,Caba
139,Programas o planes estatales de salud,22,541,499,1040,Caba
140,Programas o planes estatales de salud,23,561,411,972,Caba
141,Programas o planes estatales de salud,24,552,418,970,Caba
142,Programas o planes estatales de salud,25,546,438,984,Caba
143,Programas o planes estatales de salud,26,575,486,1061,Caba
144,Programas o planes estatales de salud,27,584,497,1081,Caba
145,Programas o planes estatales de salud,28,613,456,1069,Caba
146,Programas o planes estatales de salud,29,604,500,1104,Caba
147,Programas o planes estatales de salud,30,639,506,1145,Caba
148,Programas o planes estatales de salud,31,608,520,1128,Caba
149,Programas o planes estatales de salud,32,565,513,1078,Caba
150,Programas o planes estatales de salud,33,627,473,1100,Caba
151,Programas o planes estatales de salud,34,612,475,1087,Caba
152,Programas o planes estatales de salud,35,597,452,1049,Caba
153,Programas o planes estatales de salud,36,543,479,1022,Caba
154,Programas o planes estatales de salud,37,542,503,1045,Caba
155,Programas o planes estatales de salud,38,562,491,1053,Caba
156,Programas o planes estatales de salud,39,540,472,1012,Caba
157,Programas o planes estatales de salud,40,561,457,1018,Caba
158,Programas o planes estatales de salud,41,581,424,1005,Caba
159,Programas o planes estatales de salud,42,574,507,1081,Caba
160,Programas o planes estatales de salud,43,520,421,941,Caba
161,Programas o planes estatales de salud,44,574,470,1044,Caba
162,Programas o planes estatales de salud,45,543,484,1027,Caba
163,Programas o planes estatales de salud,46,560,440,1000,Caba
164,Programas o planes estatales de salud,47,594,421,1015,Caba
165,Programas o planes estatales de salud,48,518,416,934,Caba
166,Programas o planes estatales de salud,49,554,417,971,Caba
167,Programas o planes estatales de salud,50,590,438,1028,Caba
168,Programas o planes estatales de salud,51,449,407,856,Caba
169,Programas o planes estatales de salud,52,521,369,890,Caba
170,Programas o planes estatales de salud,53,462,370,832,Caba
171,Programas o planes estatales de salud,54,459,365,824,Caba
172,Programas o planes estatales de salud,55,504,376,880,Caba
173,Programas o planes estatales de salud,56,533,379,912,Caba
174,Programas o planes estatales de salud,57,457,343,800,Caba
175,Programas o planes estatales de salud,58,501,349,850,Caba
176,Programas o planes estatales de salud,59,519,343,862,Caba
177,Programas o planes estatales de salud,60,433,392,825,Caba
178,Programas o planes estatales de salud,61,422,366,788,Caba
179,Programas o planes estatales de salud,62,359,355,714,Caba
180,Programas o planes estatales de salud,63,289,341,630,Caba
181,Programas o planes estatales de salud,64,264,354,618,Caba
182,Programas o planes estatales de salud,65,281,287,568,Caba
183,Programas o planes estatales de salud,66,215,213,428,Caba
184,Programas o planes estatales de salud,67,208,192,400,Caba
185,Programas o planes estatales de salud,68,167,154,321,Caba
186,Programas o planes estatales de salud,69,169,145,314,Caba
187,Programas o planes estatales de salud,70,201,137,338,Caba
188,Programas o planes estatales de salud,71,195,114,309,Caba
189,Programas o planes estatales de salud,72,182,124,306,Caba
190,Programas o planes estatales de salud,73,156,99,255,Caba
191,Programas o planes estatales de salud,74,116,99,215,Caba
192,Programas o planes estatales de salud,75,136,79,215,Caba
193,Programas o planes estatales de salud,76,137,82,219,Caba
194,Programas o planes estatales de salud,77,131,87,218,Caba
195,Programas o planes estatales de salud,78,100,62,162,Caba
196,Programas o planes estatales de salud,79,106,69,175,Caba
197,Programas o planes estatales de salud,80,96,52,148,Caba
198,Programas o planes estatales de salud,81,84,45,129,Caba
199,Programas o planes estatales de salud,82,102,46,148,Caba
200,Programas o planes estatales de salud,83,82,42,124,Caba
201,Programas o planes estatales de salud,84,72,35,107,Caba
202,Programas o planes estatales de salud,85,52,22,74,Caba
203,Programas o planes estatales de salud,86,63,32,95,Caba
204,Programas o planes estatales de salud,87,59,21,80,Caba
205,Programas o planes estatales de salud,88,37,17,54,Caba
206,Programas o planes estatales de salud,89,55,27,82,Caba
207,Programas o planes estatales de salud,90,46,17,63,Caba
208,Programas o planes estatales de salud,91,28,16,44,Caba
209,Programas o planes estatales de salud,92,32,14,46,Caba
210,Programas o planes estatales de salud,93,24,6,30,Caba
211,Programas o planes estatales de salud,94,27,4,31,Caba
212,Programas o planes estatales de salud,95,20,6,26,Caba
213,Programas o planes estatales de salud,96,19,9,28,Caba
214,Programas o planes estatales de salud,97,2,1,3,Caba
215,Programas o planes estatales de salud,98,6,1,7,Caba
216,Programas o planes estatales de salud,99,4,4,8,Caba
217,Programas o planes estatales de salud,100,3,-,3,Caba
218,Programas o planes estatales de salud,101,2,-,2,Caba
219,Programas o planes estatales de salud,103,2,-,2,Caba
220,Programas o planes estatales de salud,104,1,-,1,Caba
221,Programas o planes estatales de salud,105,1,-,1,Caba
222,Programas o planes estatales de salud,110,-,1,1,Caba
224,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Caba
225,"No tiene obra social, prepaga ni plan estatal",0,1979,2017,3996,Caba
226,"No tiene obra social, prepaga ni plan estatal",1,1948,2162,4110,Caba
227,"No tiene obra social, prepaga ni plan estatal",2,2360,2647,5007,Caba
228,"No tiene obra social, prepaga ni plan estatal",3,2647,2730,5377,Caba
229,"No tiene obra social, prepaga ni plan estatal",4,3032,2951,5983,Caba
230,"No tiene obra social, prepaga ni plan estatal",5,3186,3145,6331,Caba
231,"No tiene obra social, prepaga ni plan estatal",6,3359,3149,6508,Caba
232,"No tiene obra social, prepaga ni plan estatal",7,3445,3341,6786,Caba
233,"No tiene obra social, prepaga ni plan estatal",8,3324,3390,6714,Caba
234,"No tiene obra social, prepaga ni plan estatal",9,3349,3434,6783,Caba
235,"No tiene obra social, prepaga ni plan estatal",10,3468,3255,6723,Caba
236,"No tiene obra social, prepaga ni plan estatal",11,3347,3480,6827,Caba
237,"No tiene obra social, prepaga ni plan estatal",12,3413,3619,7032,Caba
238,"No tiene obra social, prepaga ni plan estatal",13,3305,3441,6746,Caba
239,"No tiene obra social, prepaga ni plan estatal",14,3308,3354,6662,Caba
240,"No tiene obra social, prepaga ni plan estatal",15,3187,3286,6473,Caba
241,"No tiene obra social, prepaga ni plan estatal",16,3306,3439,6745,Caba
242,"No tiene obra social, prepaga ni plan estatal",17,3647,3459,7106,Caba
243,"No tiene obra social, prepaga ni plan estatal",18,4356,4060,8416,Caba
244,"No tiene obra social, prepaga ni plan estatal",19,4673,4407,9080,Caba
245,"No tiene obra social, prepaga ni plan estatal",20,4990,4745,9735,Caba
246,"No tiene obra social, prepaga ni plan estatal",21,6285,5721,12006,Caba
247,"No tiene obra social, prepaga ni plan estatal",22,6466,6251,12717,Caba
248,"No tiene obra social, prepaga ni plan estatal",23,6188,5861,12049,Caba
249,"No tiene obra social, prepaga ni plan estatal",24,6203,6102,12305,Caba
250,"No tiene obra social, prepaga ni plan estatal",25,6431,6175,12606,Caba
251,"No tiene obra social, prepaga ni plan estatal",26,6358,6119,12477,Caba
252,"No tiene obra social, prepaga ni plan estatal",27,6158,6152,12310,Caba
253,"No tiene obra social, prepaga ni plan estatal",28,5626,5824,11450,Caba
254,"No tiene obra social, prepaga ni plan estatal",29,5569,5742,11311,Caba
255,"No tiene obra social, prepaga ni plan estatal",30,5588,5708,11296,Caba
256,"No tiene obra social, prepaga ni plan estatal",31,4962,5454,10416,Caba
257,"No tiene obra social, prepaga ni plan estatal",32,4841,5218,10059,Caba
258,"No tiene obra social, prepaga ni plan estatal",33,4844,5102,9946,Caba
259,"No tiene obra social, prepaga ni plan estatal",34,4425,4855,9280,Caba
260,"No tiene obra social, prepaga ni plan estatal",35,4405,4943,9348,Caba
261,"No tiene obra social, prepaga ni plan estatal",36,4090,4535,8625,Caba
262,"No tiene obra social, prepaga ni plan estatal",37,3872,4322,8194,Caba
263,"No tiene obra social, prepaga ni plan estatal",38,3767,4283,8050,Caba
264,"No tiene obra social, prepaga ni plan estatal",39,3722,4155,7877,Caba
265,"No tiene obra social, prepaga ni plan estatal",40,3813,4333,8146,Caba
266,"No tiene obra social, prepaga ni plan estatal",41,3523,3882,7405,Caba
267,"No tiene obra social, prepaga ni plan estatal",42,3623,3950,7573,Caba
268,"No tiene obra social, prepaga ni plan estatal",43,3395,3759,7154,Caba
269,"No tiene obra social, prepaga ni plan estatal",44,3379,3581,6960,Caba
270,"No tiene obra social, prepaga ni plan estatal",45,3353,3703,7056,Caba
271,"No tiene obra social, prepaga ni plan estatal",46,3410,3258,6668,Caba
272,"No tiene obra social, prepaga ni plan estatal",47,3462,3373,6835,Caba
273,"No tiene obra social, prepaga ni plan estatal",48,3319,3188,6507,Caba
274,"No tiene obra social, prepaga ni plan estatal",49,3394,3252,6646,Caba
275,"No tiene obra social, prepaga ni plan estatal",50,3378,3198,6576,Caba
276,"No tiene obra social, prepaga ni plan estatal",51,3121,2909,6030,Caba
277,"No tiene obra social, prepaga ni plan estatal",52,3177,2883,6060,Caba
278,"No tiene obra social, prepaga ni plan estatal",53,2998,2768,5766,Caba
279,"No tiene obra social, prepaga ni plan estatal",54,2856,2652,5508,Caba
280,"No tiene obra social, prepaga ni plan estatal",55,2782,2554,5336,Caba
281,"No tiene obra social, prepaga ni plan estatal",56,2838,2552,5390,Caba
282,"No tiene obra social, prepaga ni plan estatal",57,2670,2478,5148,Caba
283,"No tiene obra social, prepaga ni plan estatal",58,2765,2343,5108,Caba
284,"No tiene obra social, prepaga ni plan estatal",59,2775,2400,5175,Caba
285,"No tiene obra social, prepaga ni plan estatal",60,2496,2397,4893,Caba
286,"No tiene obra social, prepaga ni plan estatal",61,2040,2156,4196,Caba
287,"No tiene obra social, prepaga ni plan estatal",62,1757,2090,3847,Caba
288,"No tiene obra social, prepaga ni plan estatal",63,1449,2026,3475,Caba
289,"No tiene obra social, prepaga ni plan estatal",64,1159,1843,3002,Caba
290,"No tiene obra social, prepaga ni plan estatal",65,1099,1668,2767,Caba
291,"No tiene obra social, prepaga ni plan estatal",66,836,1029,1865,Caba
292,"No tiene obra social, prepaga ni plan estatal",67,778,834,1612,Caba
293,"No tiene obra social, prepaga ni plan estatal",68,603,630,1233,Caba
294,"No tiene obra social, prepaga ni plan estatal",69,589,523,1112,Caba
295,"No tiene obra social, prepaga ni plan estatal",70,531,442,973,Caba
296,"No tiene obra social, prepaga ni plan estatal",71,462,339,801,Caba
297,"No tiene obra social, prepaga ni plan estatal",72,450,295,745,Caba
298,"No tiene obra social, prepaga ni plan estatal",73,376,225,601,Caba
299,"No tiene obra social, prepaga ni plan estatal",74,329,233,562,Caba
300,"No tiene obra social, prepaga ni plan estatal",75,336,213,549,Caba
301,"No tiene obra social, prepaga ni plan estatal",76,276,208,484,Caba
302,"No tiene obra social, prepaga ni plan estatal",77,273,186,459,Caba
303,"No tiene obra social, prepaga ni plan estatal",78,197,140,337,Caba
304,"No tiene obra social, prepaga ni plan estatal",79,210,144,354,Caba
305,"No tiene obra social, prepaga ni plan estatal",80,188,119,307,Caba
306,"No tiene obra social, prepaga ni plan estatal",81,171,87,258,Caba
307,"No tiene obra social, prepaga ni plan estatal",82,168,74,242,Caba
308,"No tiene obra social, prepaga ni plan estatal",83,160,53,213,Caba
309,"No tiene obra social, prepaga ni plan estatal",84,95,60,155,Caba
310,"No tiene obra social, prepaga ni plan estatal",85,107,62,169,Caba
311,"No tiene obra social, prepaga ni plan estatal",86,123,56,179,Caba
312,"No tiene obra social, prepaga ni plan estatal",87,89,43,132,Caba
313,"No tiene obra social, prepaga ni plan estatal",88,91,40,131,Caba
314,"No tiene obra social, prepaga ni plan estatal",89,71,45,116,Caba
315,"No tiene obra social, prepaga ni plan estatal",90,80,42,122,Caba
316,"No tiene obra social, prepaga ni plan estatal",91,58,28,86,Caba
317,"No tiene obra social, prepaga ni plan estatal",92,42,33,75,Caba
318,"No tiene obra social, prepaga ni plan estatal",93,46,13,59,Caba
319,"No tiene obra social, prepaga ni plan estatal",94,45,23,68,Caba
320,"No tiene obra social, prepaga ni plan estatal",95,28,16,44,Caba
321,"No tiene obra social, prepaga ni plan estatal",96,36,22,58,Caba
322,"No tiene obra social, prepaga ni plan estatal",97,29,17,46,Caba
323,"No tiene obra social, prepaga ni plan estatal",98,16,12,28,Caba
324,"No tiene obra social, prepaga ni plan estatal",99,19,11,30,Caba
325,"No tiene obra social, prepaga ni plan estatal",100,2,2,4,Caba
326,"No tiene obra social, prepaga ni plan estatal",102,4,7,11,Caba
327,"No tiene obra social, prepaga ni plan estatal",103,2,-,2,Caba
328,"No tiene obra social, prepaga ni plan estatal",106,-,1,1,Caba
329,"No tiene obra social, prepaga ni plan estatal",107,3,-,3,Caba
330,"No tiene obra social, prepaga ni plan estatal",109,1,-,1,Caba
331,"No tiene obra social, prepaga ni plan estatal",110,1,1,2,Caba
447,AREA # 06,Buenos Aires,,,,Buenos Aires
448,AREA # 06,,,,,Buenos Aires
449,Cobertura de salud,Edad,Sexo registrado al nacer,,,Buenos Aires
450,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,Buenos Aires
451,Obra social o prepaga (incluye PAMI),0,42542,43705,86247,Buenos Aires
452,Obra social o prepaga (incluye PAMI),1,46097,47435,93532,Buenos Aires
453,Obra social o prepaga (incluye PAMI),2,52506,54527,107033,Buenos Aires
454,Obra social o prepaga (incluye PAMI),3,59335,61557,120892,Buenos Aires
455,Obra social o prepaga (incluye PAMI),4,63881,65836,129717,Buenos Aires
456,Obra social o prepaga (incluye PAMI),5,67787,70690,138477,Buenos Aires
457,Obra social o prepaga (incluye PAMI),6,70752,73358,144110,Buenos Aires
458,Obra social o prepaga (incluye PAMI),7,75281,78251,153532,Buenos Aires
459,Obra social o prepaga (incluye PAMI),8,75058,78397,153455,Buenos Aires
460,Obra social o prepaga (incluye PAMI),9,76138,79061,155199,Buenos Aires
461,Obra social o prepaga (incluye PAMI),10,76004,79114,155118,Buenos Aires
462,Obra social o prepaga (incluye PAMI),11,78315,81609,159924,Buenos Aires
463,Obra social o prepaga (incluye PAMI),12,78780,81873,160653,Buenos Aires
464,Obra social o prepaga (incluye PAMI),13,78397,81283,159680,Buenos Aires
465,Obra social o prepaga (incluye PAMI),14,77078,79684,156762,Buenos Aires
466,Obra social o prepaga (incluye PAMI),15,77603,79994,157597,Buenos Aires
467,Obra social o prepaga (incluye PAMI),16,78206,79966,158172,Buenos Aires
468,Obra social o prepaga (incluye PAMI),17,80379,81800,162179,Buenos Aires
469,Obra social o prepaga (incluye PAMI),18,74910,76396,151306,Buenos Aires
470,Obra social o prepaga (incluye PAMI),19,70895,70901,141796,Buenos Aires
471,Obra social o prepaga (incluye PAMI),20,67596,67001,134597,Buenos Aires
472,Obra social o prepaga (incluye PAMI),21,57118,58320,115438,Buenos Aires
473,Obra social o prepaga (incluye PAMI),22,55743,57698,113441,Buenos Aires
474,Obra social o prepaga (incluye PAMI),23,54746,56669,111415,Buenos Aires
475,Obra social o prepaga (incluye PAMI),24,55087,57240,112327,Buenos Aires
476,Obra social o prepaga (incluye PAMI),25,58082,59278,117360,Buenos Aires
477,Obra social o prepaga (incluye PAMI),26,58983,59916,118899,Buenos Aires
478,Obra social o prepaga (incluye PAMI),27,61628,61771,123399,Buenos Aires
479,Obra social o prepaga (incluye PAMI),28,63205,61530,124735,Buenos Aires
480,Obra social o prepaga (incluye PAMI),29,65709,63954,129663,Buenos Aires
481,Obra social o prepaga (incluye PAMI),30,73206,69532,142738,Buenos Aires
482,Obra social o prepaga (incluye PAMI),31,73803,69109,142912,Buenos Aires
483,Obra social o prepaga (incluye PAMI),32,73235,69086,142321,Buenos Aires
484,Obra social o prepaga (incluye PAMI),33,75083,70478,145561,Buenos Aires
485,Obra social o prepaga (incluye PAMI),34,74460,69444,143904,Buenos Aires
486,Obra social o prepaga (incluye PAMI),35,79594,74274,153868,Buenos Aires
487,Obra social o prepaga (incluye PAMI),36,78084,72247,150331,Buenos Aires
488,Obra social o prepaga (incluye PAMI),37,76461,70598,147059,Buenos Aires
489,Obra social o prepaga (incluye PAMI),38,77772,72051,149823,Buenos Aires
490,Obra social o prepaga (incluye PAMI),39,81704,74578,156282,Buenos Aires
491,Obra social o prepaga (incluye PAMI),40,86689,78622,165311,Buenos Aires
492,Obra social o prepaga (incluye PAMI),41,81893,75185,157078,Buenos Aires
493,Obra social o prepaga (incluye PAMI),42,86163,78814,164977,Buenos Aires
494,Obra social o prepaga (incluye PAMI),43,84674,77196,161870,Buenos Aires
495,Obra social o prepaga (incluye PAMI),44,83648,74724,158372,Buenos Aires
496,Obra social o prepaga (incluye PAMI),45,82535,74278,156813,Buenos Aires
497,Obra social o prepaga (incluye PAMI),46,78950,70492,149442,Buenos Aires
498,Obra social o prepaga (incluye PAMI),47,77127,69271,146398,Buenos Aires
499,Obra social o prepaga (incluye PAMI),48,72518,64522,137040,Buenos Aires
500,Obra social o prepaga (incluye PAMI),49,74297,65560,139857,Buenos Aires
501,Obra social o prepaga (incluye PAMI),50,75547,66940,142487,Buenos Aires
502,Obra social o prepaga (incluye PAMI),51,69981,61760,131741,Buenos Aires
503,Obra social o prepaga (incluye PAMI),52,67443,58979,126422,Buenos Aires
504,Obra social o prepaga (incluye PAMI),53,63431,55798,119229,Buenos Aires
505,Obra social o prepaga (incluye PAMI),54,62283,54534,116817,Buenos Aires
506,Obra social o prepaga (incluye PAMI),55,61209,52008,113217,Buenos Aires
507,Obra social o prepaga (incluye PAMI),56,60725,52443,113168,Buenos Aires
508,Obra social o prepaga (incluye PAMI),57,60654,51989,112643,Buenos Aires
509,Obra social o prepaga (incluye PAMI),58,60004,50840,110844,Buenos Aires
510,Obra social o prepaga (incluye PAMI),59,61387,52317,113704,Buenos Aires
511,Obra social o prepaga (incluye PAMI),60,64283,51389,115672,Buenos Aires
512,Obra social o prepaga (incluye PAMI),61,64718,48654,113372,Buenos Aires
513,Obra social o prepaga (incluye PAMI),62,68890,48685,117575,Buenos Aires
514,Obra social o prepaga (incluye PAMI),63,69960,47071,117031,Buenos Aires
515,Obra social o prepaga (incluye PAMI),64,70052,45962,116014,Buenos Aires
516,Obra social o prepaga (incluye PAMI),65,73405,52926,126331,Buenos Aires
517,Obra social o prepaga (incluye PAMI),66,69521,53250,122771,Buenos Aires
518,Obra social o prepaga (incluye PAMI),67,69591,54352,123943,Buenos Aires
519,Obra social o prepaga (incluye PAMI),68,66224,52422,118646,Buenos Aires
520,Obra social o prepaga (incluye PAMI),69,66006,52380,118386,Buenos Aires
521,Obra social o prepaga (incluye PAMI),70,66100,51987,118087,Buenos Aires
522,Obra social o prepaga (incluye PAMI),71,61640,48878,110518,Buenos Aires
523,Obra social o prepaga (incluye PAMI),72,61056,47112,108168,Buenos Aires
524,Obra social o prepaga (incluye PAMI),73,57624,43583,101207,Buenos Aires
525,Obra social o prepaga (incluye PAMI),74,55904,41288,97192,Buenos Aires
526,Obra social o prepaga (incluye PAMI),75,53038,38513,91551,Buenos Aires
527,Obra social o prepaga (incluye PAMI),76,50585,35684,86269,Buenos Aires
528,Obra social o prepaga (incluye PAMI),77,46857,32559,79416,Buenos Aires
