,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad,año
7831,2,Simple,Varón,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7832,90,Simple,Mujer,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,8,2022
7833,6,Sin especificar,Varón,De 45 y más,37 a 41,Sin especificar,2500 gramos y más,2,2022
7834,26,Múltiple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6,2022
7835,70,Múltiple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7836,62,Simple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,5,2022
7837,14,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
7838,62,Sin especificar,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1,2022
7839,2,Sin especificar,Mujer,De 45 y más,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
7840,66,Simple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
7841,54,Simple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,798,2022
7842,54,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,49,2022
7843,2,Múltiple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7844,82,Simple,Mujer,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7845,22,Simple,Mujer,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,4,2022
7846,34,Simple,Mujer,30 a 34,32 a 36,Sin especificar,2500 gramos y más,20,2022
7847,90,Simple,Mujer,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
7848,6,Simple,Varón,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
7849,22,Simple,Varón,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,5,2022
7850,90,Simple,Varón,40 a 44,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7851,6,Múltiple,Mujer,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
7852,74,Simple,Varón,20 a 24,Sin especificar,Sin especificar,Sin especificar,1,2022
7853,14,Simple,Varón,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
7854,70,Simple,Varón,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7855,86,Simple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16,2022
7856,18,Simple,Varón,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,5,2022
7857,94,Simple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
7858,82,Múltiple,Varón,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7859,6,Múltiple,Varón,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,2,2022
7860,50,Múltiple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7861,22,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,23,2022
7862,34,Simple,Mujer,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,22,2022
7863,22,Simple,Sin especificar,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7864,86,Simple,Varón,20 a 24,28 a 31,Sin especificar,2500 gramos y más,1,2022
7865,90,Simple,Varón,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7866,10,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7867,30,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
7868,58,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,146,2022
7869,54,Múltiple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,9,2022
7870,38,Simple,Mujer,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7871,22,Simple,Sin especificar,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7872,14,Múltiple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
7873,66,Múltiple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7874,18,Múltiple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7875,22,Simple,Mujer,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7876,62,Simple,Mujer,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7877,6,Simple,Varón,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,36,2022
7878,54,Simple,Mujer,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
7879,42,Múltiple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7880,10,Simple,Mujer,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7881,42,Simple,Varón,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7882,18,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,747,2022
7883,2,Sin especificar,Mujer,35 a 39,Sin especificar,Sin especificar,Sin especificar,4,2022
7884,82,Múltiple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7885,86,Simple,Varón,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7886,50,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,38,2022
7887,54,Múltiple,Varón,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7888,18,Simple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,398,2022
7889,90,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,26,2022
7890,10,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7891,14,Simple,Varón,25 a 29,Sin especificar,Sin especificar,Sin especificar,1,2022
7892,38,Simple,Mujer,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7893,54,Simple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7894,26,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7895,6,Sin especificar,Varón,30 a 34,Sin especificar,Sin especificar,Sin especificar,1,2022
7896,22,Simple,Mujer,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7897,14,Simple,Varón,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
7898,66,Simple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,186,2022
7899,46,Simple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,18,2022
7900,86,Simple,Mujer,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7901,34,Simple,Mujer,35 a 39,37 a 41,Sin especificar,Menos de 2500 gramos,2,2022
7902,99,Simple,Varón,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7903,90,Simple,Mujer,15 a 19,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7904,6,Simple,Mujer,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7905,58,Simple,Mujer,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7906,78,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7907,22,Simple,Varón,De 45 y más,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7908,14,Simple,Varón,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,1,2022
7909,26,Simple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10,2022
7910,6,Simple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,92,2022
7911,22,Simple,Mujer,30 a 34,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7912,6,Múltiple,Mujer,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,9,2022
7913,70,Simple,Varón,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
7914,50,Múltiple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
7915,14,Simple,Mujer,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7916,54,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,37,2022
7917,14,Simple,Varón,25 a 29,37 a 41,Sin especificar,2500 gramos y más,4,2022
7918,30,Simple,Mujer,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
7919,70,Simple,Varón,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7920,42,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10,2022
7921,26,Simple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7922,90,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,200,2022
7923,74,Simple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7924,82,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,58,2022
7925,34,Simple,Varón,35 a 39,37 a 41,Sin especificar,2500 gramos y más,92,2022
7926,46,Múltiple,Mujer,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7927,74,Simple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7928,6,Simple,Varón,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7929,58,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
7930,58,Múltiple,Varón,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7931,62,Simple,Mujer,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7932,90,Múltiple,Varón,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7933,22,Múltiple,Mujer,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7934,82,Simple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,55,2022
7935,58,Simple,Varón,40 a 44,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7936,6,Simple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,3,2022
7937,82,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7938,66,Simple,Mujer,Menor de 15,24 a 27,Sin especificar,Menos de 2500 gramos,1,2022
7939,42,Múltiple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7940,90,Simple,Varón,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
7941,30,Simple,Varón,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7942,54,Simple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7943,66,Múltiple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
7944,74,Simple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7945,22,Simple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
7946,74,Múltiple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7947,70,Simple,Mujer,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7948,78,Simple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,9,2022
7949,82,Múltiple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7950,74,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
7951,14,Múltiple,Mujer,Menor de 15,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7952,22,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7,2022
7953,6,Simple,Sin especificar,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
7954,2,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,16,2022
7955,54,Simple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,98,2022
7956,30,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7957,30,Múltiple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7958,6,Simple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,118,2022
7959,22,Múltiple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7960,14,Simple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,14,2022
7961,50,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
7962,38,Simple,Mujer,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7963,14,Múltiple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,20,2022
7964,82,Simple,Varón,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
7965,14,Simple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9,2022
7966,62,Múltiple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7967,62,Simple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,11,2022
7968,6,Simple,Mujer,20 a 24,24 a 27,Sin especificar,Menos de 2500 gramos,5,2022
7969,54,Simple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14,2022
7970,26,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,258,2022
7971,14,Simple,Mujer,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
7972,62,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7973,86,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7974,6,Simple,Varón,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
7975,10,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,29,2022
7976,58,Simple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,235,2022
7977,54,Simple,Sin especificar,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7978,6,Simple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,354,2022
7979,54,Simple,Mujer,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7980,82,Simple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
7981,42,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7982,82,Simple,Mujer,25 a 29,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7983,26,Simple,Mujer,15 a 19,37 a 41,Sin especificar,2500 gramos y más,33,2022
7984,6,Simple,Varón,Sin especificar,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,4,2022
7985,18,Simple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12,2022
7986,6,Múltiple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,119,2022
7987,58,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7988,90,Múltiple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
7989,50,Simple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7990,46,Simple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7991,2,Sin especificar,Mujer,40 a 44,Sin especificar,Sin especificar,Sin especificar,1,2022
7992,14,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,21,2022
7993,82,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,16,2022
7994,90,Simple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
7995,66,Simple,Mujer,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7996,82,Simple,Mujer,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,13,2022
7997,6,Múltiple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
7998,54,Simple,Varón,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,491,2022
7999,30,Múltiple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
8000,86,Simple,Varón,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
8001,66,Simple,Mujer,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Sin especificar,1,2022
8002,54,Simple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,19,2022
8003,6,Múltiple,Mujer,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
8004,6,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
8005,58,Simple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6,2022
8006,6,Simple,Varón,30 a 34,37 a 41,Sin especificar,Sin especificar,2,2022
8007,66,Simple,Varón,35 a 39,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
8008,10,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
8009,6,Simple,Varón,Menor de 15,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
8010,74,Simple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
8011,54,Simple,Varón,30 a 34,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
8012,34,Simple,Varón,15 a 19,32 a 36,Sin especificar,Menos de 2500 gramos,5,2022
8013,30,Simple,Mujer,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
8014,50,Simple,Mujer,35 a 39,37 a 41,Sin especificar,2500 gramos y más,1,2022
8015,2,Múltiple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
8016,10,Múltiple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
8017,86,Simple,Mujer,35 a 39,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
8018,74,Simple,Varón,25 a 29,37 a 41,Sin especificar,2500 gramos y más,31,2022
8019,50,Múltiple,Varón,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
8020,86,Simple,Mujer,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
8021,62,Simple,Mujer,40 a 44,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
8022,6,Simple,Mujer,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,94,2022
8023,26,Múltiple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
8024,14,Simple,Mujer,20 a 24,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
8025,22,Simple,Mujer,40 a 44,37 a 41,Sin especificar,2500 gramos y más,3,2022
8026,98,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
8027,62,Múltiple,Mujer,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
8028,34,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
8029,82,Simple,Mujer,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12,2022
8030,26,Simple,Mujer,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,6,2022
8031,70,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6,2022
8032,94,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,6,2022
8033,22,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,383,2022
8034,62,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,44,2022
8035,38,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,228,2022
8036,14,Simple,Varón,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
8037,18,Múltiple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
8038,18,Simple,Varón,20 a 24,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
8039,58,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
8040,18,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
8041,22,Simple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,498,2022
8042,14,Simple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,37,2022
8043,54,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,38,2022
8044,10,Simple,Varón,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
8045,14,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,15,2022
8046,38,Simple,Varón,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,27,2022
8047,54,Simple,Mujer,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,98,2022
