,cobertura,edad,varon,mujer,total,provincia
4201,Programas o planes estatales de salud,64,20,33,53,Chubut
4202,Programas o planes estatales de salud,65,19,8,27,Chubut
4203,Programas o planes estatales de salud,66,15,11,26,Chubut
4204,Programas o planes estatales de salud,67,28,19,47,Chubut
4205,Programas o planes estatales de salud,68,8,32,40,Chubut
4206,Programas o planes estatales de salud,69,16,29,45,Chubut
4207,Programas o planes estatales de salud,70,16,6,22,Chubut
4208,Programas o planes estatales de salud,71,14,5,19,Chubut
4209,Programas o planes estatales de salud,72,13,19,32,Chubut
4210,Programas o planes estatales de salud,73,4,6,10,Chubut
4211,Programas o planes estatales de salud,74,11,14,25,Chubut
4212,Programas o planes estatales de salud,75,5,14,19,Chubut
4213,Programas o planes estatales de salud,76,14,14,28,Chubut
4214,Programas o planes estatales de salud,77,14,21,35,Chubut
4215,Programas o planes estatales de salud,78,3,14,17,Chubut
4216,Programas o planes estatales de salud,79,24,2,26,Chubut
4217,Programas o planes estatales de salud,80,2,13,15,Chubut
4218,Programas o planes estatales de salud,81,4,23,27,Chubut
4219,Programas o planes estatales de salud,82,11,4,15,Chubut
4220,Programas o planes estatales de salud,83,15,36,51,Chubut
4221,Programas o planes estatales de salud,84,2,11,13,Chubut
4222,Programas o planes estatales de salud,85,2,19,21,Chubut
4223,Programas o planes estatales de salud,86,3,2,5,Chubut
4224,Programas o planes estatales de salud,87,3,1,4,Chubut
4225,Programas o planes estatales de salud,89,-,1,1,Chubut
4226,Programas o planes estatales de salud,90,-,1,1,Chubut
4227,Programas o planes estatales de salud,91,-,1,1,Chubut
4228,Programas o planes estatales de salud,92,1,1,2,Chubut
4229,Programas o planes estatales de salud,93,1,-,1,Chubut
4230,Programas o planes estatales de salud,94,1,-,1,Chubut
4231,Programas o planes estatales de salud,95,-,1,1,Chubut
4232,Programas o planes estatales de salud,101,-,1,1,Chubut
4234,"No tiene obra social, prepaga o plan estatal",,Varón,Mujer,Total,Chubut
4235,"No tiene obra social, prepaga o plan estatal",0,1294,1452,2746,Chubut
4236,"No tiene obra social, prepaga o plan estatal",1,1311,1282,2593,Chubut
4237,"No tiene obra social, prepaga o plan estatal",2,1391,1315,2706,Chubut
4238,"No tiene obra social, prepaga o plan estatal",3,1197,1175,2372,Chubut
4239,"No tiene obra social, prepaga o plan estatal",4,1206,1286,2492,Chubut
4240,"No tiene obra social, prepaga o plan estatal",5,1231,1098,2329,Chubut
4241,"No tiene obra social, prepaga o plan estatal",6,1187,1126,2313,Chubut
4242,"No tiene obra social, prepaga o plan estatal",7,1137,1140,2277,Chubut
4243,"No tiene obra social, prepaga o plan estatal",8,1141,1267,2408,Chubut
4244,"No tiene obra social, prepaga o plan estatal",9,1274,1095,2369,Chubut
4245,"No tiene obra social, prepaga o plan estatal",10,1381,1420,2801,Chubut
4246,"No tiene obra social, prepaga o plan estatal",11,1106,1090,2196,Chubut
4247,"No tiene obra social, prepaga o plan estatal",12,1347,1383,2730,Chubut
4248,"No tiene obra social, prepaga o plan estatal",13,1419,1329,2748,Chubut
4249,"No tiene obra social, prepaga o plan estatal",14,1303,1250,2553,Chubut
4250,"No tiene obra social, prepaga o plan estatal",15,1243,1356,2599,Chubut
4251,"No tiene obra social, prepaga o plan estatal",16,1321,1348,2669,Chubut
4252,"No tiene obra social, prepaga o plan estatal",17,1438,1348,2786,Chubut
4253,"No tiene obra social, prepaga o plan estatal",18,1543,1254,2797,Chubut
4254,"No tiene obra social, prepaga o plan estatal",19,1825,1587,3412,Chubut
4255,"No tiene obra social, prepaga o plan estatal",20,1631,1449,3080,Chubut
4256,"No tiene obra social, prepaga o plan estatal",21,2054,1616,3670,Chubut
4257,"No tiene obra social, prepaga o plan estatal",22,1923,1830,3753,Chubut
4258,"No tiene obra social, prepaga o plan estatal",23,1801,1749,3550,Chubut
4259,"No tiene obra social, prepaga o plan estatal",24,1732,1759,3491,Chubut
4260,"No tiene obra social, prepaga o plan estatal",25,1520,1538,3058,Chubut
4261,"No tiene obra social, prepaga o plan estatal",26,1485,1306,2791,Chubut
4262,"No tiene obra social, prepaga o plan estatal",27,1507,1217,2724,Chubut
4263,"No tiene obra social, prepaga o plan estatal",28,1499,1427,2926,Chubut
4264,"No tiene obra social, prepaga o plan estatal",29,1470,1173,2643,Chubut
4265,"No tiene obra social, prepaga o plan estatal",30,1460,1272,2732,Chubut
4266,"No tiene obra social, prepaga o plan estatal",31,1383,1173,2556,Chubut
4267,"No tiene obra social, prepaga o plan estatal",32,1091,1105,2196,Chubut
4268,"No tiene obra social, prepaga o plan estatal",33,1386,1037,2423,Chubut
4269,"No tiene obra social, prepaga o plan estatal",34,1107,1022,2129,Chubut
4270,"No tiene obra social, prepaga o plan estatal",35,1006,1113,2119,Chubut
4271,"No tiene obra social, prepaga o plan estatal",36,1093,923,2016,Chubut
4272,"No tiene obra social, prepaga o plan estatal",37,1047,796,1843,Chubut
4273,"No tiene obra social, prepaga o plan estatal",38,962,809,1771,Chubut
4274,"No tiene obra social, prepaga o plan estatal",39,960,785,1745,Chubut
4275,"No tiene obra social, prepaga o plan estatal",40,829,713,1542,Chubut
4276,"No tiene obra social, prepaga o plan estatal",41,632,816,1448,Chubut
4277,"No tiene obra social, prepaga o plan estatal",42,846,692,1538,Chubut
4278,"No tiene obra social, prepaga o plan estatal",43,767,586,1353,Chubut
4279,"No tiene obra social, prepaga o plan estatal",44,802,670,1472,Chubut
4280,"No tiene obra social, prepaga o plan estatal",45,794,616,1410,Chubut
4281,"No tiene obra social, prepaga o plan estatal",46,762,647,1409,Chubut
4282,"No tiene obra social, prepaga o plan estatal",47,618,647,1265,Chubut
4283,"No tiene obra social, prepaga o plan estatal",48,621,599,1220,Chubut
4284,"No tiene obra social, prepaga o plan estatal",49,767,537,1304,Chubut
4285,"No tiene obra social, prepaga o plan estatal",50,882,633,1515,Chubut
4286,"No tiene obra social, prepaga o plan estatal",51,734,580,1314,Chubut
4287,"No tiene obra social, prepaga o plan estatal",52,607,531,1138,Chubut
4288,"No tiene obra social, prepaga o plan estatal",53,784,646,1430,Chubut
4289,"No tiene obra social, prepaga o plan estatal",54,685,538,1223,Chubut
4290,"No tiene obra social, prepaga o plan estatal",55,767,511,1278,Chubut
4291,"No tiene obra social, prepaga o plan estatal",56,650,541,1191,Chubut
4292,"No tiene obra social, prepaga o plan estatal",57,607,499,1106,Chubut
4293,"No tiene obra social, prepaga o plan estatal",58,573,488,1061,Chubut
4294,"No tiene obra social, prepaga o plan estatal",59,568,402,970,Chubut
4295,"No tiene obra social, prepaga o plan estatal",60,610,447,1057,Chubut
4296,"No tiene obra social, prepaga o plan estatal",61,491,372,863,Chubut
4297,"No tiene obra social, prepaga o plan estatal",62,477,208,685,Chubut
4298,"No tiene obra social, prepaga o plan estatal",63,385,170,555,Chubut
4299,"No tiene obra social, prepaga o plan estatal",64,381,159,540,Chubut
4300,"No tiene obra social, prepaga o plan estatal",65,407,84,491,Chubut
4301,"No tiene obra social, prepaga o plan estatal",66,181,94,275,Chubut
4302,"No tiene obra social, prepaga o plan estatal",67,160,95,255,Chubut
4303,"No tiene obra social, prepaga o plan estatal",68,176,97,273,Chubut
4304,"No tiene obra social, prepaga o plan estatal",69,81,53,134,Chubut
4305,"No tiene obra social, prepaga o plan estatal",70,128,115,243,Chubut
4306,"No tiene obra social, prepaga o plan estatal",71,55,62,117,Chubut
4307,"No tiene obra social, prepaga o plan estatal",72,61,57,118,Chubut
4308,"No tiene obra social, prepaga o plan estatal",73,100,61,161,Chubut
4309,"No tiene obra social, prepaga o plan estatal",74,86,30,116,Chubut
4310,"No tiene obra social, prepaga o plan estatal",75,57,61,118,Chubut
4311,"No tiene obra social, prepaga o plan estatal",76,44,52,96,Chubut
4312,"No tiene obra social, prepaga o plan estatal",77,57,40,97,Chubut
4313,"No tiene obra social, prepaga o plan estatal",78,44,42,86,Chubut
4314,"No tiene obra social, prepaga o plan estatal",79,40,78,118,Chubut
4315,"No tiene obra social, prepaga o plan estatal",80,37,46,83,Chubut
4316,"No tiene obra social, prepaga o plan estatal",81,17,24,41,Chubut
4317,"No tiene obra social, prepaga o plan estatal",82,17,51,68,Chubut
4318,"No tiene obra social, prepaga o plan estatal",83,16,15,31,Chubut
4319,"No tiene obra social, prepaga o plan estatal",84,24,25,49,Chubut
4320,"No tiene obra social, prepaga o plan estatal",85,32,37,69,Chubut
4321,"No tiene obra social, prepaga o plan estatal",86,10,28,38,Chubut
4322,"No tiene obra social, prepaga o plan estatal",87,27,10,37,Chubut
4323,"No tiene obra social, prepaga o plan estatal",88,24,16,40,Chubut
4324,"No tiene obra social, prepaga o plan estatal",89,7,31,38,Chubut
4325,"No tiene obra social, prepaga o plan estatal",90,3,45,48,Chubut
4326,"No tiene obra social, prepaga o plan estatal",91,1,21,22,Chubut
4327,"No tiene obra social, prepaga o plan estatal",92,1,2,3,Chubut
4328,"No tiene obra social, prepaga o plan estatal",93,3,5,8,Chubut
4329,"No tiene obra social, prepaga o plan estatal",94,9,2,11,Chubut
4330,"No tiene obra social, prepaga o plan estatal",95,10,22,32,Chubut
4331,"No tiene obra social, prepaga o plan estatal",96,-,10,10,Chubut
4332,"No tiene obra social, prepaga o plan estatal",97,-,1,1,Chubut
4333,"No tiene obra social, prepaga o plan estatal",98,1,10,11,Chubut
4334,"No tiene obra social, prepaga o plan estatal",99,-,1,1,Chubut
4335,"No tiene obra social, prepaga o plan estatal",100,-,1,1,Chubut
4445,AREA # 30,Entre Ríos,,,,Entre Ríos
4446,AREA # 30,,,,,Entre Ríos
4447,Cobertura de salud,Edad,Sexo,,,Entre Ríos
4448,Obra social (incluye PAMI),,Varón,Mujer,Total,Entre Ríos
4449,Obra social (incluye PAMI),0,4415,3955,8370,Entre Ríos
4450,Obra social (incluye PAMI),1,4252,4375,8627,Entre Ríos
4451,Obra social (incluye PAMI),2,4343,4362,8705,Entre Ríos
4452,Obra social (incluye PAMI),3,4519,4088,8607,Entre Ríos
4453,Obra social (incluye PAMI),4,4678,4388,9066,Entre Ríos
4454,Obra social (incluye PAMI),5,4732,4690,9422,Entre Ríos
4455,Obra social (incluye PAMI),6,4952,4941,9893,Entre Ríos
4456,Obra social (incluye PAMI),7,5195,4928,10123,Entre Ríos
4457,Obra social (incluye PAMI),8,4865,4892,9757,Entre Ríos
4458,Obra social (incluye PAMI),9,5110,4844,9954,Entre Ríos
4459,Obra social (incluye PAMI),10,5389,5460,10849,Entre Ríos
4460,Obra social (incluye PAMI),11,5384,5128,10512,Entre Ríos
4461,Obra social (incluye PAMI),12,5339,5342,10681,Entre Ríos
4462,Obra social (incluye PAMI),13,5310,5520,10830,Entre Ríos
4463,Obra social (incluye PAMI),14,5604,5653,11257,Entre Ríos
4464,Obra social (incluye PAMI),15,5455,5408,10863,Entre Ríos
4465,Obra social (incluye PAMI),16,5361,5304,10665,Entre Ríos
4466,Obra social (incluye PAMI),17,5405,5382,10787,Entre Ríos
4467,Obra social (incluye PAMI),18,5059,4733,9792,Entre Ríos
4468,Obra social (incluye PAMI),19,5038,4813,9851,Entre Ríos
4469,Obra social (incluye PAMI),20,4582,4595,9177,Entre Ríos
4470,Obra social (incluye PAMI),21,3957,3863,7820,Entre Ríos
4471,Obra social (incluye PAMI),22,3561,3607,7168,Entre Ríos
4472,Obra social (incluye PAMI),23,3738,3590,7328,Entre Ríos
4473,Obra social (incluye PAMI),24,3743,3967,7710,Entre Ríos
4474,Obra social (incluye PAMI),25,4044,3833,7877,Entre Ríos
4475,Obra social (incluye PAMI),26,3739,3720,7459,Entre Ríos
4476,Obra social (incluye PAMI),27,3684,4147,7831,Entre Ríos
4477,Obra social (incluye PAMI),28,4280,4531,8811,Entre Ríos
4478,Obra social (incluye PAMI),29,4250,4374,8624,Entre Ríos
4479,Obra social (incluye PAMI),30,4332,4813,9145,Entre Ríos
4480,Obra social (incluye PAMI),31,4466,4644,9110,Entre Ríos
4481,Obra social (incluye PAMI),32,4338,4586,8924,Entre Ríos
4482,Obra social (incluye PAMI),33,4361,4659,9020,Entre Ríos
4483,Obra social (incluye PAMI),34,3945,4178,8123,Entre Ríos
4484,Obra social (incluye PAMI),35,4048,4311,8359,Entre Ríos
4485,Obra social (incluye PAMI),36,3783,4134,7917,Entre Ríos
4486,Obra social (incluye PAMI),37,4088,4464,8552,Entre Ríos
4487,Obra social (incluye PAMI),38,4002,4316,8318,Entre Ríos
4488,Obra social (incluye PAMI),39,3763,4170,7933,Entre Ríos
4489,Obra social (incluye PAMI),40,3778,4338,8116,Entre Ríos
4490,Obra social (incluye PAMI),41,3199,3837,7036,Entre Ríos
4491,Obra social (incluye PAMI),42,3447,3981,7428,Entre Ríos
4492,Obra social (incluye PAMI),43,3431,3962,7393,Entre Ríos
4493,Obra social (incluye PAMI),44,3469,3559,7028,Entre Ríos
4494,Obra social (incluye PAMI),45,3802,4105,7907,Entre Ríos
4495,Obra social (incluye PAMI),46,3689,4221,7910,Entre Ríos
4496,Obra social (incluye PAMI),47,3470,4108,7578,Entre Ríos
4497,Obra social (incluye PAMI),48,3366,3775,7141,Entre Ríos
4498,Obra social (incluye PAMI),49,3239,3871,7110,Entre Ríos
4499,Obra social (incluye PAMI),50,3307,3865,7172,Entre Ríos
4500,Obra social (incluye PAMI),51,3198,3672,6870,Entre Ríos
4501,Obra social (incluye PAMI),52,3109,3451,6560,Entre Ríos
4502,Obra social (incluye PAMI),53,3244,3671,6915,Entre Ríos
4503,Obra social (incluye PAMI),54,2941,3725,6666,Entre Ríos
4504,Obra social (incluye PAMI),55,3253,3794,7047,Entre Ríos
4505,Obra social (incluye PAMI),56,3050,3469,6519,Entre Ríos
4506,Obra social (incluye PAMI),57,3037,3602,6639,Entre Ríos
4507,Obra social (incluye PAMI),58,2825,3389,6214,Entre Ríos
4508,Obra social (incluye PAMI),59,2677,3444,6121,Entre Ríos
4509,Obra social (incluye PAMI),60,2794,3736,6530,Entre Ríos
4510,Obra social (incluye PAMI),61,2689,4315,7004,Entre Ríos
4511,Obra social (incluye PAMI),62,2677,4323,7000,Entre Ríos
4512,Obra social (incluye PAMI),63,2635,4553,7188,Entre Ríos
4513,Obra social (incluye PAMI),64,2521,4310,6831,Entre Ríos
4514,Obra social (incluye PAMI),65,3094,4621,7715,Entre Ríos
4515,Obra social (incluye PAMI),66,3276,3986,7262,Entre Ríos
4516,Obra social (incluye PAMI),67,3252,3847,7099,Entre Ríos
4517,Obra social (incluye PAMI),68,3158,3969,7127,Entre Ríos
4518,Obra social (incluye PAMI),69,3086,3501,6587,Entre Ríos
4519,Obra social (incluye PAMI),70,3131,4174,7305,Entre Ríos
4520,Obra social (incluye PAMI),71,2670,3730,6400,Entre Ríos
4521,Obra social (incluye PAMI),72,2542,3342,5884,Entre Ríos
4522,Obra social (incluye PAMI),73,2256,3351,5607,Entre Ríos
4523,Obra social (incluye PAMI),74,2312,3046,5358,Entre Ríos
4524,Obra social (incluye PAMI),75,2064,3093,5157,Entre Ríos
4525,Obra social (incluye PAMI),76,1893,2704,4597,Entre Ríos
4526,Obra social (incluye PAMI),77,1816,2771,4587,Entre Ríos
4527,Obra social (incluye PAMI),78,1642,2910,4552,Entre Ríos
4528,Obra social (incluye PAMI),79,1562,2504,4066,Entre Ríos
4529,Obra social (incluye PAMI),80,1417,2504,3921,Entre Ríos
4530,Obra social (incluye PAMI),81,1088,2202,3290,Entre Ríos
4531,Obra social (incluye PAMI),82,984,2178,3162,Entre Ríos
4532,Obra social (incluye PAMI),83,829,1942,2771,Entre Ríos
4533,Obra social (incluye PAMI),84,717,1698,2415,Entre Ríos
4534,Obra social (incluye PAMI),85,671,1438,2109,Entre Ríos
4535,Obra social (incluye PAMI),86,507,1167,1674,Entre Ríos
4536,Obra social (incluye PAMI),87,378,1075,1453,Entre Ríos
4537,Obra social (incluye PAMI),88,371,881,1252,Entre Ríos
4538,Obra social (incluye PAMI),89,378,874,1252,Entre Ríos
4539,Obra social (incluye PAMI),90,237,743,980,Entre Ríos
4540,Obra social (incluye PAMI),91,183,578,761,Entre Ríos
4541,Obra social (incluye PAMI),92,183,380,563,Entre Ríos
4542,Obra social (incluye PAMI),93,77,334,411,Entre Ríos
4543,Obra social (incluye PAMI),94,71,192,263,Entre Ríos
4544,Obra social (incluye PAMI),95,40,181,221,Entre Ríos
4545,Obra social (incluye PAMI),96,34,157,191,Entre Ríos
4546,Obra social (incluye PAMI),97,18,100,118,Entre Ríos
4547,Obra social (incluye PAMI),98,13,55,68,Entre Ríos
4548,Obra social (incluye PAMI),99,8,50,58,Entre Ríos
4549,Obra social (incluye PAMI),100,6,45,51,Entre Ríos
4550,Obra social (incluye PAMI),101,6,23,29,Entre Ríos
4551,Obra social (incluye PAMI),102,2,4,6,Entre Ríos
4552,Obra social (incluye PAMI),104,-,4,4,Entre Ríos
4553,Obra social (incluye PAMI),105,-,2,2,Entre Ríos
4554,Obra social (incluye PAMI),110,-,1,1,Entre Ríos
4556,Prepaga a través de obra social,,Varón,Mujer,Total,Entre Ríos
4557,Prepaga a través de obra social,0,585,555,1140,Entre Ríos
4558,Prepaga a través de obra social,1,608,582,1190,Entre Ríos
4559,Prepaga a través de obra social,2,609,637,1246,Entre Ríos
4560,Prepaga a través de obra social,3,625,636,1261,Entre Ríos
4561,Prepaga a través de obra social,4,617,649,1266,Entre Ríos
4562,Prepaga a través de obra social,5,740,597,1337,Entre Ríos
4563,Prepaga a través de obra social,6,797,660,1457,Entre Ríos
4564,Prepaga a través de obra social,7,617,793,1410,Entre Ríos
4565,Prepaga a través de obra social,8,743,675,1418,Entre Ríos
4566,Prepaga a través de obra social,9,616,669,1285,Entre Ríos
4567,Prepaga a través de obra social,10,617,725,1342,Entre Ríos
4568,Prepaga a través de obra social,11,630,615,1245,Entre Ríos
4569,Prepaga a través de obra social,12,689,638,1327,Entre Ríos
4570,Prepaga a través de obra social,13,610,686,1296,Entre Ríos
4571,Prepaga a través de obra social,14,712,624,1336,Entre Ríos
4572,Prepaga a través de obra social,15,549,679,1228,Entre Ríos
4573,Prepaga a través de obra social,16,651,554,1205,Entre Ríos
4574,Prepaga a través de obra social,17,621,547,1168,Entre Ríos
4575,Prepaga a través de obra social,18,609,592,1201,Entre Ríos
4576,Prepaga a través de obra social,19,538,574,1112,Entre Ríos
4577,Prepaga a través de obra social,20,577,631,1208,Entre Ríos
4578,Prepaga a través de obra social,21,511,455,966,Entre Ríos
4579,Prepaga a través de obra social,22,498,490,988,Entre Ríos
4580,Prepaga a través de obra social,23,566,539,1105,Entre Ríos
4581,Prepaga a través de obra social,24,515,540,1055,Entre Ríos
4582,Prepaga a través de obra social,25,641,635,1276,Entre Ríos
4583,Prepaga a través de obra social,26,570,612,1182,Entre Ríos
4584,Prepaga a través de obra social,27,619,571,1190,Entre Ríos
4585,Prepaga a través de obra social,28,604,620,1224,Entre Ríos
4586,Prepaga a través de obra social,29,577,693,1270,Entre Ríos
4587,Prepaga a través de obra social,30,769,670,1439,Entre Ríos
4588,Prepaga a través de obra social,31,626,651,1277,Entre Ríos
4589,Prepaga a través de obra social,32,718,654,1372,Entre Ríos
4590,Prepaga a través de obra social,33,705,783,1488,Entre Ríos
4591,Prepaga a través de obra social,34,666,692,1358,Entre Ríos
4592,Prepaga a través de obra social,35,649,672,1321,Entre Ríos
4593,Prepaga a través de obra social,36,568,592,1160,Entre Ríos
4594,Prepaga a través de obra social,37,588,643,1231,Entre Ríos
4595,Prepaga a través de obra social,38,632,651,1283,Entre Ríos
4596,Prepaga a través de obra social,39,659,540,1199,Entre Ríos
4597,Prepaga a través de obra social,40,691,664,1355,Entre Ríos
4598,Prepaga a través de obra social,41,566,444,1010,Entre Ríos
4599,Prepaga a través de obra social,42,582,517,1099,Entre Ríos
4600,Prepaga a través de obra social,43,437,514,951,Entre Ríos
4601,Prepaga a través de obra social,44,478,440,918,Entre Ríos
4602,Prepaga a través de obra social,45,479,539,1018,Entre Ríos
4603,Prepaga a través de obra social,46,504,504,1008,Entre Ríos
4604,Prepaga a través de obra social,47,546,500,1046,Entre Ríos
4605,Prepaga a través de obra social,48,468,466,934,Entre Ríos
4606,Prepaga a través de obra social,49,544,524,1068,Entre Ríos
4607,Prepaga a través de obra social,50,575,436,1011,Entre Ríos
4608,Prepaga a través de obra social,51,434,384,818,Entre Ríos
4609,Prepaga a través de obra social,52,446,417,863,Entre Ríos
4610,Prepaga a través de obra social,53,496,464,960,Entre Ríos
4611,Prepaga a través de obra social,54,397,493,890,Entre Ríos
4612,Prepaga a través de obra social,55,416,411,827,Entre Ríos
4613,Prepaga a través de obra social,56,331,399,730,Entre Ríos
4614,Prepaga a través de obra social,57,479,419,898,Entre Ríos
4615,Prepaga a través de obra social,58,335,278,613,Entre Ríos
4616,Prepaga a través de obra social,59,349,304,653,Entre Ríos
4617,Prepaga a través de obra social,60,418,328,746,Entre Ríos
4618,Prepaga a través de obra social,61,331,220,551,Entre Ríos
4619,Prepaga a través de obra social,62,308,190,498,Entre Ríos
4620,Prepaga a través de obra social,63,310,147,457,Entre Ríos
4621,Prepaga a través de obra social,64,260,146,406,Entre Ríos
4622,Prepaga a través de obra social,65,257,120,377,Entre Ríos
4623,Prepaga a través de obra social,66,131,81,212,Entre Ríos
4624,Prepaga a través de obra social,67,128,74,202,Entre Ríos
4625,Prepaga a través de obra social,68,116,106,222,Entre Ríos
4626,Prepaga a través de obra social,69,45,48,93,Entre Ríos
4627,Prepaga a través de obra social,70,47,102,149,Entre Ríos
4628,Prepaga a través de obra social,71,53,66,119,Entre Ríos
4629,Prepaga a través de obra social,72,43,76,119,Entre Ríos
4630,Prepaga a través de obra social,73,81,69,150,Entre Ríos
4631,Prepaga a través de obra social,74,52,59,111,Entre Ríos
4632,Prepaga a través de obra social,75,30,42,72,Entre Ríos
4633,Prepaga a través de obra social,76,22,42,64,Entre Ríos
4634,Prepaga a través de obra social,77,15,64,79,Entre Ríos
4635,Prepaga a través de obra social,78,51,66,117,Entre Ríos
4636,Prepaga a través de obra social,79,30,49,79,Entre Ríos
4637,Prepaga a través de obra social,80,54,27,81,Entre Ríos
4638,Prepaga a través de obra social,81,24,26,50,Entre Ríos
4639,Prepaga a través de obra social,82,17,33,50,Entre Ríos
4640,Prepaga a través de obra social,83,4,43,47,Entre Ríos
4641,Prepaga a través de obra social,84,18,10,28,Entre Ríos
4642,Prepaga a través de obra social,85,18,20,38,Entre Ríos
4643,Prepaga a través de obra social,86,4,8,12,Entre Ríos
4644,Prepaga a través de obra social,87,13,14,27,Entre Ríos
4645,Prepaga a través de obra social,88,21,9,30,Entre Ríos
4646,Prepaga a través de obra social,89,13,16,29,Entre Ríos
4647,Prepaga a través de obra social,90,2,11,13,Entre Ríos
4648,Prepaga a través de obra social,91,2,1,3,Entre Ríos
4649,Prepaga a través de obra social,92,-,18,18,Entre Ríos
4650,Prepaga a través de obra social,93,-,2,2,Entre Ríos
4651,Prepaga a través de obra social,94,1,1,2,Entre Ríos
4652,Prepaga a través de obra social,95,1,1,2,Entre Ríos
4653,Prepaga a través de obra social,96,-,2,2,Entre Ríos
4654,Prepaga a través de obra social,101,1,-,1,Entre Ríos
4656,Prepaga sólo por contratación voluntaria,,Varón,Mujer,Total,Entre Ríos
4657,Prepaga sólo por contratación voluntaria,0,348,285,633,Entre Ríos
4658,Prepaga sólo por contratación voluntaria,1,465,318,783,Entre Ríos
4659,Prepaga sólo por contratación voluntaria,2,406,377,783,Entre Ríos
4660,Prepaga sólo por contratación voluntaria,3,286,286,572,Entre Ríos
4661,Prepaga sólo por contratación voluntaria,4,358,397,755,Entre Ríos
4662,Prepaga sólo por contratación voluntaria,5,412,315,727,Entre Ríos
4663,Prepaga sólo por contratación voluntaria,6,334,320,654,Entre Ríos
4664,Prepaga sólo por contratación voluntaria,7,354,324,678,Entre Ríos
4665,Prepaga sólo por contratación voluntaria,8,386,358,744,Entre Ríos
4666,Prepaga sólo por contratación voluntaria,9,395,349,744,Entre Ríos
4667,Prepaga sólo por contratación voluntaria,10,441,332,773,Entre Ríos
4668,Prepaga sólo por contratación voluntaria,11,414,369,783,Entre Ríos
4669,Prepaga sólo por contratación voluntaria,12,309,408,717,Entre Ríos
4670,Prepaga sólo por contratación voluntaria,13,327,327,654,Entre Ríos
4671,Prepaga sólo por contratación voluntaria,14,408,322,730,Entre Ríos
4672,Prepaga sólo por contratación voluntaria,15,341,350,691,Entre Ríos
4673,Prepaga sólo por contratación voluntaria,16,371,275,646,Entre Ríos
4674,Prepaga sólo por contratación voluntaria,17,331,263,594,Entre Ríos
4675,Prepaga sólo por contratación voluntaria,18,311,350,661,Entre Ríos
4676,Prepaga sólo por contratación voluntaria,19,330,358,688,Entre Ríos
4677,Prepaga sólo por contratación voluntaria,20,329,307,636,Entre Ríos
4678,Prepaga sólo por contratación voluntaria,21,387,348,735,Entre Ríos
4679,Prepaga sólo por contratación voluntaria,22,320,381,701,Entre Ríos
4680,Prepaga sólo por contratación voluntaria,23,321,314,635,Entre Ríos
4681,Prepaga sólo por contratación voluntaria,24,303,355,658,Entre Ríos
4682,Prepaga sólo por contratación voluntaria,25,365,295,660,Entre Ríos
4683,Prepaga sólo por contratación voluntaria,26,352,364,716,Entre Ríos
4684,Prepaga sólo por contratación voluntaria,27,325,489,814,Entre Ríos
4685,Prepaga sólo por contratación voluntaria,28,417,392,809,Entre Ríos
4686,Prepaga sólo por contratación voluntaria,29,378,497,875,Entre Ríos
4687,Prepaga sólo por contratación voluntaria,30,397,422,819,Entre Ríos
4688,Prepaga sólo por contratación voluntaria,31,395,516,911,Entre Ríos
4689,Prepaga sólo por contratación voluntaria,32,486,414,900,Entre Ríos
4690,Prepaga sólo por contratación voluntaria,33,389,419,808,Entre Ríos
4691,Prepaga sólo por contratación voluntaria,34,348,476,824,Entre Ríos
4692,Prepaga sólo por contratación voluntaria,35,462,393,855,Entre Ríos
4693,Prepaga sólo por contratación voluntaria,36,424,329,753,Entre Ríos
4694,Prepaga sólo por contratación voluntaria,37,403,381,784,Entre Ríos
4695,Prepaga sólo por contratación voluntaria,38,417,404,821,Entre Ríos
4696,Prepaga sólo por contratación voluntaria,39,325,373,698,Entre Ríos
4697,Prepaga sólo por contratación voluntaria,40,430,320,750,Entre Ríos
4698,Prepaga sólo por contratación voluntaria,41,334,292,626,Entre Ríos
4699,Prepaga sólo por contratación voluntaria,42,375,336,711,Entre Ríos
4700,Prepaga sólo por contratación voluntaria,43,292,304,596,Entre Ríos
4701,Prepaga sólo por contratación voluntaria,44,275,333,608,Entre Ríos
4702,Prepaga sólo por contratación voluntaria,45,407,283,690,Entre Ríos
4703,Prepaga sólo por contratación voluntaria,46,326,371,697,Entre Ríos
4704,Prepaga sólo por contratación voluntaria,47,352,367,719,Entre Ríos
4705,Prepaga sólo por contratación voluntaria,48,342,368,710,Entre Ríos
4706,Prepaga sólo por contratación voluntaria,49,350,374,724,Entre Ríos
4707,Prepaga sólo por contratación voluntaria,50,337,323,660,Entre Ríos
4708,Prepaga sólo por contratación voluntaria,51,376,346,722,Entre Ríos
4709,Prepaga sólo por contratación voluntaria,52,362,369,731,Entre Ríos
4710,Prepaga sólo por contratación voluntaria,53,325,434,759,Entre Ríos
4711,Prepaga sólo por contratación voluntaria,54,349,431,780,Entre Ríos
4712,Prepaga sólo por contratación voluntaria,55,381,346,727,Entre Ríos
4713,Prepaga sólo por contratación voluntaria,56,347,302,649,Entre Ríos
4714,Prepaga sólo por contratación voluntaria,57,349,317,666,Entre Ríos
4715,Prepaga sólo por contratación voluntaria,58,337,326,663,Entre Ríos
4716,Prepaga sólo por contratación voluntaria,59,372,327,699,Entre Ríos
4717,Prepaga sólo por contratación voluntaria,60,334,265,599,Entre Ríos
4718,Prepaga sólo por contratación voluntaria,61,305,191,496,Entre Ríos
