,cobertura,edad,varon,mujer,total,provincia
8414,Prepaga sólo por contratación voluntaria,69,19,25,44,Misiones
8415,Prepaga sólo por contratación voluntaria,70,6,3,9,Misiones
8416,Prepaga sólo por contratación voluntaria,71,17,15,32,Misiones
8417,Prepaga sólo por contratación voluntaria,72,20,6,26,Misiones
8418,Prepaga sólo por contratación voluntaria,73,6,3,9,Misiones
8419,Prepaga sólo por contratación voluntaria,74,25,5,30,Misiones
8420,Prepaga sólo por contratación voluntaria,75,13,13,26,Misiones
8421,Prepaga sólo por contratación voluntaria,76,3,5,8,Misiones
8422,Prepaga sólo por contratación voluntaria,77,5,15,20,Misiones
8423,Prepaga sólo por contratación voluntaria,78,13,1,14,Misiones
8424,Prepaga sólo por contratación voluntaria,79,2,1,3,Misiones
8425,Prepaga sólo por contratación voluntaria,80,2,10,12,Misiones
8426,Prepaga sólo por contratación voluntaria,81,2,2,4,Misiones
8427,Prepaga sólo por contratación voluntaria,82,1,2,3,Misiones
8428,Prepaga sólo por contratación voluntaria,83,-,1,1,Misiones
8429,Prepaga sólo por contratación voluntaria,86,1,1,2,Misiones
8430,Prepaga sólo por contratación voluntaria,87,2,1,3,Misiones
8431,Prepaga sólo por contratación voluntaria,89,-,14,14,Misiones
8432,Prepaga sólo por contratación voluntaria,92,1,-,1,Misiones
8433,Prepaga sólo por contratación voluntaria,93,-,1,1,Misiones
8434,Prepaga sólo por contratación voluntaria,94,10,-,10,Misiones
8436,Programas o planes estatales de salud,,Varón,Mujer,Total,Misiones
8437,Programas o planes estatales de salud,0,1104,1204,2308,Misiones
8438,Programas o planes estatales de salud,1,1052,1028,2080,Misiones
8439,Programas o planes estatales de salud,2,1010,964,1974,Misiones
8440,Programas o planes estatales de salud,3,967,896,1863,Misiones
8441,Programas o planes estatales de salud,4,853,807,1660,Misiones
8442,Programas o planes estatales de salud,5,837,807,1644,Misiones
8443,Programas o planes estatales de salud,6,695,682,1377,Misiones
8444,Programas o planes estatales de salud,7,597,587,1184,Misiones
8445,Programas o planes estatales de salud,8,623,502,1125,Misiones
8446,Programas o planes estatales de salud,9,508,470,978,Misiones
8447,Programas o planes estatales de salud,10,615,570,1185,Misiones
8448,Programas o planes estatales de salud,11,530,562,1092,Misiones
8449,Programas o planes estatales de salud,12,596,493,1089,Misiones
8450,Programas o planes estatales de salud,13,562,632,1194,Misiones
8451,Programas o planes estatales de salud,14,586,615,1201,Misiones
8452,Programas o planes estatales de salud,15,629,528,1157,Misiones
8453,Programas o planes estatales de salud,16,560,597,1157,Misiones
8454,Programas o planes estatales de salud,17,480,467,947,Misiones
8455,Programas o planes estatales de salud,18,430,412,842,Misiones
8456,Programas o planes estatales de salud,19,372,424,796,Misiones
8457,Programas o planes estatales de salud,20,309,396,705,Misiones
8458,Programas o planes estatales de salud,21,218,285,503,Misiones
8459,Programas o planes estatales de salud,22,191,238,429,Misiones
8460,Programas o planes estatales de salud,23,172,270,442,Misiones
8461,Programas o planes estatales de salud,24,125,388,513,Misiones
8462,Programas o planes estatales de salud,25,163,364,527,Misiones
8463,Programas o planes estatales de salud,26,202,286,488,Misiones
8464,Programas o planes estatales de salud,27,205,373,578,Misiones
8465,Programas o planes estatales de salud,28,156,304,460,Misiones
8466,Programas o planes estatales de salud,29,191,373,564,Misiones
8467,Programas o planes estatales de salud,30,197,342,539,Misiones
8468,Programas o planes estatales de salud,31,192,319,511,Misiones
8469,Programas o planes estatales de salud,32,217,326,543,Misiones
8470,Programas o planes estatales de salud,33,216,339,555,Misiones
8471,Programas o planes estatales de salud,34,175,315,490,Misiones
8472,Programas o planes estatales de salud,35,235,308,543,Misiones
8473,Programas o planes estatales de salud,36,151,317,468,Misiones
8474,Programas o planes estatales de salud,37,197,307,504,Misiones
8475,Programas o planes estatales de salud,38,235,399,634,Misiones
8476,Programas o planes estatales de salud,39,199,312,511,Misiones
8477,Programas o planes estatales de salud,40,221,354,575,Misiones
8478,Programas o planes estatales de salud,41,282,255,537,Misiones
8479,Programas o planes estatales de salud,42,204,275,479,Misiones
8480,Programas o planes estatales de salud,43,223,340,563,Misiones
8481,Programas o planes estatales de salud,44,176,360,536,Misiones
8482,Programas o planes estatales de salud,45,199,309,508,Misiones
8483,Programas o planes estatales de salud,46,264,285,549,Misiones
8484,Programas o planes estatales de salud,47,219,329,548,Misiones
8485,Programas o planes estatales de salud,48,262,351,613,Misiones
8486,Programas o planes estatales de salud,49,271,326,597,Misiones
8487,Programas o planes estatales de salud,50,246,344,590,Misiones
8488,Programas o planes estatales de salud,51,198,318,516,Misiones
8489,Programas o planes estatales de salud,52,154,241,395,Misiones
8490,Programas o planes estatales de salud,53,226,291,517,Misiones
8491,Programas o planes estatales de salud,54,220,347,567,Misiones
8492,Programas o planes estatales de salud,55,224,322,546,Misiones
8493,Programas o planes estatales de salud,56,159,281,440,Misiones
8494,Programas o planes estatales de salud,57,192,300,492,Misiones
8495,Programas o planes estatales de salud,58,185,311,496,Misiones
8496,Programas o planes estatales de salud,59,243,240,483,Misiones
8497,Programas o planes estatales de salud,60,213,285,498,Misiones
8498,Programas o planes estatales de salud,61,216,184,400,Misiones
8499,Programas o planes estatales de salud,62,148,170,318,Misiones
8500,Programas o planes estatales de salud,63,201,129,330,Misiones
8501,Programas o planes estatales de salud,64,164,95,259,Misiones
8502,Programas o planes estatales de salud,65,138,69,207,Misiones
8503,Programas o planes estatales de salud,66,73,67,140,Misiones
8504,Programas o planes estatales de salud,67,48,97,145,Misiones
8505,Programas o planes estatales de salud,68,50,61,111,Misiones
8506,Programas o planes estatales de salud,69,42,65,107,Misiones
8507,Programas o planes estatales de salud,70,42,84,126,Misiones
8508,Programas o planes estatales de salud,71,22,51,73,Misiones
8509,Programas o planes estatales de salud,72,24,58,82,Misiones
8510,Programas o planes estatales de salud,73,26,25,51,Misiones
8511,Programas o planes estatales de salud,74,50,42,92,Misiones
8512,Programas o planes estatales de salud,75,23,43,66,Misiones
8513,Programas o planes estatales de salud,76,24,52,76,Misiones
8514,Programas o planes estatales de salud,77,11,20,31,Misiones
8515,Programas o planes estatales de salud,78,13,23,36,Misiones
8516,Programas o planes estatales de salud,79,14,11,25,Misiones
8517,Programas o planes estatales de salud,80,15,24,39,Misiones
8518,Programas o planes estatales de salud,81,17,37,54,Misiones
8519,Programas o planes estatales de salud,82,11,15,26,Misiones
8520,Programas o planes estatales de salud,83,13,19,32,Misiones
8521,Programas o planes estatales de salud,84,7,6,13,Misiones
8522,Programas o planes estatales de salud,85,7,29,36,Misiones
8523,Programas o planes estatales de salud,86,1,8,9,Misiones
8524,Programas o planes estatales de salud,87,-,4,4,Misiones
8525,Programas o planes estatales de salud,88,7,11,18,Misiones
8526,Programas o planes estatales de salud,89,3,26,29,Misiones
8527,Programas o planes estatales de salud,90,4,9,13,Misiones
8528,Programas o planes estatales de salud,91,4,4,8,Misiones
8529,Programas o planes estatales de salud,92,2,4,6,Misiones
8530,Programas o planes estatales de salud,93,1,2,3,Misiones
8531,Programas o planes estatales de salud,94,1,5,6,Misiones
8532,Programas o planes estatales de salud,95,1,1,2,Misiones
8533,Programas o planes estatales de salud,96,-,11,11,Misiones
8534,Programas o planes estatales de salud,97,-,1,1,Misiones
8535,Programas o planes estatales de salud,98,-,1,1,Misiones
8536,Programas o planes estatales de salud,103,-,1,1,Misiones
8537,Programas o planes estatales de salud,106,-,1,1,Misiones
8539,"No tiene obra social, prepaga o plan estatal",,Varón,Mujer,Total,Misiones
8540,"No tiene obra social, prepaga o plan estatal",0,6516,6234,12750,Misiones
8541,"No tiene obra social, prepaga o plan estatal",1,5745,5467,11212,Misiones
8542,"No tiene obra social, prepaga o plan estatal",2,5515,5409,10924,Misiones
8543,"No tiene obra social, prepaga o plan estatal",3,5060,5220,10280,Misiones
8544,"No tiene obra social, prepaga o plan estatal",4,5424,5247,10671,Misiones
8545,"No tiene obra social, prepaga o plan estatal",5,5440,4928,10368,Misiones
8546,"No tiene obra social, prepaga o plan estatal",6,5699,5609,11308,Misiones
8547,"No tiene obra social, prepaga o plan estatal",7,6050,5647,11697,Misiones
8548,"No tiene obra social, prepaga o plan estatal",8,6085,5897,11982,Misiones
8549,"No tiene obra social, prepaga o plan estatal",9,6203,6076,12279,Misiones
8550,"No tiene obra social, prepaga o plan estatal",10,6680,6384,13064,Misiones
8551,"No tiene obra social, prepaga o plan estatal",11,6341,6258,12599,Misiones
8552,"No tiene obra social, prepaga o plan estatal",12,6300,6095,12395,Misiones
8553,"No tiene obra social, prepaga o plan estatal",13,5821,5854,11675,Misiones
8554,"No tiene obra social, prepaga o plan estatal",14,6720,6466,13186,Misiones
8555,"No tiene obra social, prepaga o plan estatal",15,6336,6121,12457,Misiones
8556,"No tiene obra social, prepaga o plan estatal",16,5870,5578,11448,Misiones
8557,"No tiene obra social, prepaga o plan estatal",17,5818,5699,11517,Misiones
8558,"No tiene obra social, prepaga o plan estatal",18,5948,5692,11640,Misiones
8559,"No tiene obra social, prepaga o plan estatal",19,5810,6142,11952,Misiones
8560,"No tiene obra social, prepaga o plan estatal",20,5302,5147,10449,Misiones
8561,"No tiene obra social, prepaga o plan estatal",21,5378,5156,10534,Misiones
8562,"No tiene obra social, prepaga o plan estatal",22,5304,5354,10658,Misiones
8563,"No tiene obra social, prepaga o plan estatal",23,5299,4588,9887,Misiones
8564,"No tiene obra social, prepaga o plan estatal",24,4877,4692,9569,Misiones
8565,"No tiene obra social, prepaga o plan estatal",25,4527,4125,8652,Misiones
8566,"No tiene obra social, prepaga o plan estatal",26,4265,3911,8176,Misiones
8567,"No tiene obra social, prepaga o plan estatal",27,3913,4076,7989,Misiones
8568,"No tiene obra social, prepaga o plan estatal",28,4219,4014,8233,Misiones
8569,"No tiene obra social, prepaga o plan estatal",29,3819,3611,7430,Misiones
8570,"No tiene obra social, prepaga o plan estatal",30,3997,3626,7623,Misiones
8571,"No tiene obra social, prepaga o plan estatal",31,3153,3222,6375,Misiones
8572,"No tiene obra social, prepaga o plan estatal",32,3414,3273,6687,Misiones
8573,"No tiene obra social, prepaga o plan estatal",33,3066,3187,6253,Misiones
8574,"No tiene obra social, prepaga o plan estatal",34,2849,2753,5602,Misiones
8575,"No tiene obra social, prepaga o plan estatal",35,3033,2934,5967,Misiones
8576,"No tiene obra social, prepaga o plan estatal",36,2790,2643,5433,Misiones
8577,"No tiene obra social, prepaga o plan estatal",37,2515,2509,5024,Misiones
8578,"No tiene obra social, prepaga o plan estatal",38,2689,2562,5251,Misiones
8579,"No tiene obra social, prepaga o plan estatal",39,2409,2409,4818,Misiones
8580,"No tiene obra social, prepaga o plan estatal",40,2566,2436,5002,Misiones
8581,"No tiene obra social, prepaga o plan estatal",41,2176,2035,4211,Misiones
8582,"No tiene obra social, prepaga o plan estatal",42,2209,2045,4254,Misiones
8583,"No tiene obra social, prepaga o plan estatal",43,2285,2079,4364,Misiones
8584,"No tiene obra social, prepaga o plan estatal",44,2082,2127,4209,Misiones
8585,"No tiene obra social, prepaga o plan estatal",45,2421,2075,4496,Misiones
8586,"No tiene obra social, prepaga o plan estatal",46,2216,1992,4208,Misiones
8587,"No tiene obra social, prepaga o plan estatal",47,2058,2107,4165,Misiones
8588,"No tiene obra social, prepaga o plan estatal",48,2206,1995,4201,Misiones
8589,"No tiene obra social, prepaga o plan estatal",49,2046,1869,3915,Misiones
8590,"No tiene obra social, prepaga o plan estatal",50,2317,1790,4107,Misiones
8591,"No tiene obra social, prepaga o plan estatal",51,1947,1703,3650,Misiones
8592,"No tiene obra social, prepaga o plan estatal",52,1938,1680,3618,Misiones
8593,"No tiene obra social, prepaga o plan estatal",53,2125,1772,3897,Misiones
8594,"No tiene obra social, prepaga o plan estatal",54,1854,1423,3277,Misiones
8595,"No tiene obra social, prepaga o plan estatal",55,2043,1417,3460,Misiones
8596,"No tiene obra social, prepaga o plan estatal",56,1840,1331,3171,Misiones
8597,"No tiene obra social, prepaga o plan estatal",57,1611,1378,2989,Misiones
8598,"No tiene obra social, prepaga o plan estatal",58,1659,1273,2932,Misiones
8599,"No tiene obra social, prepaga o plan estatal",59,1476,1073,2549,Misiones
8600,"No tiene obra social, prepaga o plan estatal",60,1512,1069,2581,Misiones
8601,"No tiene obra social, prepaga o plan estatal",61,1155,787,1942,Misiones
8602,"No tiene obra social, prepaga o plan estatal",62,1211,655,1866,Misiones
8603,"No tiene obra social, prepaga o plan estatal",63,1222,452,1674,Misiones
8604,"No tiene obra social, prepaga o plan estatal",64,1012,331,1343,Misiones
8605,"No tiene obra social, prepaga o plan estatal",65,898,300,1198,Misiones
8606,"No tiene obra social, prepaga o plan estatal",66,405,202,607,Misiones
8607,"No tiene obra social, prepaga o plan estatal",67,287,213,500,Misiones
8608,"No tiene obra social, prepaga o plan estatal",68,266,162,428,Misiones
8609,"No tiene obra social, prepaga o plan estatal",69,202,141,343,Misiones
8610,"No tiene obra social, prepaga o plan estatal",70,247,283,530,Misiones
8611,"No tiene obra social, prepaga o plan estatal",71,156,150,306,Misiones
8612,"No tiene obra social, prepaga o plan estatal",72,165,153,318,Misiones
8613,"No tiene obra social, prepaga o plan estatal",73,147,138,285,Misiones
8614,"No tiene obra social, prepaga o plan estatal",74,161,138,299,Misiones
8615,"No tiene obra social, prepaga o plan estatal",75,136,171,307,Misiones
8616,"No tiene obra social, prepaga o plan estatal",76,90,102,192,Misiones
8617,"No tiene obra social, prepaga o plan estatal",77,100,155,255,Misiones
8618,"No tiene obra social, prepaga o plan estatal",78,113,99,212,Misiones
8619,"No tiene obra social, prepaga o plan estatal",79,83,97,180,Misiones
8620,"No tiene obra social, prepaga o plan estatal",80,80,118,198,Misiones
8621,"No tiene obra social, prepaga o plan estatal",81,62,67,129,Misiones
8622,"No tiene obra social, prepaga o plan estatal",82,56,73,129,Misiones
8623,"No tiene obra social, prepaga o plan estatal",83,55,82,137,Misiones
8624,"No tiene obra social, prepaga o plan estatal",84,60,85,145,Misiones
8625,"No tiene obra social, prepaga o plan estatal",85,38,46,84,Misiones
8626,"No tiene obra social, prepaga o plan estatal",86,27,33,60,Misiones
8627,"No tiene obra social, prepaga o plan estatal",87,24,32,56,Misiones
8628,"No tiene obra social, prepaga o plan estatal",88,24,43,67,Misiones
8629,"No tiene obra social, prepaga o plan estatal",89,10,31,41,Misiones
8630,"No tiene obra social, prepaga o plan estatal",90,29,42,71,Misiones
8631,"No tiene obra social, prepaga o plan estatal",91,4,33,37,Misiones
8632,"No tiene obra social, prepaga o plan estatal",92,8,11,19,Misiones
8633,"No tiene obra social, prepaga o plan estatal",93,20,12,32,Misiones
8634,"No tiene obra social, prepaga o plan estatal",94,4,10,14,Misiones
8635,"No tiene obra social, prepaga o plan estatal",95,7,11,18,Misiones
8636,"No tiene obra social, prepaga o plan estatal",96,10,5,15,Misiones
8637,"No tiene obra social, prepaga o plan estatal",97,1,13,14,Misiones
8638,"No tiene obra social, prepaga o plan estatal",98,4,4,8,Misiones
8639,"No tiene obra social, prepaga o plan estatal",99,1,5,6,Misiones
8640,"No tiene obra social, prepaga o plan estatal",100,2,3,5,Misiones
8641,"No tiene obra social, prepaga o plan estatal",101,1,4,5,Misiones
8642,"No tiene obra social, prepaga o plan estatal",102,11,-,11,Misiones
8643,"No tiene obra social, prepaga o plan estatal",103,1,1,2,Misiones
8644,"No tiene obra social, prepaga o plan estatal",104,-,11,11,Misiones
8645,"No tiene obra social, prepaga o plan estatal",105,-,3,3,Misiones
8646,"No tiene obra social, prepaga o plan estatal",106,1,-,1,Misiones
8647,"No tiene obra social, prepaga o plan estatal",108,-,1,1,Misiones
8648,"No tiene obra social, prepaga o plan estatal",110,3,2,5,Misiones
8763,AREA # 58,Neuquén,,,,Neuquén
8764,AREA # 58,,,,,Neuquén
8765,Cobertura de salud,Edad,Sexo,,,Neuquén
8766,Obra social (incluye PAMI),,Varón,Mujer,Total,Neuquén
8767,Obra social (incluye PAMI),0,2072,2199,4271,Neuquén
8768,Obra social (incluye PAMI),1,2465,2265,4730,Neuquén
8769,Obra social (incluye PAMI),2,2392,2373,4765,Neuquén
8770,Obra social (incluye PAMI),3,2407,2094,4501,Neuquén
8771,Obra social (incluye PAMI),4,2311,2344,4655,Neuquén
8772,Obra social (incluye PAMI),5,2408,2111,4519,Neuquén
8773,Obra social (incluye PAMI),6,2336,2095,4431,Neuquén
8774,Obra social (incluye PAMI),7,2035,2282,4317,Neuquén
8775,Obra social (incluye PAMI),8,2453,2270,4723,Neuquén
8776,Obra social (incluye PAMI),9,2611,2072,4683,Neuquén
8777,Obra social (incluye PAMI),10,2670,2287,4957,Neuquén
8778,Obra social (incluye PAMI),11,2868,2416,5284,Neuquén
8779,Obra social (incluye PAMI),12,2480,2289,4769,Neuquén
8780,Obra social (incluye PAMI),13,2711,2576,5287,Neuquén
8781,Obra social (incluye PAMI),14,2719,2498,5217,Neuquén
8782,Obra social (incluye PAMI),15,2753,2770,5523,Neuquén
8783,Obra social (incluye PAMI),16,2721,2917,5638,Neuquén
8784,Obra social (incluye PAMI),17,2859,2737,5596,Neuquén
8785,Obra social (incluye PAMI),18,2372,2568,4940,Neuquén
8786,Obra social (incluye PAMI),19,2151,2287,4438,Neuquén
8787,Obra social (incluye PAMI),20,1890,1821,3711,Neuquén
8788,Obra social (incluye PAMI),21,1631,1529,3160,Neuquén
8789,Obra social (incluye PAMI),22,1733,1528,3261,Neuquén
8790,Obra social (incluye PAMI),23,1742,1491,3233,Neuquén
8791,Obra social (incluye PAMI),24,1595,1958,3553,Neuquén
8792,Obra social (incluye PAMI),25,1783,1769,3552,Neuquén
8793,Obra social (incluye PAMI),26,1639,1816,3455,Neuquén
8794,Obra social (incluye PAMI),27,1938,2110,4048,Neuquén
8795,Obra social (incluye PAMI),28,2164,2261,4425,Neuquén
8796,Obra social (incluye PAMI),29,1919,2257,4176,Neuquén
8797,Obra social (incluye PAMI),30,2312,2371,4683,Neuquén
8798,Obra social (incluye PAMI),31,2136,2445,4581,Neuquén
8799,Obra social (incluye PAMI),32,2192,2367,4559,Neuquén
8800,Obra social (incluye PAMI),33,2196,2506,4702,Neuquén
8801,Obra social (incluye PAMI),34,1991,2142,4133,Neuquén
8802,Obra social (incluye PAMI),35,2057,2290,4347,Neuquén
8803,Obra social (incluye PAMI),36,1841,2284,4125,Neuquén
8804,Obra social (incluye PAMI),37,1928,2316,4244,Neuquén
8805,Obra social (incluye PAMI),38,2092,2248,4340,Neuquén
8806,Obra social (incluye PAMI),39,1856,2081,3937,Neuquén
8807,Obra social (incluye PAMI),40,1872,2188,4060,Neuquén
8808,Obra social (incluye PAMI),41,1722,2003,3725,Neuquén
8809,Obra social (incluye PAMI),42,1567,1996,3563,Neuquén
8810,Obra social (incluye PAMI),43,1573,1803,3376,Neuquén
8811,Obra social (incluye PAMI),44,1705,1934,3639,Neuquén
8812,Obra social (incluye PAMI),45,1581,2052,3633,Neuquén
8813,Obra social (incluye PAMI),46,1813,2153,3966,Neuquén
8814,Obra social (incluye PAMI),47,1787,1969,3756,Neuquén
8815,Obra social (incluye PAMI),48,1537,1807,3344,Neuquén
8816,Obra social (incluye PAMI),49,1533,1533,3066,Neuquén
8817,Obra social (incluye PAMI),50,1455,1588,3043,Neuquén
8818,Obra social (incluye PAMI),51,1297,1624,2921,Neuquén
8819,Obra social (incluye PAMI),52,1381,1426,2807,Neuquén
8820,Obra social (incluye PAMI),53,1316,1323,2639,Neuquén
8821,Obra social (incluye PAMI),54,1294,1745,3039,Neuquén
8822,Obra social (incluye PAMI),55,1232,1236,2468,Neuquén
8823,Obra social (incluye PAMI),56,1218,1316,2534,Neuquén
8824,Obra social (incluye PAMI),57,1188,1327,2515,Neuquén
8825,Obra social (incluye PAMI),58,1107,1444,2551,Neuquén
8826,Obra social (incluye PAMI),59,1085,1408,2493,Neuquén
8827,Obra social (incluye PAMI),60,1144,1370,2514,Neuquén
8828,Obra social (incluye PAMI),61,884,1327,2211,Neuquén
8829,Obra social (incluye PAMI),62,900,1426,2326,Neuquén
8830,Obra social (incluye PAMI),63,927,1261,2188,Neuquén
8831,Obra social (incluye PAMI),64,924,1247,2171,Neuquén
8832,Obra social (incluye PAMI),65,961,1314,2275,Neuquén
8833,Obra social (incluye PAMI),66,861,1143,2004,Neuquén
8834,Obra social (incluye PAMI),67,961,974,1935,Neuquén
8835,Obra social (incluye PAMI),68,911,994,1905,Neuquén
8836,Obra social (incluye PAMI),69,831,1039,1870,Neuquén
8837,Obra social (incluye PAMI),70,969,1021,1990,Neuquén
8838,Obra social (incluye PAMI),71,698,822,1520,Neuquén
8839,Obra social (incluye PAMI),72,710,867,1577,Neuquén
8840,Obra social (incluye PAMI),73,586,866,1452,Neuquén
8841,Obra social (incluye PAMI),74,606,711,1317,Neuquén
8842,Obra social (incluye PAMI),75,552,821,1373,Neuquén
8843,Obra social (incluye PAMI),76,476,740,1216,Neuquén
8844,Obra social (incluye PAMI),77,500,660,1160,Neuquén
8845,Obra social (incluye PAMI),78,414,679,1093,Neuquén
8846,Obra social (incluye PAMI),79,444,481,925,Neuquén
8847,Obra social (incluye PAMI),80,375,631,1006,Neuquén
8848,Obra social (incluye PAMI),81,277,445,722,Neuquén
8849,Obra social (incluye PAMI),82,238,469,707,Neuquén
8850,Obra social (incluye PAMI),83,182,356,538,Neuquén
8851,Obra social (incluye PAMI),84,136,370,506,Neuquén
8852,Obra social (incluye PAMI),85,155,301,456,Neuquén
8853,Obra social (incluye PAMI),86,146,251,397,Neuquén
8854,Obra social (incluye PAMI),87,147,273,420,Neuquén
8855,Obra social (incluye PAMI),88,78,229,307,Neuquén
8856,Obra social (incluye PAMI),89,60,182,242,Neuquén
8857,Obra social (incluye PAMI),90,36,168,204,Neuquén
8858,Obra social (incluye PAMI),91,42,128,170,Neuquén
8859,Obra social (incluye PAMI),92,33,57,90,Neuquén
8860,Obra social (incluye PAMI),93,26,66,92,Neuquén
8861,Obra social (incluye PAMI),94,22,41,63,Neuquén
8862,Obra social (incluye PAMI),95,22,32,54,Neuquén
8863,Obra social (incluye PAMI),96,9,28,37,Neuquén
8864,Obra social (incluye PAMI),97,2,18,20,Neuquén
8865,Obra social (incluye PAMI),98,3,17,20,Neuquén
8866,Obra social (incluye PAMI),99,2,14,16,Neuquén
8867,Obra social (incluye PAMI),100,1,4,5,Neuquén
8868,Obra social (incluye PAMI),101,-,5,5,Neuquén
8869,Obra social (incluye PAMI),102,-,1,1,Neuquén
8870,Obra social (incluye PAMI),103,1,-,1,Neuquén
8871,Obra social (incluye PAMI),104,-,2,2,Neuquén
8872,Obra social (incluye PAMI),105,-,1,1,Neuquén
8873,Obra social (incluye PAMI),108,-,1,1,Neuquén
8874,Obra social (incluye PAMI),109,-,1,1,Neuquén
8876,Prepaga a través de obra social,,Varón,Mujer,Total,Neuquén
8877,Prepaga a través de obra social,0,483,447,930,Neuquén
8878,Prepaga a través de obra social,1,494,561,1055,Neuquén
8879,Prepaga a través de obra social,2,538,592,1130,Neuquén
8880,Prepaga a través de obra social,3,552,549,1101,Neuquén
8881,Prepaga a través de obra social,4,541,576,1117,Neuquén
8882,Prepaga a través de obra social,5,533,733,1266,Neuquén
8883,Prepaga a través de obra social,6,548,518,1066,Neuquén
8884,Prepaga a través de obra social,7,493,421,914,Neuquén
8885,Prepaga a través de obra social,8,546,515,1061,Neuquén
8886,Prepaga a través de obra social,9,495,421,916,Neuquén
8887,Prepaga a través de obra social,10,557,513,1070,Neuquén
8888,Prepaga a través de obra social,11,524,463,987,Neuquén
8889,Prepaga a través de obra social,12,511,475,986,Neuquén
8890,Prepaga a través de obra social,13,546,501,1047,Neuquén
8891,Prepaga a través de obra social,14,502,480,982,Neuquén
8892,Prepaga a través de obra social,15,560,425,985,Neuquén
8893,Prepaga a través de obra social,16,491,424,915,Neuquén
8894,Prepaga a través de obra social,17,513,511,1024,Neuquén
8895,Prepaga a través de obra social,18,355,485,840,Neuquén
8896,Prepaga a través de obra social,19,374,401,775,Neuquén
8897,Prepaga a través de obra social,20,455,370,825,Neuquén
8898,Prepaga a través de obra social,21,379,313,692,Neuquén
8899,Prepaga a través de obra social,22,334,390,724,Neuquén
8900,Prepaga a través de obra social,23,465,476,941,Neuquén
8901,Prepaga a través de obra social,24,435,459,894,Neuquén
8902,Prepaga a través de obra social,25,625,500,1125,Neuquén
8903,Prepaga a través de obra social,26,507,461,968,Neuquén
8904,Prepaga a través de obra social,27,500,491,991,Neuquén
8905,Prepaga a través de obra social,28,554,657,1211,Neuquén
8906,Prepaga a través de obra social,29,690,610,1300,Neuquén
8907,Prepaga a través de obra social,30,587,574,1161,Neuquén
8908,Prepaga a través de obra social,31,664,627,1291,Neuquén
8909,Prepaga a través de obra social,32,597,593,1190,Neuquén
8910,Prepaga a través de obra social,33,637,691,1328,Neuquén
8911,Prepaga a través de obra social,34,600,571,1171,Neuquén
8912,Prepaga a través de obra social,35,659,675,1334,Neuquén
8913,Prepaga a través de obra social,36,572,470,1042,Neuquén
8914,Prepaga a través de obra social,37,567,453,1020,Neuquén
8915,Prepaga a través de obra social,38,505,526,1031,Neuquén
8916,Prepaga a través de obra social,39,393,464,857,Neuquén
8917,Prepaga a través de obra social,40,509,440,949,Neuquén
8918,Prepaga a través de obra social,41,446,440,886,Neuquén
8919,Prepaga a través de obra social,42,381,375,756,Neuquén
8920,Prepaga a través de obra social,43,387,370,757,Neuquén
8921,Prepaga a través de obra social,44,379,298,677,Neuquén
8922,Prepaga a través de obra social,45,353,365,718,Neuquén
8923,Prepaga a través de obra social,46,368,429,797,Neuquén
8924,Prepaga a través de obra social,47,354,340,694,Neuquén
8925,Prepaga a través de obra social,48,364,302,666,Neuquén
8926,Prepaga a través de obra social,49,333,322,655,Neuquén
8927,Prepaga a través de obra social,50,337,326,663,Neuquén
8928,Prepaga a través de obra social,51,333,293,626,Neuquén
8929,Prepaga a través de obra social,52,214,237,451,Neuquén
8930,Prepaga a través de obra social,53,273,329,602,Neuquén
8931,Prepaga a través de obra social,54,366,277,643,Neuquén
8932,Prepaga a través de obra social,55,301,228,529,Neuquén
8933,Prepaga a través de obra social,56,195,230,425,Neuquén
8934,Prepaga a través de obra social,57,238,309,547,Neuquén
8935,Prepaga a través de obra social,58,162,172,334,Neuquén
8936,Prepaga a través de obra social,59,220,182,402,Neuquén
8937,Prepaga a través de obra social,60,209,161,370,Neuquén
8938,Prepaga a través de obra social,61,152,104,256,Neuquén
8939,Prepaga a través de obra social,62,133,94,227,Neuquén
8940,Prepaga a través de obra social,63,115,78,193,Neuquén
8941,Prepaga a través de obra social,64,138,128,266,Neuquén
8942,Prepaga a través de obra social,65,104,110,214,Neuquén
8943,Prepaga a través de obra social,66,80,75,155,Neuquén
8944,Prepaga a través de obra social,67,89,52,141,Neuquén
8945,Prepaga a través de obra social,68,44,59,103,Neuquén
8946,Prepaga a través de obra social,69,84,36,120,Neuquén
8947,Prepaga a través de obra social,70,38,29,67,Neuquén
8948,Prepaga a través de obra social,71,33,59,92,Neuquén
8949,Prepaga a través de obra social,72,47,23,70,Neuquén
8950,Prepaga a través de obra social,73,32,42,74,Neuquén
8951,Prepaga a través de obra social,74,30,29,59,Neuquén
8952,Prepaga a través de obra social,75,25,52,77,Neuquén
8953,Prepaga a través de obra social,76,37,37,74,Neuquén
8954,Prepaga a través de obra social,77,16,23,39,Neuquén
8955,Prepaga a través de obra social,78,8,17,25,Neuquén
8956,Prepaga a través de obra social,79,12,11,23,Neuquén
8957,Prepaga a través de obra social,80,26,23,49,Neuquén
8958,Prepaga a través de obra social,81,10,9,19,Neuquén
8959,Prepaga a través de obra social,82,8,5,13,Neuquén
8960,Prepaga a través de obra social,83,6,39,45,Neuquén
8961,Prepaga a través de obra social,84,7,5,12,Neuquén
8962,Prepaga a través de obra social,85,2,8,10,Neuquén
