,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
3337,2,9,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3338,54,1,1,Menor de 15,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
3339,22,1,1,15 a 19,Sin especificar,Sin especificar,Sin especificar,17
3340,54,1,2,Menor de 15,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
3341,6,1,1,40 a 44,Sin especificar,Sin especificar,Sin especificar,4
3342,22,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
3343,70,1,1,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,17
3344,90,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,43
3345,6,9,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Sin especificar,1
3346,14,1,2,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3347,54,1,1,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,146
3348,30,1,2,15 a 19,37 a 41,Sin especificar,2500 gramos y más,2
3349,22,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,30
3350,86,2,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3351,38,1,2,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3352,6,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,407
3353,10,1,2,35 a 39,Sin especificar,Sin especificar,2500 gramos y más,1
3354,82,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
3355,14,1,2,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3356,82,1,2,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,21
3357,6,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,42
3358,38,2,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
3359,2,2,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3360,82,1,2,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,14
3361,18,2,2,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,1
3362,50,2,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3363,2,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
3364,6,1,1,Sin especificar,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3365,14,2,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,6
3366,38,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
3367,2,2,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,17
3368,94,1,1,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3369,6,2,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,2
3370,2,2,1,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
3371,18,1,1,15 a 19,Sin especificar,Sin especificar,2500 gramos y más,24
3372,34,1,2,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2
3373,14,2,1,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3374,18,1,1,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
3375,22,9,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1
3376,66,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
3377,14,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,84
3378,38,1,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3379,90,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,1
3380,82,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
3381,18,2,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3382,62,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,19
3383,62,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,104
3384,82,2,1,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
3385,50,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,33
3386,22,1,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,828
3387,18,1,2,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
3388,14,1,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,46
3389,78,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
3390,90,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,31
3391,2,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,6
3392,38,1,1,30 a 34,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3393,6,1,2,De 45 y más,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
3394,86,1,2,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3395,99,1,1,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
3396,18,1,1,25 a 29,37 a 41,Sin especificar,2500 gramos y más,134
3397,86,1,1,20 a 24,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,7
3398,26,1,2,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,50
3399,66,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
3400,66,1,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7
3401,2,1,2,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
3402,6,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,60
3403,70,1,1,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
3404,10,1,2,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3405,50,1,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,32
3406,42,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
3407,26,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3408,26,1,2,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
3409,6,9,2,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
3410,30,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3411,6,2,1,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6
3412,66,1,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,135
3413,34,1,2,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
3414,26,2,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
3415,38,2,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
3416,78,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3417,14,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,113
3418,30,2,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3419,30,2,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
3420,58,1,1,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3421,6,1,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,161
3422,50,1,2,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
3423,38,1,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
3424,70,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,66
3425,14,1,2,Menor de 15,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3426,14,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,33
3427,66,1,1,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,5
3428,14,2,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3429,82,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,46
3430,2,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,594
3431,6,1,2,20 a 24,24 a 27,Sin especificar,Menos de 2500 gramos,4
3432,14,2,1,30 a 34,37 a 41,Sin especificar,2500 gramos y más,3
3433,26,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,274
3434,2,1,2,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3435,2,1,2,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3436,58,1,2,De 45 y más,37 a 41,Sin especificar,2500 gramos y más,1
3437,2,2,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
3438,58,1,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,268
3439,74,1,2,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1
3440,10,1,2,15 a 19,Sin especificar,Sin especificar,2500 gramos y más,1
3441,14,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,17
3442,94,2,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3443,26,1,2,15 a 19,37 a 41,Sin especificar,2500 gramos y más,2
3444,58,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
3445,14,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,6
3446,82,1,1,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,3
3447,46,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3448,90,1,2,15 a 19,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3449,50,2,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
3450,86,1,2,Sin especificar,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3451,46,1,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,214
3452,50,1,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
3453,86,1,2,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,11
3454,70,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,188
3455,86,1,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3456,22,1,1,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,22
3457,6,1,2,35 a 39,37 a 41,Sin especificar,Sin especificar,5
3458,6,1,1,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,14
3459,74,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4
3460,14,1,2,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3461,30,1,2,30 a 34,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3462,70,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3463,86,2,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3464,18,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16
3465,14,1,1,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
3466,18,1,2,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3467,58,2,1,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3468,58,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,12
3469,34,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
3470,78,1,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3471,94,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
3472,62,1,1,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3473,14,2,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
3474,86,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,86
3475,42,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3476,98,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,10
3477,2,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,18
3478,6,1,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,4
3479,86,1,1,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,3
3480,30,1,1,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,8
3481,22,1,2,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,12
3482,34,1,2,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
3483,22,2,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3484,58,1,1,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
3485,18,1,1,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3486,18,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,18
3487,14,1,2,35 a 39,37 a 41,Sin especificar,2500 gramos y más,154
3488,94,1,2,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,5
3489,14,2,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11
3490,50,1,1,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
3491,18,1,2,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,26
3492,6,2,2,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,5
3493,74,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
3494,50,1,1,40 a 44,37 a 41,Sin especificar,2500 gramos y más,1
3495,10,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
3496,18,2,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3497,2,1,2,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,15
3498,26,1,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,14
3499,18,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3500,6,1,1,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3501,6,2,2,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3502,18,1,1,25 a 29,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3503,38,1,1,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
3504,50,2,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
3505,78,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,137
3506,6,1,2,40 a 44,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,20
3507,86,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3508,38,1,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3
3509,54,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
3510,54,1,1,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,76
3511,30,1,2,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
3512,30,1,1,15 a 19,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3513,14,1,2,35 a 39,24 a 27,Sin especificar,Menos de 2500 gramos,1
3514,46,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2
3515,30,1,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,22
3516,46,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,9
3517,50,2,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1
3518,14,9,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3519,6,2,2,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,3
3520,14,1,2,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
3521,34,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,346
3522,30,1,2,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3523,2,1,1,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,7
3524,74,2,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3525,78,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,6
3526,74,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3527,74,1,1,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,1
3528,18,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,2
3529,22,1,1,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,33
3530,66,1,2,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
3531,86,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,26
3532,10,1,1,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3533,70,2,1,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
3534,34,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,12
3535,94,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,29
3536,14,2,2,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
3537,46,1,2,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3538,62,1,2,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3539,50,1,1,25 a 29,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3540,22,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,4
3541,90,1,1,20 a 24,24 a 27,Sin especificar,Menos de 2500 gramos,1
3542,6,1,1,25 a 29,28 a 31,Sin especificar,Sin especificar,1
3543,6,1,2,30 a 34,37 a 41,Sin especificar,Sin especificar,16
3544,66,2,1,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
3545,14,2,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7
3546,38,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3547,74,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3548,18,1,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
3549,10,1,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
3550,34,2,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
3551,6,2,2,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
3552,22,2,2,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
3553,6,1,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,30
3554,90,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,120
3555,54,1,1,15 a 19,37 a 41,Sin especificar,Sin especificar,1
3556,2,1,1,25 a 29,37 a 41,Sin especificar,2500 gramos y más,34
3557,58,1,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,20
3558,50,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,36
3559,30,1,2,40 a 44,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3560,14,1,1,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
3561,22,2,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
3562,2,1,2,20 a 24,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,7
3563,14,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
3564,10,1,2,25 a 29,Menos de 22,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
3565,22,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,20
3566,74,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3567,6,9,2,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
3568,78,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
3569,54,1,2,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
3570,66,1,1,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
3571,6,1,1,Sin especificar,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,13
3572,2,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5
3573,30,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,71
3574,58,1,1,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
3575,58,2,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3576,86,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
3577,18,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,3
3578,30,1,2,40 a 44,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
3579,58,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,281
3580,2,1,2,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
3581,6,1,2,Sin especificar,32 a 36,Sin especificar,Menos de 2500 gramos,13
3582,22,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,714
3583,86,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,17
3584,10,1,2,35 a 39,42 y más,Sin especificar,2500 gramos y más,1
3585,42,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,70
3586,62,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,280
3587,6,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,239
3588,34,2,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
3589,6,2,2,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
3590,6,2,1,15 a 19,32 a 36,Sin especificar,2500 gramos y más,1
3591,62,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
3592,42,1,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5
3593,14,1,1,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,11
3594,42,1,2,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
3595,54,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,15
3596,14,2,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,13
3597,38,1,2,15 a 19,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
