,cobertura,edad,varon,mujer,total,provincia_id
8030,Programas o planes estatales de salud,20,129,99,228,74
8031,Programas o planes estatales de salud,21,111,106,217,74
8032,Programas o planes estatales de salud,22,153,144,297,74
8033,Programas o planes estatales de salud,23,174,133,307,74
8034,Programas o planes estatales de salud,24,180,159,339,74
8035,Programas o planes estatales de salud,25,216,162,378,74
8036,Programas o planes estatales de salud,26,206,146,352,74
8037,Programas o planes estatales de salud,27,204,153,357,74
8038,Programas o planes estatales de salud,28,216,171,387,74
8039,Programas o planes estatales de salud,29,290,152,442,74
8040,Programas o planes estatales de salud,30,193,197,390,74
8041,Programas o planes estatales de salud,31,229,165,394,74
8042,Programas o planes estatales de salud,32,212,163,375,74
8043,Programas o planes estatales de salud,33,239,171,410,74
8044,Programas o planes estatales de salud,34,236,140,376,74
8045,Programas o planes estatales de salud,35,256,180,436,74
8046,Programas o planes estatales de salud,36,262,194,456,74
8047,Programas o planes estatales de salud,37,283,202,485,74
8048,Programas o planes estatales de salud,38,298,213,511,74
8049,Programas o planes estatales de salud,39,304,227,531,74
8050,Programas o planes estatales de salud,40,325,223,548,74
8051,Programas o planes estatales de salud,41,297,196,493,74
8052,Programas o planes estatales de salud,42,305,247,552,74
8053,Programas o planes estatales de salud,43,302,225,527,74
8054,Programas o planes estatales de salud,44,288,220,508,74
8055,Programas o planes estatales de salud,45,265,225,490,74
8056,Programas o planes estatales de salud,46,298,170,468,74
8057,Programas o planes estatales de salud,47,250,171,421,74
8058,Programas o planes estatales de salud,48,248,184,432,74
8059,Programas o planes estatales de salud,49,258,159,417,74
8060,Programas o planes estatales de salud,50,248,167,415,74
8061,Programas o planes estatales de salud,51,249,172,421,74
8062,Programas o planes estatales de salud,52,228,168,396,74
8063,Programas o planes estatales de salud,53,213,168,381,74
8064,Programas o planes estatales de salud,54,228,169,397,74
8065,Programas o planes estatales de salud,55,195,152,347,74
8066,Programas o planes estatales de salud,56,222,152,374,74
8067,Programas o planes estatales de salud,57,216,135,351,74
8068,Programas o planes estatales de salud,58,224,167,391,74
8069,Programas o planes estatales de salud,59,223,154,377,74
8070,Programas o planes estatales de salud,60,208,145,353,74
8071,Programas o planes estatales de salud,61,152,122,274,74
8072,Programas o planes estatales de salud,62,114,153,267,74
8073,Programas o planes estatales de salud,63,114,113,227,74
8074,Programas o planes estatales de salud,64,96,127,223,74
8075,Programas o planes estatales de salud,65,72,104,176,74
8076,Programas o planes estatales de salud,66,56,65,121,74
8077,Programas o planes estatales de salud,67,44,48,92,74
8078,Programas o planes estatales de salud,68,41,55,96,74
8079,Programas o planes estatales de salud,69,34,44,78,74
8080,Programas o planes estatales de salud,70,36,29,65,74
8081,Programas o planes estatales de salud,71,25,31,56,74
8082,Programas o planes estatales de salud,72,37,29,66,74
8083,Programas o planes estatales de salud,73,23,23,46,74
8084,Programas o planes estatales de salud,74,34,32,66,74
8085,Programas o planes estatales de salud,75,32,12,44,74
8086,Programas o planes estatales de salud,76,29,13,42,74
8087,Programas o planes estatales de salud,77,17,16,33,74
8088,Programas o planes estatales de salud,78,14,12,26,74
8089,Programas o planes estatales de salud,79,18,9,27,74
8090,Programas o planes estatales de salud,80,17,19,36,74
8091,Programas o planes estatales de salud,81,10,10,20,74
8092,Programas o planes estatales de salud,82,18,8,26,74
8093,Programas o planes estatales de salud,83,13,12,25,74
8094,Programas o planes estatales de salud,84,5,4,9,74
8095,Programas o planes estatales de salud,85,9,7,16,74
8096,Programas o planes estatales de salud,86,10,5,15,74
8097,Programas o planes estatales de salud,87,7,6,13,74
8098,Programas o planes estatales de salud,88,5,3,8,74
8099,Programas o planes estatales de salud,89,7,-,7,74
8100,Programas o planes estatales de salud,90,7,1,8,74
8101,Programas o planes estatales de salud,91,4,6,10,74
8102,Programas o planes estatales de salud,92,4,1,5,74
8103,Programas o planes estatales de salud,93,2,-,2,74
8104,Programas o planes estatales de salud,94,1,1,2,74
8105,Programas o planes estatales de salud,95,1,-,1,74
8106,Programas o planes estatales de salud,96,2,1,3,74
8107,Programas o planes estatales de salud,98,1,-,1,74
8108,Programas o planes estatales de salud,99,1,-,1,74
8109,Programas o planes estatales de salud,100,1,-,1,74
8111,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,74
8112,"No tiene obra social, prepaga ni plan estatal",0,1446,1471,2917,74
8113,"No tiene obra social, prepaga ni plan estatal",1,1394,1480,2874,74
8114,"No tiene obra social, prepaga ni plan estatal",2,1442,1479,2921,74
8115,"No tiene obra social, prepaga ni plan estatal",3,1577,1633,3210,74
8116,"No tiene obra social, prepaga ni plan estatal",4,1663,1717,3380,74
8117,"No tiene obra social, prepaga ni plan estatal",5,1527,1743,3270,74
8118,"No tiene obra social, prepaga ni plan estatal",6,1737,1788,3525,74
8119,"No tiene obra social, prepaga ni plan estatal",7,1716,1810,3526,74
8120,"No tiene obra social, prepaga ni plan estatal",8,1661,1787,3448,74
8121,"No tiene obra social, prepaga ni plan estatal",9,1602,1718,3320,74
8122,"No tiene obra social, prepaga ni plan estatal",10,1643,1675,3318,74
8123,"No tiene obra social, prepaga ni plan estatal",11,1738,1735,3473,74
8124,"No tiene obra social, prepaga ni plan estatal",12,1806,1650,3456,74
8125,"No tiene obra social, prepaga ni plan estatal",13,1788,1832,3620,74
8126,"No tiene obra social, prepaga ni plan estatal",14,1695,1793,3488,74
8127,"No tiene obra social, prepaga ni plan estatal",15,1780,1764,3544,74
8128,"No tiene obra social, prepaga ni plan estatal",16,1733,1744,3477,74
8129,"No tiene obra social, prepaga ni plan estatal",17,1865,1869,3734,74
8130,"No tiene obra social, prepaga ni plan estatal",18,2185,2501,4686,74
8131,"No tiene obra social, prepaga ni plan estatal",19,2349,2433,4782,74
8132,"No tiene obra social, prepaga ni plan estatal",20,2195,2543,4738,74
8133,"No tiene obra social, prepaga ni plan estatal",21,2628,2875,5503,74
8134,"No tiene obra social, prepaga ni plan estatal",22,2747,2943,5690,74
8135,"No tiene obra social, prepaga ni plan estatal",23,2601,2579,5180,74
8136,"No tiene obra social, prepaga ni plan estatal",24,2572,2654,5226,74
8137,"No tiene obra social, prepaga ni plan estatal",25,2608,2589,5197,74
8138,"No tiene obra social, prepaga ni plan estatal",26,2620,2607,5227,74
8139,"No tiene obra social, prepaga ni plan estatal",27,2580,2454,5034,74
8140,"No tiene obra social, prepaga ni plan estatal",28,2201,2219,4420,74
8141,"No tiene obra social, prepaga ni plan estatal",29,2150,2095,4245,74
8142,"No tiene obra social, prepaga ni plan estatal",30,2175,2157,4332,74
8143,"No tiene obra social, prepaga ni plan estatal",31,1925,1920,3845,74
8144,"No tiene obra social, prepaga ni plan estatal",32,1702,1793,3495,74
8145,"No tiene obra social, prepaga ni plan estatal",33,1597,1679,3276,74
8146,"No tiene obra social, prepaga ni plan estatal",34,1515,1533,3048,74
8147,"No tiene obra social, prepaga ni plan estatal",35,1405,1543,2948,74
8148,"No tiene obra social, prepaga ni plan estatal",36,1285,1389,2674,74
8149,"No tiene obra social, prepaga ni plan estatal",37,1074,1261,2335,74
8150,"No tiene obra social, prepaga ni plan estatal",38,1178,1286,2464,74
8151,"No tiene obra social, prepaga ni plan estatal",39,1145,1412,2557,74
8152,"No tiene obra social, prepaga ni plan estatal",40,1209,1432,2641,74
8153,"No tiene obra social, prepaga ni plan estatal",41,1209,1216,2425,74
8154,"No tiene obra social, prepaga ni plan estatal",42,1246,1332,2578,74
8155,"No tiene obra social, prepaga ni plan estatal",43,1212,1415,2627,74
8156,"No tiene obra social, prepaga ni plan estatal",44,1128,1349,2477,74
8157,"No tiene obra social, prepaga ni plan estatal",45,1122,1284,2406,74
8158,"No tiene obra social, prepaga ni plan estatal",46,1009,1215,2224,74
8159,"No tiene obra social, prepaga ni plan estatal",47,986,1196,2182,74
8160,"No tiene obra social, prepaga ni plan estatal",48,988,1090,2078,74
8161,"No tiene obra social, prepaga ni plan estatal",49,858,1164,2022,74
8162,"No tiene obra social, prepaga ni plan estatal",50,991,1181,2172,74
8163,"No tiene obra social, prepaga ni plan estatal",51,919,1037,1956,74
8164,"No tiene obra social, prepaga ni plan estatal",52,869,977,1846,74
8165,"No tiene obra social, prepaga ni plan estatal",53,738,968,1706,74
8166,"No tiene obra social, prepaga ni plan estatal",54,711,914,1625,74
8167,"No tiene obra social, prepaga ni plan estatal",55,756,932,1688,74
8168,"No tiene obra social, prepaga ni plan estatal",56,698,923,1621,74
8169,"No tiene obra social, prepaga ni plan estatal",57,725,917,1642,74
8170,"No tiene obra social, prepaga ni plan estatal",58,705,890,1595,74
8171,"No tiene obra social, prepaga ni plan estatal",59,645,815,1460,74
8172,"No tiene obra social, prepaga ni plan estatal",60,602,785,1387,74
8173,"No tiene obra social, prepaga ni plan estatal",61,424,697,1121,74
8174,"No tiene obra social, prepaga ni plan estatal",62,356,675,1031,74
8175,"No tiene obra social, prepaga ni plan estatal",63,252,657,909,74
8176,"No tiene obra social, prepaga ni plan estatal",64,160,622,782,74
8177,"No tiene obra social, prepaga ni plan estatal",65,116,468,584,74
8178,"No tiene obra social, prepaga ni plan estatal",66,57,207,264,74
8179,"No tiene obra social, prepaga ni plan estatal",67,53,181,234,74
8180,"No tiene obra social, prepaga ni plan estatal",68,51,113,164,74
8181,"No tiene obra social, prepaga ni plan estatal",69,32,96,128,74
8182,"No tiene obra social, prepaga ni plan estatal",70,37,63,100,74
8183,"No tiene obra social, prepaga ni plan estatal",71,28,36,64,74
8184,"No tiene obra social, prepaga ni plan estatal",72,37,46,83,74
8185,"No tiene obra social, prepaga ni plan estatal",73,38,28,66,74
8186,"No tiene obra social, prepaga ni plan estatal",74,37,30,67,74
8187,"No tiene obra social, prepaga ni plan estatal",75,23,24,47,74
8188,"No tiene obra social, prepaga ni plan estatal",76,23,22,45,74
8189,"No tiene obra social, prepaga ni plan estatal",77,10,28,38,74
8190,"No tiene obra social, prepaga ni plan estatal",78,14,15,29,74
8191,"No tiene obra social, prepaga ni plan estatal",79,13,11,24,74
8192,"No tiene obra social, prepaga ni plan estatal",80,15,16,31,74
8193,"No tiene obra social, prepaga ni plan estatal",81,9,13,22,74
8194,"No tiene obra social, prepaga ni plan estatal",82,8,13,21,74
8195,"No tiene obra social, prepaga ni plan estatal",83,11,8,19,74
8196,"No tiene obra social, prepaga ni plan estatal",84,8,9,17,74
8197,"No tiene obra social, prepaga ni plan estatal",85,5,8,13,74
8198,"No tiene obra social, prepaga ni plan estatal",86,11,4,15,74
8199,"No tiene obra social, prepaga ni plan estatal",87,9,7,16,74
8200,"No tiene obra social, prepaga ni plan estatal",88,14,4,18,74
8201,"No tiene obra social, prepaga ni plan estatal",89,7,9,16,74
8202,"No tiene obra social, prepaga ni plan estatal",90,10,6,16,74
8203,"No tiene obra social, prepaga ni plan estatal",91,8,3,11,74
8204,"No tiene obra social, prepaga ni plan estatal",92,5,5,10,74
8205,"No tiene obra social, prepaga ni plan estatal",93,5,7,12,74
8206,"No tiene obra social, prepaga ni plan estatal",94,7,2,9,74
8207,"No tiene obra social, prepaga ni plan estatal",95,6,4,10,74
8208,"No tiene obra social, prepaga ni plan estatal",96,1,1,2,74
8209,"No tiene obra social, prepaga ni plan estatal",97,6,5,11,74
8210,"No tiene obra social, prepaga ni plan estatal",98,2,2,4,74
8211,"No tiene obra social, prepaga ni plan estatal",99,3,2,5,74
8212,"No tiene obra social, prepaga ni plan estatal",102,1,-,1,74
8328,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,78
8329,Obra social o prepaga (incluye PAMI),0,1108,1199,2307,78
8330,Obra social o prepaga (incluye PAMI),1,1345,1259,2604,78
8331,Obra social o prepaga (incluye PAMI),2,1589,1577,3166,78
8332,Obra social o prepaga (incluye PAMI),3,1656,1848,3504,78
8333,Obra social o prepaga (incluye PAMI),4,1969,2031,4000,78
8334,Obra social o prepaga (incluye PAMI),5,2170,2202,4372,78
8335,Obra social o prepaga (incluye PAMI),6,2248,2301,4549,78
8336,Obra social o prepaga (incluye PAMI),7,2277,2240,4517,78
8337,Obra social o prepaga (incluye PAMI),8,2214,2363,4577,78
8338,Obra social o prepaga (incluye PAMI),9,2259,2257,4516,78
8339,Obra social o prepaga (incluye PAMI),10,2266,2326,4592,78
8340,Obra social o prepaga (incluye PAMI),11,2358,2366,4724,78
8341,Obra social o prepaga (incluye PAMI),12,2406,2410,4816,78
8342,Obra social o prepaga (incluye PAMI),13,2294,2550,4844,78
8343,Obra social o prepaga (incluye PAMI),14,2291,2292,4583,78
8344,Obra social o prepaga (incluye PAMI),15,2266,2332,4598,78
8345,Obra social o prepaga (incluye PAMI),16,2311,2321,4632,78
8346,Obra social o prepaga (incluye PAMI),17,2188,2170,4358,78
8347,Obra social o prepaga (incluye PAMI),18,1728,1917,3645,78
8348,Obra social o prepaga (incluye PAMI),19,1418,1538,2956,78
8349,Obra social o prepaga (incluye PAMI),20,1403,1323,2726,78
8350,Obra social o prepaga (incluye PAMI),21,1069,1124,2193,78
8351,Obra social o prepaga (incluye PAMI),22,1145,1036,2181,78
8352,Obra social o prepaga (incluye PAMI),23,1086,1133,2219,78
8353,Obra social o prepaga (incluye PAMI),24,1219,1196,2415,78
8354,Obra social o prepaga (incluye PAMI),25,1420,1294,2714,78
8355,Obra social o prepaga (incluye PAMI),26,1504,1433,2937,78
8356,Obra social o prepaga (incluye PAMI),27,1641,1570,3211,78
8357,Obra social o prepaga (incluye PAMI),28,1719,1691,3410,78
8358,Obra social o prepaga (incluye PAMI),29,1913,1782,3695,78
8359,Obra social o prepaga (incluye PAMI),30,2081,1961,4042,78
8360,Obra social o prepaga (incluye PAMI),31,2224,1986,4210,78
8361,Obra social o prepaga (incluye PAMI),32,2205,1973,4178,78
8362,Obra social o prepaga (incluye PAMI),33,2101,2098,4199,78
8363,Obra social o prepaga (incluye PAMI),34,2145,2003,4148,78
8364,Obra social o prepaga (incluye PAMI),35,2295,2138,4433,78
8365,Obra social o prepaga (incluye PAMI),36,2223,2108,4331,78
8366,Obra social o prepaga (incluye PAMI),37,2122,2075,4197,78
8367,Obra social o prepaga (incluye PAMI),38,2126,2090,4216,78
8368,Obra social o prepaga (incluye PAMI),39,2193,2191,4384,78
8369,Obra social o prepaga (incluye PAMI),40,2209,2131,4340,78
8370,Obra social o prepaga (incluye PAMI),41,2090,2022,4112,78
8371,Obra social o prepaga (incluye PAMI),42,2242,2154,4396,78
8372,Obra social o prepaga (incluye PAMI),43,2125,2040,4165,78
8373,Obra social o prepaga (incluye PAMI),44,1943,1947,3890,78
8374,Obra social o prepaga (incluye PAMI),45,1882,1899,3781,78
8375,Obra social o prepaga (incluye PAMI),46,1830,1748,3578,78
8376,Obra social o prepaga (incluye PAMI),47,1871,1705,3576,78
8377,Obra social o prepaga (incluye PAMI),48,1572,1497,3069,78
8378,Obra social o prepaga (incluye PAMI),49,1529,1533,3062,78
8379,Obra social o prepaga (incluye PAMI),50,1533,1526,3059,78
8380,Obra social o prepaga (incluye PAMI),51,1484,1354,2838,78
8381,Obra social o prepaga (incluye PAMI),52,1394,1290,2684,78
8382,Obra social o prepaga (incluye PAMI),53,1399,1271,2670,78
8383,Obra social o prepaga (incluye PAMI),54,1321,1138,2459,78
8384,Obra social o prepaga (incluye PAMI),55,1198,1103,2301,78
8385,Obra social o prepaga (incluye PAMI),56,1227,1130,2357,78
8386,Obra social o prepaga (incluye PAMI),57,1321,1157,2478,78
8387,Obra social o prepaga (incluye PAMI),58,1187,1103,2290,78
8388,Obra social o prepaga (incluye PAMI),59,1250,1144,2394,78
8389,Obra social o prepaga (incluye PAMI),60,1086,1049,2135,78
8390,Obra social o prepaga (incluye PAMI),61,1097,965,2062,78
8391,Obra social o prepaga (incluye PAMI),62,1122,1036,2158,78
8392,Obra social o prepaga (incluye PAMI),63,1079,904,1983,78
8393,Obra social o prepaga (incluye PAMI),64,989,878,1867,78
8394,Obra social o prepaga (incluye PAMI),65,1103,896,1999,78
8395,Obra social o prepaga (incluye PAMI),66,942,842,1784,78
8396,Obra social o prepaga (incluye PAMI),67,965,828,1793,78
8397,Obra social o prepaga (incluye PAMI),68,932,790,1722,78
8398,Obra social o prepaga (incluye PAMI),69,857,745,1602,78
8399,Obra social o prepaga (incluye PAMI),70,707,656,1363,78
8400,Obra social o prepaga (incluye PAMI),71,674,576,1250,78
8401,Obra social o prepaga (incluye PAMI),72,683,562,1245,78
8402,Obra social o prepaga (incluye PAMI),73,625,501,1126,78
8403,Obra social o prepaga (incluye PAMI),74,575,453,1028,78
8404,Obra social o prepaga (incluye PAMI),75,548,413,961,78
8405,Obra social o prepaga (incluye PAMI),76,459,350,809,78
8406,Obra social o prepaga (incluye PAMI),77,485,359,844,78
8407,Obra social o prepaga (incluye PAMI),78,397,330,727,78
8408,Obra social o prepaga (incluye PAMI),79,452,267,719,78
8409,Obra social o prepaga (incluye PAMI),80,377,243,620,78
8410,Obra social o prepaga (incluye PAMI),81,309,238,547,78
8411,Obra social o prepaga (incluye PAMI),82,322,214,536,78
8412,Obra social o prepaga (incluye PAMI),83,253,179,432,78
8413,Obra social o prepaga (incluye PAMI),84,236,163,399,78
8414,Obra social o prepaga (incluye PAMI),85,205,113,318,78
8415,Obra social o prepaga (incluye PAMI),86,189,103,292,78
8416,Obra social o prepaga (incluye PAMI),87,151,92,243,78
8417,Obra social o prepaga (incluye PAMI),88,125,73,198,78
8418,Obra social o prepaga (incluye PAMI),89,110,58,168,78
8419,Obra social o prepaga (incluye PAMI),90,105,49,154,78
8420,Obra social o prepaga (incluye PAMI),91,73,33,106,78
8421,Obra social o prepaga (incluye PAMI),92,57,18,75,78
8422,Obra social o prepaga (incluye PAMI),93,44,21,65,78
8423,Obra social o prepaga (incluye PAMI),94,40,20,60,78
8424,Obra social o prepaga (incluye PAMI),95,23,15,38,78
8425,Obra social o prepaga (incluye PAMI),96,16,12,28,78
8426,Obra social o prepaga (incluye PAMI),97,20,3,23,78
8427,Obra social o prepaga (incluye PAMI),98,6,9,15,78
8428,Obra social o prepaga (incluye PAMI),99,8,7,15,78
8429,Obra social o prepaga (incluye PAMI),100,4,-,4,78
8430,Obra social o prepaga (incluye PAMI),101,2,1,3,78
8431,Obra social o prepaga (incluye PAMI),102,3,1,4,78
8432,Obra social o prepaga (incluye PAMI),103,-,1,1,78
8434,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,78
8435,Programas o planes estatales de salud,0,271,277,548,78
8436,Programas o planes estatales de salud,1,254,281,535,78
8437,Programas o planes estatales de salud,2,304,304,608,78
8438,Programas o planes estatales de salud,3,284,317,601,78
8439,Programas o planes estatales de salud,4,315,307,622,78
8440,Programas o planes estatales de salud,5,336,342,678,78
8441,Programas o planes estatales de salud,6,282,369,651,78
8442,Programas o planes estatales de salud,7,331,341,672,78
8443,Programas o planes estatales de salud,8,306,340,646,78
8444,Programas o planes estatales de salud,9,292,306,598,78
8445,Programas o planes estatales de salud,10,295,284,579,78
8446,Programas o planes estatales de salud,11,295,293,588,78
8447,Programas o planes estatales de salud,12,304,315,619,78
8448,Programas o planes estatales de salud,13,251,261,512,78
8449,Programas o planes estatales de salud,14,266,290,556,78
8450,Programas o planes estatales de salud,15,256,282,538,78
8451,Programas o planes estatales de salud,16,274,249,523,78
8452,Programas o planes estatales de salud,17,261,220,481,78
8453,Programas o planes estatales de salud,18,227,224,451,78
8454,Programas o planes estatales de salud,19,228,236,464,78
8455,Programas o planes estatales de salud,20,228,176,404,78
8456,Programas o planes estatales de salud,21,319,183,502,78
8457,Programas o planes estatales de salud,22,327,250,577,78
8458,Programas o planes estatales de salud,23,409,214,623,78
8459,Programas o planes estatales de salud,24,372,221,593,78
8460,Programas o planes estatales de salud,25,398,243,641,78
8461,Programas o planes estatales de salud,26,376,252,628,78
8462,Programas o planes estatales de salud,27,407,234,641,78
8463,Programas o planes estatales de salud,28,376,241,617,78
8464,Programas o planes estatales de salud,29,363,213,576,78
8465,Programas o planes estatales de salud,30,348,217,565,78
8466,Programas o planes estatales de salud,31,323,202,525,78
8467,Programas o planes estatales de salud,32,325,198,523,78
8468,Programas o planes estatales de salud,33,320,189,509,78
8469,Programas o planes estatales de salud,34,253,198,451,78
8470,Programas o planes estatales de salud,35,291,182,473,78
8471,Programas o planes estatales de salud,36,294,171,465,78
8472,Programas o planes estatales de salud,37,230,171,401,78
8473,Programas o planes estatales de salud,38,239,186,425,78
8474,Programas o planes estatales de salud,39,269,177,446,78
8475,Programas o planes estatales de salud,40,245,202,447,78
8476,Programas o planes estatales de salud,41,236,166,402,78
8477,Programas o planes estatales de salud,42,233,184,417,78
8478,Programas o planes estatales de salud,43,215,167,382,78
8479,Programas o planes estatales de salud,44,209,164,373,78
8480,Programas o planes estatales de salud,45,194,147,341,78
8481,Programas o planes estatales de salud,46,192,127,319,78
8482,Programas o planes estatales de salud,47,188,128,316,78
8483,Programas o planes estatales de salud,48,179,130,309,78
8484,Programas o planes estatales de salud,49,176,134,310,78
8485,Programas o planes estatales de salud,50,186,142,328,78
8486,Programas o planes estatales de salud,51,147,122,269,78
8487,Programas o planes estatales de salud,52,150,110,260,78
8488,Programas o planes estatales de salud,53,164,112,276,78
8489,Programas o planes estatales de salud,54,147,96,243,78
8490,Programas o planes estatales de salud,55,145,107,252,78
8491,Programas o planes estatales de salud,56,118,104,222,78
8492,Programas o planes estatales de salud,57,140,98,238,78
8493,Programas o planes estatales de salud,58,115,101,216,78
8494,Programas o planes estatales de salud,59,110,102,212,78
8495,Programas o planes estatales de salud,60,98,97,195,78
8496,Programas o planes estatales de salud,61,83,103,186,78
8497,Programas o planes estatales de salud,62,84,83,167,78
8498,Programas o planes estatales de salud,63,60,84,144,78
8499,Programas o planes estatales de salud,64,65,67,132,78
8500,Programas o planes estatales de salud,65,53,52,105,78
8501,Programas o planes estatales de salud,66,43,38,81,78
8502,Programas o planes estatales de salud,67,27,34,61,78
8503,Programas o planes estatales de salud,68,44,30,74,78
8504,Programas o planes estatales de salud,69,28,20,48,78
8505,Programas o planes estatales de salud,70,21,16,37,78
8506,Programas o planes estatales de salud,71,24,15,39,78
8507,Programas o planes estatales de salud,72,31,14,45,78
8508,Programas o planes estatales de salud,73,26,16,42,78
8509,Programas o planes estatales de salud,74,23,7,30,78
8510,Programas o planes estatales de salud,75,10,14,24,78
8511,Programas o planes estatales de salud,76,19,10,29,78
8512,Programas o planes estatales de salud,77,11,7,18,78
8513,Programas o planes estatales de salud,78,16,7,23,78
8514,Programas o planes estatales de salud,79,20,5,25,78
8515,Programas o planes estatales de salud,80,16,10,26,78
8516,Programas o planes estatales de salud,81,9,4,13,78
8517,Programas o planes estatales de salud,82,8,2,10,78
8518,Programas o planes estatales de salud,83,6,5,11,78
8519,Programas o planes estatales de salud,84,13,5,18,78
8520,Programas o planes estatales de salud,85,4,4,8,78
8521,Programas o planes estatales de salud,86,3,3,6,78
8522,Programas o planes estatales de salud,87,2,6,8,78
8523,Programas o planes estatales de salud,88,5,-,5,78
8524,Programas o planes estatales de salud,89,3,3,6,78
8525,Programas o planes estatales de salud,90,4,4,8,78
8526,Programas o planes estatales de salud,91,4,5,9,78
8527,Programas o planes estatales de salud,92,2,2,4,78
8528,Programas o planes estatales de salud,93,-,2,2,78
8529,Programas o planes estatales de salud,94,1,1,2,78
8530,Programas o planes estatales de salud,95,2,-,2,78
8531,Programas o planes estatales de salud,96,2,-,2,78
8532,Programas o planes estatales de salud,97,-,1,1,78
8534,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,78
8535,"No tiene obra social, prepaga ni plan estatal",0,349,289,638,78
8536,"No tiene obra social, prepaga ni plan estatal",1,322,325,647,78
8537,"No tiene obra social, prepaga ni plan estatal",2,367,358,725,78
8538,"No tiene obra social, prepaga ni plan estatal",3,351,384,735,78
8539,"No tiene obra social, prepaga ni plan estatal",4,415,403,818,78
8540,"No tiene obra social, prepaga ni plan estatal",5,420,390,810,78
8541,"No tiene obra social, prepaga ni plan estatal",6,393,386,779,78
8542,"No tiene obra social, prepaga ni plan estatal",7,421,427,848,78
8543,"No tiene obra social, prepaga ni plan estatal",8,387,424,811,78
8544,"No tiene obra social, prepaga ni plan estatal",9,361,368,729,78
8545,"No tiene obra social, prepaga ni plan estatal",10,363,385,748,78
8546,"No tiene obra social, prepaga ni plan estatal",11,385,383,768,78
8547,"No tiene obra social, prepaga ni plan estatal",12,354,357,711,78
8548,"No tiene obra social, prepaga ni plan estatal",13,377,359,736,78
8549,"No tiene obra social, prepaga ni plan estatal",14,365,369,734,78
8550,"No tiene obra social, prepaga ni plan estatal",15,374,357,731,78
8551,"No tiene obra social, prepaga ni plan estatal",16,335,386,721,78
8552,"No tiene obra social, prepaga ni plan estatal",17,364,414,778,78
8553,"No tiene obra social, prepaga ni plan estatal",18,486,536,1022,78
8554,"No tiene obra social, prepaga ni plan estatal",19,534,587,1121,78
8555,"No tiene obra social, prepaga ni plan estatal",20,601,735,1336,78
8556,"No tiene obra social, prepaga ni plan estatal",21,853,1046,1899,78
8557,"No tiene obra social, prepaga ni plan estatal",22,896,1100,1996,78
8558,"No tiene obra social, prepaga ni plan estatal",23,888,1054,1942,78
8559,"No tiene obra social, prepaga ni plan estatal",24,938,1183,2121,78
8560,"No tiene obra social, prepaga ni plan estatal",25,888,1103,1991,78
8561,"No tiene obra social, prepaga ni plan estatal",26,853,981,1834,78
8562,"No tiene obra social, prepaga ni plan estatal",27,861,1008,1869,78
8563,"No tiene obra social, prepaga ni plan estatal",28,686,871,1557,78
8564,"No tiene obra social, prepaga ni plan estatal",29,644,790,1434,78
8565,"No tiene obra social, prepaga ni plan estatal",30,666,788,1454,78
8566,"No tiene obra social, prepaga ni plan estatal",31,595,674,1269,78
8567,"No tiene obra social, prepaga ni plan estatal",32,504,649,1153,78
8568,"No tiene obra social, prepaga ni plan estatal",33,467,624,1091,78
8569,"No tiene obra social, prepaga ni plan estatal",34,478,579,1057,78
8570,"No tiene obra social, prepaga ni plan estatal",35,419,540,959,78
8571,"No tiene obra social, prepaga ni plan estatal",36,437,485,922,78
8572,"No tiene obra social, prepaga ni plan estatal",37,377,512,889,78
8573,"No tiene obra social, prepaga ni plan estatal",38,364,466,830,78
8574,"No tiene obra social, prepaga ni plan estatal",39,372,459,831,78
8575,"No tiene obra social, prepaga ni plan estatal",40,376,454,830,78
8576,"No tiene obra social, prepaga ni plan estatal",41,349,438,787,78
8577,"No tiene obra social, prepaga ni plan estatal",42,341,444,785,78
8578,"No tiene obra social, prepaga ni plan estatal",43,335,427,762,78
8579,"No tiene obra social, prepaga ni plan estatal",44,325,340,665,78
8580,"No tiene obra social, prepaga ni plan estatal",45,275,377,652,78
8581,"No tiene obra social, prepaga ni plan estatal",46,316,353,669,78
8582,"No tiene obra social, prepaga ni plan estatal",47,294,366,660,78
8583,"No tiene obra social, prepaga ni plan estatal",48,236,299,535,78
8584,"No tiene obra social, prepaga ni plan estatal",49,245,304,549,78
8585,"No tiene obra social, prepaga ni plan estatal",50,228,336,564,78
8586,"No tiene obra social, prepaga ni plan estatal",51,196,249,445,78
8587,"No tiene obra social, prepaga ni plan estatal",52,233,265,498,78
8588,"No tiene obra social, prepaga ni plan estatal",53,197,231,428,78
8589,"No tiene obra social, prepaga ni plan estatal",54,168,226,394,78
8590,"No tiene obra social, prepaga ni plan estatal",55,182,238,420,78
8591,"No tiene obra social, prepaga ni plan estatal",56,181,208,389,78
8592,"No tiene obra social, prepaga ni plan estatal",57,158,227,385,78
8593,"No tiene obra social, prepaga ni plan estatal",58,163,204,367,78
8594,"No tiene obra social, prepaga ni plan estatal",59,151,195,346,78
8595,"No tiene obra social, prepaga ni plan estatal",60,95,162,257,78
8596,"No tiene obra social, prepaga ni plan estatal",61,77,153,230,78
