,cobertura,edad,varon,mujer,total,provincia_id
0,,,,,,2
2,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,2
3,Obra social o prepaga (incluye PAMI),0,8381,8741,17122,2
4,Obra social o prepaga (incluye PAMI),1,8344,8506,16850,2
5,Obra social o prepaga (incluye PAMI),2,9390,9536,18926,2
6,Obra social o prepaga (incluye PAMI),3,10078,10590,20668,2
7,Obra social o prepaga (incluye PAMI),4,11054,11344,22398,2
8,Obra social o prepaga (incluye PAMI),5,11921,12379,24300,2
9,Obra social o prepaga (incluye PAMI),6,12225,12803,25028,2
10,Obra social o prepaga (incluye PAMI),7,12867,13338,26205,2
11,Obra social o prepaga (incluye PAMI),8,12884,13113,25997,2
12,Obra social o prepaga (incluye PAMI),9,12618,13386,26004,2
13,Obra social o prepaga (incluye PAMI),10,12664,12984,25648,2
14,Obra social o prepaga (incluye PAMI),11,13237,13775,27012,2
15,Obra social o prepaga (incluye PAMI),12,13249,13714,26963,2
16,Obra social o prepaga (incluye PAMI),13,13097,13385,26482,2
17,Obra social o prepaga (incluye PAMI),14,12491,13206,25697,2
18,Obra social o prepaga (incluye PAMI),15,12870,13322,26192,2
19,Obra social o prepaga (incluye PAMI),16,13378,13340,26718,2
20,Obra social o prepaga (incluye PAMI),17,13812,14019,27831,2
21,Obra social o prepaga (incluye PAMI),18,15055,14840,29895,2
22,Obra social o prepaga (incluye PAMI),19,15105,14416,29521,2
23,Obra social o prepaga (incluye PAMI),20,15377,14588,29965,2
24,Obra social o prepaga (incluye PAMI),21,15375,14010,29385,2
25,Obra social o prepaga (incluye PAMI),22,15637,14337,29974,2
26,Obra social o prepaga (incluye PAMI),23,15572,13921,29493,2
27,Obra social o prepaga (incluye PAMI),24,15830,14180,30010,2
28,Obra social o prepaga (incluye PAMI),25,16642,14811,31453,2
29,Obra social o prepaga (incluye PAMI),26,16875,15109,31984,2
30,Obra social o prepaga (incluye PAMI),27,17883,15792,33675,2
31,Obra social o prepaga (incluye PAMI),28,17788,15877,33665,2
32,Obra social o prepaga (incluye PAMI),29,19057,16616,35673,2
33,Obra social o prepaga (incluye PAMI),30,20366,18036,38402,2
34,Obra social o prepaga (incluye PAMI),31,20676,18343,39019,2
35,Obra social o prepaga (incluye PAMI),32,20537,18435,38972,2
36,Obra social o prepaga (incluye PAMI),33,21042,18742,39784,2
37,Obra social o prepaga (incluye PAMI),34,20377,18490,38867,2
38,Obra social o prepaga (incluye PAMI),35,21336,19268,40604,2
39,Obra social o prepaga (incluye PAMI),36,20843,18750,39593,2
40,Obra social o prepaga (incluye PAMI),37,20387,18513,38900,2
41,Obra social o prepaga (incluye PAMI),38,20057,18217,38274,2
42,Obra social o prepaga (incluye PAMI),39,19819,17872,37691,2
43,Obra social o prepaga (incluye PAMI),40,21122,18548,39670,2
44,Obra social o prepaga (incluye PAMI),41,19859,17596,37455,2
45,Obra social o prepaga (incluye PAMI),42,20774,18302,39076,2
46,Obra social o prepaga (incluye PAMI),43,20352,17607,37959,2
47,Obra social o prepaga (incluye PAMI),44,20144,17382,37526,2
48,Obra social o prepaga (incluye PAMI),45,20699,17683,38382,2
49,Obra social o prepaga (incluye PAMI),46,20183,17120,37303,2
50,Obra social o prepaga (incluye PAMI),47,19677,16649,36326,2
51,Obra social o prepaga (incluye PAMI),48,18472,15530,34002,2
52,Obra social o prepaga (incluye PAMI),49,18242,15287,33529,2
53,Obra social o prepaga (incluye PAMI),50,18641,15714,34355,2
54,Obra social o prepaga (incluye PAMI),51,17173,14324,31497,2
55,Obra social o prepaga (incluye PAMI),52,16671,13927,30598,2
56,Obra social o prepaga (incluye PAMI),53,16088,13454,29542,2
57,Obra social o prepaga (incluye PAMI),54,16088,12835,28923,2
58,Obra social o prepaga (incluye PAMI),55,15683,12875,28558,2
59,Obra social o prepaga (incluye PAMI),56,15689,12676,28365,2
60,Obra social o prepaga (incluye PAMI),57,15841,12564,28405,2
61,Obra social o prepaga (incluye PAMI),58,15394,12154,27548,2
62,Obra social o prepaga (incluye PAMI),59,16003,12779,28782,2
63,Obra social o prepaga (incluye PAMI),60,16516,12657,29173,2
64,Obra social o prepaga (incluye PAMI),61,15748,11936,27684,2
65,Obra social o prepaga (incluye PAMI),62,16364,12211,28575,2
66,Obra social o prepaga (incluye PAMI),63,16251,11822,28073,2
67,Obra social o prepaga (incluye PAMI),64,16019,11440,27459,2
68,Obra social o prepaga (incluye PAMI),65,16999,12081,29080,2
69,Obra social o prepaga (incluye PAMI),66,16164,11422,27586,2
70,Obra social o prepaga (incluye PAMI),67,15997,11261,27258,2
71,Obra social o prepaga (incluye PAMI),68,15535,10888,26423,2
72,Obra social o prepaga (incluye PAMI),69,16028,11168,27196,2
73,Obra social o prepaga (incluye PAMI),70,16024,11008,27032,2
74,Obra social o prepaga (incluye PAMI),71,15304,10582,25886,2
75,Obra social o prepaga (incluye PAMI),72,15393,10363,25756,2
76,Obra social o prepaga (incluye PAMI),73,14477,9902,24379,2
77,Obra social o prepaga (incluye PAMI),74,14289,9448,23737,2
78,Obra social o prepaga (incluye PAMI),75,14293,9027,23320,2
79,Obra social o prepaga (incluye PAMI),76,13955,8650,22605,2
80,Obra social o prepaga (incluye PAMI),77,13226,8157,21383,2
81,Obra social o prepaga (incluye PAMI),78,12424,7389,19813,2
82,Obra social o prepaga (incluye PAMI),79,11303,6746,18049,2
83,Obra social o prepaga (incluye PAMI),80,10762,6057,16819,2
84,Obra social o prepaga (incluye PAMI),81,9828,5598,15426,2
85,Obra social o prepaga (incluye PAMI),82,9446,5077,14523,2
86,Obra social o prepaga (incluye PAMI),83,8523,4447,12970,2
87,Obra social o prepaga (incluye PAMI),84,7706,4045,11751,2
88,Obra social o prepaga (incluye PAMI),85,7098,3541,10639,2
89,Obra social o prepaga (incluye PAMI),86,6594,3161,9755,2
90,Obra social o prepaga (incluye PAMI),87,6014,2846,8860,2
91,Obra social o prepaga (incluye PAMI),88,5276,2360,7636,2
92,Obra social o prepaga (incluye PAMI),89,5083,2058,7141,2
93,Obra social o prepaga (incluye PAMI),90,4518,1789,6307,2
94,Obra social o prepaga (incluye PAMI),91,3866,1531,5397,2
95,Obra social o prepaga (incluye PAMI),92,3242,1153,4395,2
96,Obra social o prepaga (incluye PAMI),93,2704,885,3589,2
97,Obra social o prepaga (incluye PAMI),94,2156,675,2831,2
98,Obra social o prepaga (incluye PAMI),95,1492,507,1999,2
99,Obra social o prepaga (incluye PAMI),96,1204,354,1558,2
100,Obra social o prepaga (incluye PAMI),97,928,262,1190,2
101,Obra social o prepaga (incluye PAMI),98,569,146,715,2
102,Obra social o prepaga (incluye PAMI),99,420,100,520,2
103,Obra social o prepaga (incluye PAMI),100,221,49,270,2
104,Obra social o prepaga (incluye PAMI),101,133,21,154,2
105,Obra social o prepaga (incluye PAMI),102,89,16,105,2
106,Obra social o prepaga (incluye PAMI),103,54,12,66,2
107,Obra social o prepaga (incluye PAMI),104,37,5,42,2
108,Obra social o prepaga (incluye PAMI),105,14,5,19,2
109,Obra social o prepaga (incluye PAMI),106,11,1,12,2
110,Obra social o prepaga (incluye PAMI),107,10,2,12,2
111,Obra social o prepaga (incluye PAMI),108,6,3,9,2
112,Obra social o prepaga (incluye PAMI),109,8,3,11,2
113,Obra social o prepaga (incluye PAMI),110,4,-,4,2
115,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,2
116,Programas o planes estatales de salud,0,267,296,563,2
117,Programas o planes estatales de salud,1,262,295,557,2
118,Programas o planes estatales de salud,2,319,329,648,2
119,Programas o planes estatales de salud,3,374,384,758,2
120,Programas o planes estatales de salud,4,452,395,847,2
121,Programas o planes estatales de salud,5,434,439,873,2
122,Programas o planes estatales de salud,6,439,457,896,2
123,Programas o planes estatales de salud,7,472,479,951,2
124,Programas o planes estatales de salud,8,479,486,965,2
125,Programas o planes estatales de salud,9,500,526,1026,2
126,Programas o planes estatales de salud,10,463,483,946,2
127,Programas o planes estatales de salud,11,406,564,970,2
128,Programas o planes estatales de salud,12,482,525,1007,2
129,Programas o planes estatales de salud,13,500,497,997,2
130,Programas o planes estatales de salud,14,510,477,987,2
131,Programas o planes estatales de salud,15,487,505,992,2
132,Programas o planes estatales de salud,16,469,434,903,2
133,Programas o planes estatales de salud,17,464,427,891,2
134,Programas o planes estatales de salud,18,496,434,930,2
135,Programas o planes estatales de salud,19,496,472,968,2
136,Programas o planes estatales de salud,20,525,430,955,2
137,Programas o planes estatales de salud,21,509,439,948,2
138,Programas o planes estatales de salud,22,541,499,1040,2
139,Programas o planes estatales de salud,23,561,411,972,2
140,Programas o planes estatales de salud,24,552,418,970,2
141,Programas o planes estatales de salud,25,546,438,984,2
142,Programas o planes estatales de salud,26,575,486,1061,2
143,Programas o planes estatales de salud,27,584,497,1081,2
144,Programas o planes estatales de salud,28,613,456,1069,2
145,Programas o planes estatales de salud,29,604,500,1104,2
146,Programas o planes estatales de salud,30,639,506,1145,2
147,Programas o planes estatales de salud,31,608,520,1128,2
148,Programas o planes estatales de salud,32,565,513,1078,2
149,Programas o planes estatales de salud,33,627,473,1100,2
150,Programas o planes estatales de salud,34,612,475,1087,2
151,Programas o planes estatales de salud,35,597,452,1049,2
152,Programas o planes estatales de salud,36,543,479,1022,2
153,Programas o planes estatales de salud,37,542,503,1045,2
154,Programas o planes estatales de salud,38,562,491,1053,2
155,Programas o planes estatales de salud,39,540,472,1012,2
156,Programas o planes estatales de salud,40,561,457,1018,2
157,Programas o planes estatales de salud,41,581,424,1005,2
158,Programas o planes estatales de salud,42,574,507,1081,2
159,Programas o planes estatales de salud,43,520,421,941,2
160,Programas o planes estatales de salud,44,574,470,1044,2
161,Programas o planes estatales de salud,45,543,484,1027,2
162,Programas o planes estatales de salud,46,560,440,1000,2
163,Programas o planes estatales de salud,47,594,421,1015,2
164,Programas o planes estatales de salud,48,518,416,934,2
165,Programas o planes estatales de salud,49,554,417,971,2
166,Programas o planes estatales de salud,50,590,438,1028,2
167,Programas o planes estatales de salud,51,449,407,856,2
168,Programas o planes estatales de salud,52,521,369,890,2
169,Programas o planes estatales de salud,53,462,370,832,2
170,Programas o planes estatales de salud,54,459,365,824,2
171,Programas o planes estatales de salud,55,504,376,880,2
172,Programas o planes estatales de salud,56,533,379,912,2
173,Programas o planes estatales de salud,57,457,343,800,2
174,Programas o planes estatales de salud,58,501,349,850,2
175,Programas o planes estatales de salud,59,519,343,862,2
176,Programas o planes estatales de salud,60,433,392,825,2
177,Programas o planes estatales de salud,61,422,366,788,2
178,Programas o planes estatales de salud,62,359,355,714,2
179,Programas o planes estatales de salud,63,289,341,630,2
180,Programas o planes estatales de salud,64,264,354,618,2
181,Programas o planes estatales de salud,65,281,287,568,2
182,Programas o planes estatales de salud,66,215,213,428,2
183,Programas o planes estatales de salud,67,208,192,400,2
184,Programas o planes estatales de salud,68,167,154,321,2
185,Programas o planes estatales de salud,69,169,145,314,2
186,Programas o planes estatales de salud,70,201,137,338,2
187,Programas o planes estatales de salud,71,195,114,309,2
188,Programas o planes estatales de salud,72,182,124,306,2
189,Programas o planes estatales de salud,73,156,99,255,2
190,Programas o planes estatales de salud,74,116,99,215,2
191,Programas o planes estatales de salud,75,136,79,215,2
192,Programas o planes estatales de salud,76,137,82,219,2
193,Programas o planes estatales de salud,77,131,87,218,2
194,Programas o planes estatales de salud,78,100,62,162,2
195,Programas o planes estatales de salud,79,106,69,175,2
196,Programas o planes estatales de salud,80,96,52,148,2
197,Programas o planes estatales de salud,81,84,45,129,2
198,Programas o planes estatales de salud,82,102,46,148,2
199,Programas o planes estatales de salud,83,82,42,124,2
200,Programas o planes estatales de salud,84,72,35,107,2
201,Programas o planes estatales de salud,85,52,22,74,2
202,Programas o planes estatales de salud,86,63,32,95,2
203,Programas o planes estatales de salud,87,59,21,80,2
204,Programas o planes estatales de salud,88,37,17,54,2
205,Programas o planes estatales de salud,89,55,27,82,2
206,Programas o planes estatales de salud,90,46,17,63,2
207,Programas o planes estatales de salud,91,28,16,44,2
208,Programas o planes estatales de salud,92,32,14,46,2
209,Programas o planes estatales de salud,93,24,6,30,2
210,Programas o planes estatales de salud,94,27,4,31,2
211,Programas o planes estatales de salud,95,20,6,26,2
212,Programas o planes estatales de salud,96,19,9,28,2
213,Programas o planes estatales de salud,97,2,1,3,2
214,Programas o planes estatales de salud,98,6,1,7,2
215,Programas o planes estatales de salud,99,4,4,8,2
216,Programas o planes estatales de salud,100,3,-,3,2
217,Programas o planes estatales de salud,101,2,-,2,2
218,Programas o planes estatales de salud,103,2,-,2,2
219,Programas o planes estatales de salud,104,1,-,1,2
220,Programas o planes estatales de salud,105,1,-,1,2
221,Programas o planes estatales de salud,110,-,1,1,2
223,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,2
224,"No tiene obra social, prepaga ni plan estatal",0,1979,2017,3996,2
225,"No tiene obra social, prepaga ni plan estatal",1,1948,2162,4110,2
226,"No tiene obra social, prepaga ni plan estatal",2,2360,2647,5007,2
227,"No tiene obra social, prepaga ni plan estatal",3,2647,2730,5377,2
228,"No tiene obra social, prepaga ni plan estatal",4,3032,2951,5983,2
229,"No tiene obra social, prepaga ni plan estatal",5,3186,3145,6331,2
230,"No tiene obra social, prepaga ni plan estatal",6,3359,3149,6508,2
231,"No tiene obra social, prepaga ni plan estatal",7,3445,3341,6786,2
232,"No tiene obra social, prepaga ni plan estatal",8,3324,3390,6714,2
233,"No tiene obra social, prepaga ni plan estatal",9,3349,3434,6783,2
234,"No tiene obra social, prepaga ni plan estatal",10,3468,3255,6723,2
235,"No tiene obra social, prepaga ni plan estatal",11,3347,3480,6827,2
236,"No tiene obra social, prepaga ni plan estatal",12,3413,3619,7032,2
237,"No tiene obra social, prepaga ni plan estatal",13,3305,3441,6746,2
238,"No tiene obra social, prepaga ni plan estatal",14,3308,3354,6662,2
239,"No tiene obra social, prepaga ni plan estatal",15,3187,3286,6473,2
240,"No tiene obra social, prepaga ni plan estatal",16,3306,3439,6745,2
241,"No tiene obra social, prepaga ni plan estatal",17,3647,3459,7106,2
242,"No tiene obra social, prepaga ni plan estatal",18,4356,4060,8416,2
243,"No tiene obra social, prepaga ni plan estatal",19,4673,4407,9080,2
244,"No tiene obra social, prepaga ni plan estatal",20,4990,4745,9735,2
245,"No tiene obra social, prepaga ni plan estatal",21,6285,5721,12006,2
246,"No tiene obra social, prepaga ni plan estatal",22,6466,6251,12717,2
247,"No tiene obra social, prepaga ni plan estatal",23,6188,5861,12049,2
248,"No tiene obra social, prepaga ni plan estatal",24,6203,6102,12305,2
249,"No tiene obra social, prepaga ni plan estatal",25,6431,6175,12606,2
250,"No tiene obra social, prepaga ni plan estatal",26,6358,6119,12477,2
251,"No tiene obra social, prepaga ni plan estatal",27,6158,6152,12310,2
252,"No tiene obra social, prepaga ni plan estatal",28,5626,5824,11450,2
253,"No tiene obra social, prepaga ni plan estatal",29,5569,5742,11311,2
254,"No tiene obra social, prepaga ni plan estatal",30,5588,5708,11296,2
255,"No tiene obra social, prepaga ni plan estatal",31,4962,5454,10416,2
256,"No tiene obra social, prepaga ni plan estatal",32,4841,5218,10059,2
257,"No tiene obra social, prepaga ni plan estatal",33,4844,5102,9946,2
258,"No tiene obra social, prepaga ni plan estatal",34,4425,4855,9280,2
259,"No tiene obra social, prepaga ni plan estatal",35,4405,4943,9348,2
260,"No tiene obra social, prepaga ni plan estatal",36,4090,4535,8625,2
261,"No tiene obra social, prepaga ni plan estatal",37,3872,4322,8194,2
262,"No tiene obra social, prepaga ni plan estatal",38,3767,4283,8050,2
263,"No tiene obra social, prepaga ni plan estatal",39,3722,4155,7877,2
264,"No tiene obra social, prepaga ni plan estatal",40,3813,4333,8146,2
265,"No tiene obra social, prepaga ni plan estatal",41,3523,3882,7405,2
266,"No tiene obra social, prepaga ni plan estatal",42,3623,3950,7573,2
267,"No tiene obra social, prepaga ni plan estatal",43,3395,3759,7154,2
268,"No tiene obra social, prepaga ni plan estatal",44,3379,3581,6960,2
269,"No tiene obra social, prepaga ni plan estatal",45,3353,3703,7056,2
270,"No tiene obra social, prepaga ni plan estatal",46,3410,3258,6668,2
271,"No tiene obra social, prepaga ni plan estatal",47,3462,3373,6835,2
272,"No tiene obra social, prepaga ni plan estatal",48,3319,3188,6507,2
273,"No tiene obra social, prepaga ni plan estatal",49,3394,3252,6646,2
274,"No tiene obra social, prepaga ni plan estatal",50,3378,3198,6576,2
275,"No tiene obra social, prepaga ni plan estatal",51,3121,2909,6030,2
276,"No tiene obra social, prepaga ni plan estatal",52,3177,2883,6060,2
277,"No tiene obra social, prepaga ni plan estatal",53,2998,2768,5766,2
278,"No tiene obra social, prepaga ni plan estatal",54,2856,2652,5508,2
279,"No tiene obra social, prepaga ni plan estatal",55,2782,2554,5336,2
280,"No tiene obra social, prepaga ni plan estatal",56,2838,2552,5390,2
281,"No tiene obra social, prepaga ni plan estatal",57,2670,2478,5148,2
282,"No tiene obra social, prepaga ni plan estatal",58,2765,2343,5108,2
283,"No tiene obra social, prepaga ni plan estatal",59,2775,2400,5175,2
284,"No tiene obra social, prepaga ni plan estatal",60,2496,2397,4893,2
285,"No tiene obra social, prepaga ni plan estatal",61,2040,2156,4196,2
286,"No tiene obra social, prepaga ni plan estatal",62,1757,2090,3847,2
287,"No tiene obra social, prepaga ni plan estatal",63,1449,2026,3475,2
288,"No tiene obra social, prepaga ni plan estatal",64,1159,1843,3002,2
289,"No tiene obra social, prepaga ni plan estatal",65,1099,1668,2767,2
290,"No tiene obra social, prepaga ni plan estatal",66,836,1029,1865,2
291,"No tiene obra social, prepaga ni plan estatal",67,778,834,1612,2
292,"No tiene obra social, prepaga ni plan estatal",68,603,630,1233,2
293,"No tiene obra social, prepaga ni plan estatal",69,589,523,1112,2
294,"No tiene obra social, prepaga ni plan estatal",70,531,442,973,2
295,"No tiene obra social, prepaga ni plan estatal",71,462,339,801,2
296,"No tiene obra social, prepaga ni plan estatal",72,450,295,745,2
297,"No tiene obra social, prepaga ni plan estatal",73,376,225,601,2
298,"No tiene obra social, prepaga ni plan estatal",74,329,233,562,2
299,"No tiene obra social, prepaga ni plan estatal",75,336,213,549,2
300,"No tiene obra social, prepaga ni plan estatal",76,276,208,484,2
301,"No tiene obra social, prepaga ni plan estatal",77,273,186,459,2
302,"No tiene obra social, prepaga ni plan estatal",78,197,140,337,2
303,"No tiene obra social, prepaga ni plan estatal",79,210,144,354,2
304,"No tiene obra social, prepaga ni plan estatal",80,188,119,307,2
305,"No tiene obra social, prepaga ni plan estatal",81,171,87,258,2
306,"No tiene obra social, prepaga ni plan estatal",82,168,74,242,2
307,"No tiene obra social, prepaga ni plan estatal",83,160,53,213,2
308,"No tiene obra social, prepaga ni plan estatal",84,95,60,155,2
309,"No tiene obra social, prepaga ni plan estatal",85,107,62,169,2
310,"No tiene obra social, prepaga ni plan estatal",86,123,56,179,2
311,"No tiene obra social, prepaga ni plan estatal",87,89,43,132,2
312,"No tiene obra social, prepaga ni plan estatal",88,91,40,131,2
313,"No tiene obra social, prepaga ni plan estatal",89,71,45,116,2
314,"No tiene obra social, prepaga ni plan estatal",90,80,42,122,2
315,"No tiene obra social, prepaga ni plan estatal",91,58,28,86,2
316,"No tiene obra social, prepaga ni plan estatal",92,42,33,75,2
317,"No tiene obra social, prepaga ni plan estatal",93,46,13,59,2
318,"No tiene obra social, prepaga ni plan estatal",94,45,23,68,2
319,"No tiene obra social, prepaga ni plan estatal",95,28,16,44,2
320,"No tiene obra social, prepaga ni plan estatal",96,36,22,58,2
321,"No tiene obra social, prepaga ni plan estatal",97,29,17,46,2
322,"No tiene obra social, prepaga ni plan estatal",98,16,12,28,2
323,"No tiene obra social, prepaga ni plan estatal",99,19,11,30,2
324,"No tiene obra social, prepaga ni plan estatal",100,2,2,4,2
325,"No tiene obra social, prepaga ni plan estatal",102,4,7,11,2
326,"No tiene obra social, prepaga ni plan estatal",103,2,-,2,2
327,"No tiene obra social, prepaga ni plan estatal",106,-,1,1,2
328,"No tiene obra social, prepaga ni plan estatal",107,3,-,3,2
329,"No tiene obra social, prepaga ni plan estatal",109,1,-,1,2
330,"No tiene obra social, prepaga ni plan estatal",110,1,1,2,2
448,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,6
449,Obra social o prepaga (incluye PAMI),0,42542,43705,86247,6
450,Obra social o prepaga (incluye PAMI),1,46097,47435,93532,6
451,Obra social o prepaga (incluye PAMI),2,52506,54527,107033,6
452,Obra social o prepaga (incluye PAMI),3,59335,61557,120892,6
453,Obra social o prepaga (incluye PAMI),4,63881,65836,129717,6
454,Obra social o prepaga (incluye PAMI),5,67787,70690,138477,6
455,Obra social o prepaga (incluye PAMI),6,70752,73358,144110,6
456,Obra social o prepaga (incluye PAMI),7,75281,78251,153532,6
457,Obra social o prepaga (incluye PAMI),8,75058,78397,153455,6
458,Obra social o prepaga (incluye PAMI),9,76138,79061,155199,6
459,Obra social o prepaga (incluye PAMI),10,76004,79114,155118,6
460,Obra social o prepaga (incluye PAMI),11,78315,81609,159924,6
461,Obra social o prepaga (incluye PAMI),12,78780,81873,160653,6
462,Obra social o prepaga (incluye PAMI),13,78397,81283,159680,6
463,Obra social o prepaga (incluye PAMI),14,77078,79684,156762,6
464,Obra social o prepaga (incluye PAMI),15,77603,79994,157597,6
465,Obra social o prepaga (incluye PAMI),16,78206,79966,158172,6
466,Obra social o prepaga (incluye PAMI),17,80379,81800,162179,6
467,Obra social o prepaga (incluye PAMI),18,74910,76396,151306,6
468,Obra social o prepaga (incluye PAMI),19,70895,70901,141796,6
469,Obra social o prepaga (incluye PAMI),20,67596,67001,134597,6
470,Obra social o prepaga (incluye PAMI),21,57118,58320,115438,6
471,Obra social o prepaga (incluye PAMI),22,55743,57698,113441,6
472,Obra social o prepaga (incluye PAMI),23,54746,56669,111415,6
473,Obra social o prepaga (incluye PAMI),24,55087,57240,112327,6
474,Obra social o prepaga (incluye PAMI),25,58082,59278,117360,6
475,Obra social o prepaga (incluye PAMI),26,58983,59916,118899,6
476,Obra social o prepaga (incluye PAMI),27,61628,61771,123399,6
477,Obra social o prepaga (incluye PAMI),28,63205,61530,124735,6
478,Obra social o prepaga (incluye PAMI),29,65709,63954,129663,6
479,Obra social o prepaga (incluye PAMI),30,73206,69532,142738,6
480,Obra social o prepaga (incluye PAMI),31,73803,69109,142912,6
481,Obra social o prepaga (incluye PAMI),32,73235,69086,142321,6
482,Obra social o prepaga (incluye PAMI),33,75083,70478,145561,6
483,Obra social o prepaga (incluye PAMI),34,74460,69444,143904,6
484,Obra social o prepaga (incluye PAMI),35,79594,74274,153868,6
485,Obra social o prepaga (incluye PAMI),36,78084,72247,150331,6
486,Obra social o prepaga (incluye PAMI),37,76461,70598,147059,6
487,Obra social o prepaga (incluye PAMI),38,77772,72051,149823,6
488,Obra social o prepaga (incluye PAMI),39,81704,74578,156282,6
489,Obra social o prepaga (incluye PAMI),40,86689,78622,165311,6
490,Obra social o prepaga (incluye PAMI),41,81893,75185,157078,6
491,Obra social o prepaga (incluye PAMI),42,86163,78814,164977,6
492,Obra social o prepaga (incluye PAMI),43,84674,77196,161870,6
493,Obra social o prepaga (incluye PAMI),44,83648,74724,158372,6
494,Obra social o prepaga (incluye PAMI),45,82535,74278,156813,6
495,Obra social o prepaga (incluye PAMI),46,78950,70492,149442,6
496,Obra social o prepaga (incluye PAMI),47,77127,69271,146398,6
497,Obra social o prepaga (incluye PAMI),48,72518,64522,137040,6
498,Obra social o prepaga (incluye PAMI),49,74297,65560,139857,6
499,Obra social o prepaga (incluye PAMI),50,75547,66940,142487,6
500,Obra social o prepaga (incluye PAMI),51,69981,61760,131741,6
501,Obra social o prepaga (incluye PAMI),52,67443,58979,126422,6
502,Obra social o prepaga (incluye PAMI),53,63431,55798,119229,6
503,Obra social o prepaga (incluye PAMI),54,62283,54534,116817,6
504,Obra social o prepaga (incluye PAMI),55,61209,52008,113217,6
505,Obra social o prepaga (incluye PAMI),56,60725,52443,113168,6
506,Obra social o prepaga (incluye PAMI),57,60654,51989,112643,6
507,Obra social o prepaga (incluye PAMI),58,60004,50840,110844,6
508,Obra social o prepaga (incluye PAMI),59,61387,52317,113704,6
509,Obra social o prepaga (incluye PAMI),60,64283,51389,115672,6
510,Obra social o prepaga (incluye PAMI),61,64718,48654,113372,6
511,Obra social o prepaga (incluye PAMI),62,68890,48685,117575,6
512,Obra social o prepaga (incluye PAMI),63,69960,47071,117031,6
513,Obra social o prepaga (incluye PAMI),64,70052,45962,116014,6
514,Obra social o prepaga (incluye PAMI),65,73405,52926,126331,6
515,Obra social o prepaga (incluye PAMI),66,69521,53250,122771,6
516,Obra social o prepaga (incluye PAMI),67,69591,54352,123943,6
517,Obra social o prepaga (incluye PAMI),68,66224,52422,118646,6
518,Obra social o prepaga (incluye PAMI),69,66006,52380,118386,6
519,Obra social o prepaga (incluye PAMI),70,66100,51987,118087,6
520,Obra social o prepaga (incluye PAMI),71,61640,48878,110518,6
521,Obra social o prepaga (incluye PAMI),72,61056,47112,108168,6
522,Obra social o prepaga (incluye PAMI),73,57624,43583,101207,6
523,Obra social o prepaga (incluye PAMI),74,55904,41288,97192,6
524,Obra social o prepaga (incluye PAMI),75,53038,38513,91551,6
525,Obra social o prepaga (incluye PAMI),76,50585,35684,86269,6
526,Obra social o prepaga (incluye PAMI),77,46857,32559,79416,6
527,Obra social o prepaga (incluye PAMI),78,43166,28736,71902,6
528,Obra social o prepaga (incluye PAMI),79,39702,25526,65228,6
529,Obra social o prepaga (incluye PAMI),80,36571,22915,59486,6
530,Obra social o prepaga (incluye PAMI),81,33412,20263,53675,6
531,Obra social o prepaga (incluye PAMI),82,32897,18918,51815,6
532,Obra social o prepaga (incluye PAMI),83,28505,15779,44284,6
533,Obra social o prepaga (incluye PAMI),84,25602,13486,39088,6
534,Obra social o prepaga (incluye PAMI),85,23210,11867,35077,6
535,Obra social o prepaga (incluye PAMI),86,20938,10273,31211,6
536,Obra social o prepaga (incluye PAMI),87,18209,8857,27066,6
537,Obra social o prepaga (incluye PAMI),88,15772,7120,22892,6
538,Obra social o prepaga (incluye PAMI),89,14172,6222,20394,6
539,Obra social o prepaga (incluye PAMI),90,12299,5081,17380,6
540,Obra social o prepaga (incluye PAMI),91,10183,4138,14321,6
541,Obra social o prepaga (incluye PAMI),92,8624,3109,11733,6
542,Obra social o prepaga (incluye PAMI),93,6508,2353,8861,6
543,Obra social o prepaga (incluye PAMI),94,4983,1790,6773,6
544,Obra social o prepaga (incluye PAMI),95,3880,1277,5157,6
545,Obra social o prepaga (incluye PAMI),96,2751,973,3724,6
546,Obra social o prepaga (incluye PAMI),97,2103,680,2783,6
547,Obra social o prepaga (incluye PAMI),98,1475,476,1951,6
548,Obra social o prepaga (incluye PAMI),99,1096,411,1507,6
549,Obra social o prepaga (incluye PAMI),100,460,99,559,6
550,Obra social o prepaga (incluye PAMI),101,258,74,332,6
551,Obra social o prepaga (incluye PAMI),102,284,87,371,6
552,Obra social o prepaga (incluye PAMI),103,151,76,227,6
553,Obra social o prepaga (incluye PAMI),104,79,24,103,6
554,Obra social o prepaga (incluye PAMI),105,64,18,82,6
555,Obra social o prepaga (incluye PAMI),106,35,9,44,6
556,Obra social o prepaga (incluye PAMI),107,26,16,42,6
557,Obra social o prepaga (incluye PAMI),108,34,11,45,6
558,Obra social o prepaga (incluye PAMI),109,24,12,36,6
559,Obra social o prepaga (incluye PAMI),110,20,8,28,6
561,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,6
562,Programas o planes estatales de salud,0,2543,2668,5211,6
563,Programas o planes estatales de salud,1,2632,2677,5309,6
564,Programas o planes estatales de salud,2,2918,3145,6063,6
